company_name,industry,sector,business_category,headquarters_city,headquarters_country,headquarters_full_address,year_founded,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,total_raised,representative_name,_source_table
10DspaceOÃœ(14318875),,,,[],,,25.08.2017,,14318875.0,,,,,,https://ariregister.rik.ee/eng/company/14318875/10Dspace-OÃœ?search_id=6b4eef4&pos=1,,,,wissel-ariregister
21SparrowsOÃœ(16270291),Other activities auxiliary to financial services that are not classified elsewhere,,,[],,Harju maakond Tallinn Kesklinna linnaosa Toom-Kuninga tn 15-77 10122   ,14.07.2021,,16270291.0,,,,,,https://ariregister.rik.ee/eng/company/16270291/21-Sparrows-OÃœ?search_id=6b4eef4&pos=2,,,Janis Jegi,wissel-ariregister
3DSTOÃœ(12454634),Specialised design activities,,,[],,Harju maakond Tallinn Kesklinna linnaosa Pikk tn 67-3 10133   ,15.04.2013,,12454634.0,,,,,,https://ariregister.rik.ee/eng/company/12454634/3DST-OÃœ?search_id=6b4eef4&pos=3,,,Siim Tiigim\xc3\xa4gi,wissel-ariregister
8BitsSpaceOÃœ(14867109),Computer programming activities,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Sepapaja tn 6 15551   ,11.12.2019,,14867109.0,,,,,,https://ariregister.rik.ee/eng/company/14867109/8-Bits-Space-OÃœ?search_id=6b4eef4&pos=4,,,Dominik Gronkiewicz,wissel-ariregister
A1EhituspartnerOÃœ(16451101),Construction of residential and non-residential buildings,,,[],,PÃµlva maakond PÃµlva vald Adiste kÃ¼la Naima 63204   ,28.02.2022,,16451101.0,,,,,,https://ariregister.rik.ee/eng/company/16451101/A1-Ehituspartner-OÃœ?search_id=6b4eef4&pos=5,,,Rainis Luik,wissel-ariregister
osaÃ¼hingAarspak(10166769),"Renting and operational leasing of other machinery, equipment and tangible assets not classified elsewhere",,,[],,Harju maakond Viimsi vald Lubja kÃ¼la Ampri tee 7 74010   ,28.11.1996,,10166769.0,,,,,,https://ariregister.rik.ee/eng/company/10166769/osaÃ¼hing-Aarspak?search_id=6b4eef4&pos=6,,,Kaido Kaabel,wissel-ariregister
AarspakTootmineOÃœ(11959421),Manufacture of plastic packing goods \xc2\xa0,,,[],,Harju maakond Viimsi vald Lubja kÃ¼la Ampri tee 7 74010   ,22.06.2010,,11959421.0,,,,,,https://ariregister.rik.ee/eng/company/11959421/Aarspak-Tootmine-OÃœ?search_id=6b4eef4&pos=7,,,Marek Kaabel,wissel-ariregister
A&ASpamarketOÃœ(11945353),"Other retail sale not in stores, stalls or markets",,,[],,,25.05.2010,,11945353.0,,,,,,https://ariregister.rik.ee/eng/company/11945353/AA-Spamarket-OÃœ?search_id=6b4eef4&pos=8,,,,wissel-ariregister
OÃœABCOnlineSolution(16008334),"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",,,[],,Harju maakond Tallinn Kesklinna linnaosa Raua tn 51-2 10120   ,13.07.2020,,16008334.0,,,,,,https://ariregister.rik.ee/eng/company/16008334/OÃœ-ABC-Online-Solution?search_id=6b4eef4&pos=9,,,Joosep Tinn,wissel-ariregister
OÃœABCRakennuspalvelut(11739760),,,,[],,,20.10.2009,,11739760.0,,,,,,https://ariregister.rik.ee/eng/company/11739760/OÃœ-ABC-Rakennuspalvelut?search_id=6b4eef4&pos=10,,,,wissel-ariregister
AbovespaceOÃœ(16322007),Business and other management consultancy activities,,,[],,Harju maakond Tallinn Kesklinna linnaosa Estonia pst 5 10143   ,21.09.2021,,16322007.0,,,,,,https://ariregister.rik.ee/eng/company/16322007/Abovespace-OÃœ?search_id=6b4eef4&pos=11,,,German Randla,wissel-ariregister
AbrukaSPAOÃœ(16042743),Holiday home (chalets),,,[],,Saare maakond Saaremaa vald Abruka kÃ¼la PÃ¤hkla 93826   ,02.09.2020,,16042743.0,,,,,,https://ariregister.rik.ee/eng/company/16042743/Abruka-SPA-OÃœ?search_id=6b4eef4&pos=12,,,Sven Mansberg,wissel-ariregister
ABuildingGroupOÃœ(14166276),,,,[],,,09.12.2016,,14166276.0,,,,,,https://ariregister.rik.ee/eng/company/14166276/A-Building-Group-OÃœ?search_id=6b4eef4&pos=13,,,,wissel-ariregister
AceofSpaceOÃœ(12613707),Specialised design activities,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Sikupilli tn 9 11414   ,13.02.2014,,12613707.0,,,,,,https://ariregister.rik.ee/eng/company/12613707/Ace-of-Space-OÃœ?search_id=6b4eef4&pos=14,,,Ines K\xc3\xa4\xc3\xa4rma,wissel-ariregister
AdmiralFerdinandvonWrangelliMÃ¤lestuspaikadeHooldamisejaJÃ¤Ã¤dvustamiseOsaÃ¼hing(10337568),,,,[],,,08.12.1997,,10337568.0,,,,,,https://ariregister.rik.ee/eng/company/10337568/Admiral-Ferdinand-von-Wrangelli-MÃ¤lestuspaikade-Hooldamise-ja-JÃ¤Ã¤dvustamise-OsaÃ¼hing?search_id=6b4eef4&pos=15,,,,wissel-ariregister
ADUSPAGROUPOÃœ(12561784),,,,[],,,30.10.2013,,12561784.0,,,,,,https://ariregister.rik.ee/eng/company/12561784/ADUSPA-GROUP-OÃœ?search_id=6b4eef4&pos=16,,,,wissel-ariregister
AdvokaadibÃ¼rooLionLawOÃœ(11515492),Activities attorneys and law offices,,,[],,Harju maakond Harku vald Vaila kÃ¼la PÃµrgupÃµhja tee 3 76917   ,08.07.2008,,11515492.0,,,,,,https://ariregister.rik.ee/eng/company/11515492/AdvokaadibÃ¼roo-Lion-Law-OÃœ?search_id=6b4eef4&pos=17,,,Mirjam Frey,wissel-ariregister
AerospaceQualityOÃœ(14568307),Business and other management consultancy activities,,,[],,Harju maakond Tallinn Kesklinna linnaosa F. R. Faehlmanni tn 5 10125   ,17.09.2018,,14568307.0,,,,,,https://ariregister.rik.ee/eng/company/14568307/Aerospace-Quality-OÃœ?search_id=6b4eef4&pos=18,,,Bradley Jon Mallard,wissel-ariregister
AespaangaarOÃœ(12366410),"Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,[],,Rapla maakond Kohila vald Aespa alevik Aespa ringtee 3 79732   ,22.10.2012,,12366410.0,,,,,,https://ariregister.rik.ee/eng/company/12366410/Aespa-angaar-OÃœ?search_id=6b4eef4&pos=19,,,Igor Loja,wissel-ariregister
OsaÃ¼hingAespaEhitus(11373307),Other building completion and finishing,,,[],,Rapla maakond Kohila vald Aespa alevik Looduse tn 9 79701   ,18.04.2007,,11373307.0,,,,,,https://ariregister.rik.ee/eng/company/11373307/OsaÃ¼hing-Aespa-Ehitus?search_id=6b4eef4&pos=20,,,Evelin Takkel,wissel-ariregister
AespaInvestOÃœ(14855410),Buying and selling of own real estate,,,[],,Rapla maakond Kohila vald Aespa alevik Karmeni tn 5 79705   ,25.11.2019,,14855410.0,,,,,,https://ariregister.rik.ee/eng/company/14855410/Aespa-Invest-OÃœ?search_id=6b4eef4&pos=21,,,Jaan K\xc3\xb5rgema,wissel-ariregister
OÃœAESPAJUUKSUR(12260290),Hairdressing and other beauty treatment,,,[],,Rapla maakond Kohila vald Aespa alevik RÃµÃµmu tn 4 79705   ,03.04.2012,,12260290.0,,,,,,https://ariregister.rik.ee/eng/company/12260290/OÃœ-AESPA-JUUKSUR?search_id=6b4eef4&pos=22,,,Liivika Salum\xc3\xa4gi,wissel-ariregister
MittetulundusÃ¼hingAespaKodu(80329470),Associations and foundations for the purpose of regional/local life development and support,,,[],,Rapla maakond Kohila vald Aespa alevik Astra tn 12 79705   ,06.07.2011,,80329470.0,,,,,,https://ariregister.rik.ee/eng/company/80329470/MittetulundusÃ¼hing-Aespa-Kodu?search_id=6b4eef4&pos=23,,,Alina Rump,wissel-ariregister
OÃœAespaL(11079513),"Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,[],,Rapla maakond Kohila vald Aespa alevik Aespa ringtee 3 79732   ,19.10.2004,,11079513.0,,,,,,https://ariregister.rik.ee/eng/company/11079513/OÃœ-Aespa-L?search_id=6b4eef4&pos=24,,,Igor Loja,wissel-ariregister
AespanOÃœ(16126714),Buying and selling of own real estate,,,[],,Rapla maakond Kohila vald Aespa alevik Kapa vkt 18 79705   ,23.12.2020,,16126714.0,,,,,,https://ariregister.rik.ee/eng/company/16126714/Aespan-OÃœ?search_id=6b4eef4&pos=25,,,Mart Remmel,wissel-ariregister
OsaÃ¼hingAFloors(11468211),,,,[],,,08.02.2008,,11468211.0,,,,,,https://ariregister.rik.ee/eng/company/11468211/OsaÃ¼hing-A-Floors?search_id=6b4eef4&pos=26,,,,wissel-ariregister
AgnesiumOÃœ(11459782),Computer programming activities,,,[],,Ida-Viru maakond Narva linn Tehase tn 3 20104   ,15.01.2008,,11459782.0,,,,,,https://ariregister.rik.ee/eng/company/11459782/Agnesium-OÃœ?search_id=6b4eef4&pos=27,,,Aleksandr Savin,wissel-ariregister
AiandusÃ¼hingAESPASÃ•PRUS(80171891),,,,[],,,10.07.2002,,80171891.0,,,,,,https://ariregister.rik.ee/eng/company/80171891/AiandusÃ¼hing-AESPA-SÃ•PRUS?search_id=6b4eef4&pos=28,,,,wissel-ariregister
AiandusÃ¼histuAespa(80161303),,,,[],,,04.01.2002,,80161303.0,,,,,,https://ariregister.rik.ee/eng/company/80161303/AiandusÃ¼histu-Aespa?search_id=6b4eef4&pos=29,,,,wissel-ariregister
AiandusÃ¼histuAESPA-12(80074981),,,,[],,,09.03.1999,,80074981.0,,,,,,https://ariregister.rik.ee/eng/company/80074981/AiandusÃ¼histu-AESPA-12?search_id=6b4eef4&pos=30,,,,wissel-ariregister
AiandusÃ¼histuAespa14(80067372),,,,[],,,28.01.1999,,80067372.0,,,,,,https://ariregister.rik.ee/eng/company/80067372/AiandusÃ¼histu-Aespa-14?search_id=6b4eef4&pos=31,,,,wissel-ariregister
AiandusÃ¼histuAespa-29(80074828),,,,[],,,09.03.1999,,80074828.0,,,,,,https://ariregister.rik.ee/eng/company/80074828/AiandusÃ¼histu-Aespa-29?search_id=6b4eef4&pos=32,,,,wissel-ariregister
AiandusÃ¼histuAespaAllika(80092855),Management of gardening and cottage associations,,,[],,Rapla maakond Kohila vald Aespa alevik 79701   ,07.05.1999,,80092855.0,,,,,,https://ariregister.rik.ee/eng/company/80092855/AiandusÃ¼histu-Aespa-Allika?search_id=6b4eef4&pos=33,,,Aleksandr Beljavski,wissel-ariregister
AiandusÃ¼histuAespaFantaasia(80063612),Management of gardening and cottage associations,,,[],,Rapla maakond Kohila vald Aespa alevik Fantaasia vkt 15 79705   ,28.12.1998,,80063612.0,,,,,,https://ariregister.rik.ee/eng/company/80063612/AiandusÃ¼histu-Aespa-Fantaasia?search_id=6b4eef4&pos=34,,,Ain Amboja,wissel-ariregister
AiandusÃ¼histuAespaKaseke(80023558),,,,[],,,15.01.1998,,80023558.0,,,,,,https://ariregister.rik.ee/eng/company/80023558/AiandusÃ¼histu-Aespa-Kaseke?search_id=6b4eef4&pos=35,,,,wissel-ariregister
AIANDUSÃœHISTUAESPAKUUSEKE(80133583),Management of gardening and cottage associations,,,[],,Rapla maakond Kohila vald Aespa alevik Kuuse vkt 1 79739   ,09.10.2000,,80133583.0,,,,,,https://ariregister.rik.ee/eng/company/80133583/AIANDUSÃœHISTU-AESPA-KUUSEKE?search_id=6b4eef4&pos=36,,,Irina Paukova,wissel-ariregister
AiandusÃ¼histuAespaLoodus(80107752),Management of gardening and cottage associations,,,[],,Rapla maakond Kohila vald Aespa alevik 79701   ,10.09.1999,,80107752.0,,,,,,https://ariregister.rik.ee/eng/company/80107752/AiandusÃ¼histu-Aespa-Loodus?search_id=6b4eef4&pos=37,,,Merike Andrejev,wissel-ariregister
AiandusÃ¼histuAespaMobile(80136713),"Management of buildings and rental houses (apartment associations, housing associations, building associations etc)",,,[],,Harju maakond Tallinn MustamÃ¤e linnaosa Ehitajate tee 88-3 12915   ,27.12.2000,,80136713.0,,,,,,https://ariregister.rik.ee/eng/company/80136713/AiandusÃ¼histu-Aespa-Mobile?search_id=6b4eef4&pos=38,,,Svetlana T\xc5\xa1ern\xc3\xb5\xc5\xa1eva,wissel-ariregister
aiandusÃ¼histuAESPA-NURME(80064190),,,,[],,,07.01.1999,,80064190.0,,,,,,https://ariregister.rik.ee/eng/company/80064190/aiandusÃ¼histu-AESPA-NURME?search_id=6b4eef4&pos=39,,,,wissel-ariregister
AiandusÃ¼histuAespaPuravik(80039529),Associations and foundations for the purpose of regional/local life development and support,,,[],,Rapla maakond Kohila vald Aespa alevik Puraviku vkt 68 79705   ,09.06.1998,,80039529.0,,,,,,https://ariregister.rik.ee/eng/company/80039529/AiandusÃ¼histu-Aespa-Puravik?search_id=6b4eef4&pos=40,,,Diana Motovilova,wissel-ariregister
AiandusÃ¼histuAespaRosinka(80140293),,,,[],,,11.01.2001,,80140293.0,,,,,,https://ariregister.rik.ee/eng/company/80140293/AiandusÃ¼histu-Aespa-Rosinka?search_id=6b4eef4&pos=41,,,,wissel-ariregister
AiandusÃ¼histuAespaRukkilill(80097806),Management of gardening and cottage associations,,,[],,Rapla maakond Kohila vald Aespa alevik 79701   ,24.05.1999,,80097806.0,,,,,,https://ariregister.rik.ee/eng/company/80097806/AiandusÃ¼histu-Aespa-Rukkilill?search_id=6b4eef4&pos=42,,,Ilmar Kolk,wissel-ariregister
AIANDUSÃœHISTUAESPASIGMA(80053861),,,,[],,,05.11.1998,,80053861.0,,,,,,https://ariregister.rik.ee/eng/company/80053861/AIANDUSÃœHISTU-AESPA-SIGMA?search_id=6b4eef4&pos=43,,,,wissel-ariregister
AiandusÃ¼histuAESPATELFO(80111742),,,,[],,,09.11.1999,,80111742.0,,,,,,https://ariregister.rik.ee/eng/company/80111742/AiandusÃ¼histu-AESPA-TELFO?search_id=6b4eef4&pos=44,,,,wissel-ariregister
AiandusÃ¼histuKAPAAESPA(80102329),Landscape service activities,,,[],,Rapla maakond Kohila vald Aespa alevik Kapa vkt 18 79705   ,29.06.1999,,80102329.0,,,,,,https://ariregister.rik.ee/eng/company/80102329/AiandusÃ¼histu-KAPA-AESPA?search_id=6b4eef4&pos=45,,,Mart Remmel,wissel-ariregister
AiandusÃ¼histuVedu-Aespa(80017776),Management of gardening and cottage associations,,,[],,postiaadress:MustamÃ¤e tee 82-71 Tallinn asukoht: Kohila rural municipality Rapla county   ,30.10.1997,,80017776.0,,,,,,https://ariregister.rik.ee/eng/company/80017776/AiandusÃ¼histu-Vedu-Aespa?search_id=6b4eef4&pos=46,,,Maria Osipt\xc5\xa1uk,wissel-ariregister
OÃœAiduTÃ¶Ã¶stuspark(11306854),,,,[],,,12.10.2006,,11306854.0,,,,,,https://ariregister.rik.ee/eng/company/11306854/OÃœ-Aidu-TÃ¶Ã¶stuspark?search_id=6b4eef4&pos=47,,,,wissel-ariregister
AiliRiispapp(12384365),,,,[],,,27.11.2012,,12384365.0,,,,,,https://ariregister.rik.ee/eng/company/12384365/Aili-Riispapp?search_id=6b4eef4&pos=48,,,,wissel-ariregister
AinaneLooduspaikOÃœ(14979217),Bee keeping,,,[],,VÃµru maakond RÃµuge vald Luutsniku kÃ¼la Plaagi 65110   ,27.05.2020,,14979217.0,,,,,,https://ariregister.rik.ee/eng/company/14979217/Ainane-Looduspaik-OÃœ?search_id=6b4eef4&pos=49,,,Illimar Kalk,wissel-ariregister
OSAÃœHINGAIRSPACE(11009168),Rental and operating of own or leased real estate,,,[],,Harju maakond Tallinn Kesklinna linnaosa Rataskaevu tn 22 10123   ,06.01.2004,,11009168.0,,,,,,https://ariregister.rik.ee/eng/company/11009168/OSAÃœHING-AIRSPACE?search_id=6b4eef4&pos=50,,,Heiki Tuul,wissel-ariregister
AitÃ¤h!OÃœ(12778992),"Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,[],,Harju maakond Tallinn Kesklinna linnaosa Teatri vÃ¤ljak 3 10143   ,08.01.2015,,12778992.0,,,,,,https://ariregister.rik.ee/eng/company/12778992/AitÃ¤h!-OÃœ?search_id=6b4eef4&pos=51,,,M\xc3\xa4rten Tootmaa,wissel-ariregister
AjaKSiivouspalveluOÃœ(14043183),Other personal service activities n.e.c.,,,[],,Harju maakond Tallinn Kesklinna linnaosa Narva mnt 5 10117   ,04.05.2016,,14043183.0,,,,,,https://ariregister.rik.ee/eng/company/14043183/A-ja-K-Siivouspalvelu-OÃœ?search_id=6b4eef4&pos=52,,,Ivo Piho,wissel-ariregister
AJConsultOÃœ(12992283),Business and other management consultancy activities,,,[],,Saare maakond Saaremaa vald Kuressaare linn Pikk tn 9a-2 93813   ,09.02.2016,,12992283.0,,,,,,https://ariregister.rik.ee/eng/company/12992283/AJ-Consult-OÃœ?search_id=6b4eef4&pos=53,,,Andres Jakovlev,wissel-ariregister
AJ-VeljeksetrakennuspalvelutEestiOÃœ(16233456),Construction of residential and non-residential buildings,,,[],,Harju maakond Viimsi vald Haabneeme alevik Hundi tee 13/1-6 74001   ,19.05.2021,,16233456.0,,,,,,https://ariregister.rik.ee/eng/company/16233456/AJ-Veljekset-rakennuspalvelut-Eesti-OÃœ?search_id=6b4eef4&pos=54,,,Andres Jaakson,wissel-ariregister
Akwaba-SpaOÃœ(12623232),"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",,,[],,Harju maakond Tallinn Kesklinna linnaosa Mardi tn 1 10145   ,05.03.2014,,12623232.0,,,,,,https://ariregister.rik.ee/eng/company/12623232/Akwaba-Spa-OÃœ?search_id=6b4eef4&pos=55,,,Nahounou Claude Dalo,wissel-ariregister
OÃœAlarHaljasteSiivouspalvelus(11233517),Other human resources provision,,,[],,PÃµlva maakond Kanepi vald PÃµlgaste kÃ¼la PÃµlgaste keskus 7-1 63123   ,02.05.2006,,11233517.0,,,,,,https://ariregister.rik.ee/eng/company/11233517/OÃœ-Alar-Haljaste-Siivouspalvelus?search_id=6b4eef4&pos=56,,,Alar Haljaste,wissel-ariregister
ALDONSPARTOÃœ(12607693),Other business support service activities n.e.c.,,,[],,,03.02.2014,,12607693.0,,,,,,https://ariregister.rik.ee/eng/company/12607693/ALDONSPART-OÃœ?search_id=6b4eef4&pos=57,,,Nikita Zhuk,wissel-ariregister
AleksandarSpasicOÃœ(16254949),Other education n.e.c.,,,[],,Harju maakond Tallinn Kesklinna linnaosa Viru vÃ¤ljak 2 10111   ,18.06.2021,,16254949.0,,,,,,https://ariregister.rik.ee/eng/company/16254949/Aleksandar-Spasic-OÃœ?search_id=6b4eef4&pos=58,,,Aleksandar Spasi\xc4\x87,wissel-ariregister
AleksanderSpatar(16210018),,,,[],,,19.04.2021,,16210018.0,,,,,,https://ariregister.rik.ee/eng/company/16210018/Aleksander-Spatar?search_id=6b4eef4&pos=59,,,,wissel-ariregister
AleksandrBespalov(11565053),Taxi operation,,,[],,Ida-Viru maakond Narva linn Hariduse tn 28-32 20305   ,30.12.2008,,11565053.0,,,,,,https://ariregister.rik.ee/eng/company/11565053/Aleksandr-Bespalov?search_id=6b4eef4&pos=60,,,Aleksandr Bespalov,wissel-ariregister
AleksandrSpaÅ¡tÅ¡anski(11610492),,,,[],,,16.03.2009,,11610492.0,,,,,,https://ariregister.rik.ee/eng/company/11610492/Aleksandr-SpaÅ¡tÅ¡anski?search_id=6b4eef4&pos=61,,,,wissel-ariregister
ALEKSANDRSPATAR(10829923),,,,[],,,03.01.2002,,10829923.0,,,,,,https://ariregister.rik.ee/eng/company/10829923/ALEKSANDR-SPATAR?search_id=6b4eef4&pos=62,,,,wissel-ariregister
OsaÃ¼hingAlekspa(10166411),,,,[],,,13.01.1997,,10166411.0,,,,,,https://ariregister.rik.ee/eng/company/10166411/OsaÃ¼hing-Alekspa?search_id=6b4eef4&pos=63,,,,wissel-ariregister
AlesyanailspaOÃœ(14495850),Hairdressing and other beauty treatment,,,[],,Harju maakond Loksa linn Posti tn 22-11 74805   ,28.05.2018,,14495850.0,,,,,,https://ariregister.rik.ee/eng/company/14495850/Alesya-nail-spa-OÃœ?search_id=6b4eef4&pos=64,,,Alesja Mura\xc5\xa1ova,wissel-ariregister
OsaÃ¼hingAlfaEhituspartner(11193083),,,,[],,,21.11.2005,,11193083.0,,,,,,https://ariregister.rik.ee/eng/company/11193083/OsaÃ¼hing-Alfa-Ehituspartner?search_id=6b4eef4&pos=65,,,,wissel-ariregister
AlliklepaInvestOsaÃ¼hing(11023197),,,,[],,,26.03.2004,,11023197.0,,,,,,https://ariregister.rik.ee/eng/company/11023197/Alliklepa-Invest-OsaÃ¼hing?search_id=6b4eef4&pos=66,,,,wissel-ariregister
AllSparkEnergy1UÃœ(16102576),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,20.11.2020,,16102576.0,,,,,,https://ariregister.rik.ee/eng/company/16102576/AllSpark-Energy-1-UÃœ?search_id=6b4eef4&pos=67,,,AllSpark Energy O\xc3\x9c,wissel-ariregister
AllSparkEnergy2UÃœ(16102725),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,20.11.2020,,16102725.0,,,,,,https://ariregister.rik.ee/eng/company/16102725/AllSpark-Energy-2-UÃœ?search_id=6b4eef4&pos=68,,,AllSpark Energy O\xc3\x9c,wissel-ariregister
AllSparkEnergy3UÃœ(16102665),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,20.11.2020,,16102665.0,,,,,,https://ariregister.rik.ee/eng/company/16102665/AllSpark-Energy-3-UÃœ?search_id=6b4eef4&pos=69,,,AllSpark Energy O\xc3\x9c,wissel-ariregister
AllSparkEnergy4UÃœ(16102688),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,20.11.2020,,16102688.0,,,,,,https://ariregister.rik.ee/eng/company/16102688/AllSpark-Energy-4-UÃœ?search_id=6b4eef4&pos=70,,,AllSpark Energy O\xc3\x9c,wissel-ariregister
AllSparkEnergy5UÃœ(16102754),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,20.11.2020,,16102754.0,,,,,,https://ariregister.rik.ee/eng/company/16102754/AllSpark-Energy-5-UÃœ?search_id=6b4eef4&pos=71,,,AllSpark Energy O\xc3\x9c,wissel-ariregister
AllSparkEnergyOÃœ(16100883),Production of electricity,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,18.11.2020,,16100883.0,,,,,,https://ariregister.rik.ee/eng/company/16100883/AllSpark-Energy-OÃœ?search_id=6b4eef4&pos=72,,,Erki Kimber,wissel-ariregister
AllSparkGroupOÃœ(12208510),Combined facilities support activities,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,21.12.2011,,12208510.0,,,,,,https://ariregister.rik.ee/eng/company/12208510/AllSpark-Group-OÃœ?search_id=6b4eef4&pos=73,,,Erki Kimber,wissel-ariregister
AllSparkOÃœ(12989482),Other electronical communications services,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415   ,03.02.2016,,12989482.0,,,,,,https://ariregister.rik.ee/eng/company/12989482/AllSpark-OÃœ?search_id=6b4eef4&pos=74,,,Indrek Allert,wissel-ariregister
ALSpar&InvestOÃœ(16315450),Rental and operating of own or leased real estate,,,[],,Valga maakond TÃµrva vald TÃµrva linn Kooli tn 9a 68604   ,14.09.2021,,16315450.0,,,,,,https://ariregister.rik.ee/eng/company/16315450/AL-Spar--Invest-OÃœ?search_id=6b4eef4&pos=75,,,Arvi Lepik,wissel-ariregister
osaÃ¼hingAmritaSalong(11278508),,,,[],,,07.08.2006,,11278508.0,,,,,,https://ariregister.rik.ee/eng/company/11278508/osaÃ¼hing-Amrita-Salong?search_id=6b4eef4&pos=76,,,,wissel-ariregister
OsaÃ¼hingAMUN(11471961),Agents involved in the sale of a variety of goods,,,[],,Harju maakond Tallinn Kesklinna linnaosa Jakobi tn 22-1 10144   ,25.02.2008,,11471961.0,,,,,,https://ariregister.rik.ee/eng/company/11471961/OsaÃ¼hing-AMUN?search_id=6b4eef4&pos=77,,,Anton Vassiljev,wissel-ariregister
AndreiMaspanov(11795528),,,,[],,,30.11.2009,,11795528.0,,,,,,https://ariregister.rik.ee/eng/company/11795528/Andrei-Maspanov?search_id=6b4eef4&pos=78,,,,wissel-ariregister
AnitiwSpaceOÃœ(16535269),Specialised design activities,,,[],,Harju maakond Tallinn NÃµmme linnaosa SÃµbra tn 24b 10920   ,13.07.2022,,16535269.0,,,,,,https://ariregister.rik.ee/eng/company/16535269/Anitiw-Space-OÃœ?search_id=6b4eef4&pos=79,,,Triin Treimann,wissel-ariregister
AnnikaRaimConsultancyOÃœ(14064647),Business and other management consultancy activities,,,[],,Harju maakond Tallinn Kesklinna linnaosa Poordi tn 3-14 10156   ,10.06.2016,,14064647.0,,,,,,https://ariregister.rik.ee/eng/company/14064647/Annika-Raim-Consultancy-OÃœ?search_id=6b4eef4&pos=80,,,Annika R\xc3\xa4im,wissel-ariregister
ANSASPARIKAUBANDUSEOÃœ(10860985),,,,[],,,16.04.2002,,10860985.0,,,,,,https://ariregister.rik.ee/eng/company/10860985/ANSA-SPARI-KAUBANDUSE-OÃœ?search_id=6b4eef4&pos=81,,,,wissel-ariregister
AnsparOÃœ(16445804),Computer programming activities,,,[],,Harju maakond Tallinn Kesklinna linnaosa Sakala tn 7-2 10141   ,18.02.2022,,16445804.0,,,,,,https://ariregister.rik.ee/eng/company/16445804/Anspar-OÃœ?search_id=6b4eef4&pos=82,,,Thanawat Thomas,wissel-ariregister
AntukNLPosaÃ¼hing(10343273),,,,[],,,09.12.1997,,10343273.0,,,,,,https://ariregister.rik.ee/eng/company/10343273/Antuk-NLP-osaÃ¼hing?search_id=6b4eef4&pos=83,,,,wissel-ariregister
APJuhtimispartnerOÃœ(14242764),Business and other management consultancy activities,,,[],,Harju maakond Tallinn LasnamÃ¤e linnaosa Valukoja tn 9 11415   ,18.04.2017,,14242764.0,,,,,,https://ariregister.rik.ee/eng/company/14242764/AP-Juhtimispartner-OÃœ?search_id=6b4eef4&pos=84,,,Aile Pilberg,wissel-ariregister
OÃœAqua-SpasKaubandus(10635834),,,,[],,,14.01.2000,,10635834.0,,,,,,https://ariregister.rik.ee/eng/company/10635834/OÃœ-Aqua-Spas-Kaubandus?search_id=6b4eef4&pos=85,,,,wissel-ariregister
ArameyaOÃœ(11953810),Other business support service activities n.e.c.,,,[],,Harju maakond Tallinn Kristiine linnaosa Hane tn 8-11 13418   ,10.06.2010,,11953810.0,,,,,,https://ariregister.rik.ee/eng/company/11953810/Arameya-OÃœ?search_id=6b4eef4&pos=86,,,Jana Maria Kallas,wissel-ariregister
AraspaOÃœ(14640393),Rental and operating of own or leased real estate,,,[],,Harju maakond Tallinn Kesklinna linnaosa Rapla tn 5a-2 11312   ,11.01.2019,,14640393.0,,,,,,https://ariregister.rik.ee/eng/company/14640393/Araspa-OÃœ?search_id=6b4eef4&pos=87,,,Aarne P\xc3\xb5der,wissel-ariregister
ArcticEventOÃœ(12412794),,,,[],,,29.01.2013,,12412794.0,,,,,,https://ariregister.rik.ee/eng/company/12412794/ArcticEvent-OÃœ?search_id=6b4eef4&pos=88,,,,wissel-ariregister
ARCTICSPAEESTIOsaÃ¼hing(11026540),,,,[],,,14.04.2004,,11026540.0,,,,,,https://ariregister.rik.ee/eng/company/11026540/ARCTIC-SPA-EESTI-OsaÃ¼hing?search_id=6b4eef4&pos=89,,,,wissel-ariregister
