company_name,industry,sector,business_category,headquarters_city,headquarters_country,headquarters_full_address,year_founded,company_age,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,total_raised,representative_name,_source_table
Midea,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Magnolia,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Swatch,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Maeil,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Revlon,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
Nongfu Shan Quan,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Great Eastern,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Hang Seng Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Wai Wai,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Maybelline,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
StarHub,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Kodak,,,['Camera'],[],[],,,[],,,,,,,,,,,,campaignindia
Outback,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Madras Rubber Factory,,,['Tyre'],[],[],,,[],,,,,,,,,,,,campaignindia
Glico,,,['Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Mr. Brown,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Dairy Farm,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Fuji,,,['Camera'],[],[],,,[],,,,,,,,,,,,campaignindia
Vidal Sassoon,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Hugo Boss,,,['Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Chivas,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Bisleri,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
AXA,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Taj,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
United Overseas Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Hite,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Ariel,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Dynamo,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Biotherm,,,['Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Malee,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
China Unicom,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Burberry,,,['Luxury Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Cosmed,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
M&M’s,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
Manning’s,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Prada,,,['Luxury Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Sheraton,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
CIMB Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
China Southern Airlines,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
UCC,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Airwaves,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Kumho,,,['Tyre'],[],[],,,[],,,,,,,,,,,,campaignindia
Sponsor,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
GS Caltex,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Eva Air,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Kissan,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Bose,,,['Home Audio'],[],[],,,[],,,,,,,,,,,,campaignindia
Kelvinator,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
OCBC,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Ford,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Teco,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Air China,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Fubon,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Softbank,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Hey Song,,,['Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Del Monte,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Maxwell House,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Kia,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Cheil Jedang (CJ),,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Barista Lavazza (India),,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Sagawa,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Tao Ti,,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Shokubutsu,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Pepsodent,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Cold Storage,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Mr. Juicy,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Aquarius,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Nippon Oil Corporation,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
American Express,,,['Credit Card'],[],[],,,[],,,,,,,,,,,,campaignindia
Orion,,,['Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Tipco,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Reliance (RIL),,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
3,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Bioré,,,['Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Orkut,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Aekyung 2080,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Anlene,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Aeon,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Bally,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Gloria Jeans,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Gree,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Kwality,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Celcom,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Mother Dairy,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
China Eastern Airlines,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
China Construction Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Cass,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
SF Express,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Kanebo,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
Chow Sang Sang,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Foremost,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Spritzer,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Ferrari,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Doutor,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Formosa Petrochemical,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Hush Puppies,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Boss,,,['Fragrance/Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
VIPS,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Bajaj,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Nestea,,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Schweppes,,,['Mineral Water/Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
M1,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Carrier,,,['Air Conditioner'],[],[],,,[],,,,,,,,,,,,campaignindia
Halls,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Boh,,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
MUFG,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
MK suki,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Sugus,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Ghana,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
AU,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Macleans,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Crest,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Close up,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Whiskas,,,['Pet Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Mead Johnson,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Maruti,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
POSB,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
ANZ,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Abbott,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Van Houten,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
T-cat,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Motorola,,,['Mobile Phone'],[],[],,,[],,,,,,,,,,,,campaignindia
Indian Oil Corporation,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Crocodile,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Pizza Hut,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Real,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Xiaonei/Renren,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Dentyne,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Four Seasons,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Peters,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
TNT,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Budweiser,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Berri,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Ben & Jerry’s,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Commonwealth,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Tata,,,['Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Doll,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Mobil,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Taiwan Mobile,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Amore Pacific,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
Jet Airways,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
SYM,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Kikkoman,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Kowloon Dairy,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Walmart,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Zipel,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Oral B,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Compaq,,,['Computer'],[],[],,,[],,,,,,,,,,,,campaignindia
Dreyer’s,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Firefly,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Kymco,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Guess,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Golden Mountain,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
IGA,,,['Convenience Store/Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Cathay Life,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
MAC,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
Perrier,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Korea Express,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Calbee,,,['Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Cyworld,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Wyeth,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Clinic,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Hanjin,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Jeju Air,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Air India,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Korea Post,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
HL,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Hui Yuan,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Digi,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Shinramyun,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
85°C,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Lin Fong Ying (LFY),,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Salvatore Ferragamo,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Donna Karan (DKNY),,,['Fragrance/Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Godrej,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Zara,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Pauls,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Hero Honda,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Myojo,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Westpac,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Vaseline,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Nissay,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Top Ramen,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Hungry Jack’s,,,['Fast-Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Neutrogena,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Fairwood,,,['Fast-Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Chupa Chups,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Peninsula,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Matsumoto Kiyoshi,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Li Ning,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Twisties,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Bear Brand,,,['Milk/Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
My space,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Snow Brand,,,['Milk Powder/Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Kagome,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Tissot,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
JCB,,,['Credit Card'],[],[],,,[],,,,,,,,,,,,campaignindia
Kimlan,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Iriver,,,['Personal portable music player'],[],[],,,[],,,,,,,,,,,,campaignindia
Bull-Dog,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Longines,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Amoy,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Krung Thai,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Fanta,,,['Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Mixi,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Zhonghua (Cigarette),,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Meiji (Milk Powder),,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Volvic,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
China Life,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
ING,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
TRUE,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Videocon,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Gusto,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Xu Fu Ji,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Tide,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Manulife,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
CSL,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
IndoMie,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Safeguard,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Holden,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Aquafina,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Panadol,,,['Over-the-counter Pharmaceuticals'],[],[],,,[],,,,,,,,,,,,campaignindia
Chilsung Cider,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Shilla,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Regal,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Mazda,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Allen’s,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
FETnet,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
S26,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Fruit Tree,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Paos,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
York,,,['Air Conditioner'],[],[],,,[],,,,,,,,,,,,campaignindia
China Pacific Insurance,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Hermès,,,['Luxury Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Hai Tian,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
DHC,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Crystal Jade,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Volkswagen,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Blue Dart,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Nan Shan,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Drypers,,,['Diaper'],[],[],,,[],,,,,,,,,,,,campaignindia
ASO,,,['Men’s/Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
White Rabbit,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Sumitomo Misui (SMBC),,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Marriott,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
SpiceJet Airlines,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Pentax,,,['Camera'],[],[],,,[],,,,,,,,,,,,campaignindia
Lexus,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
Pon Pon,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Public Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
ICICI Prudential,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Yves Saint Laurent (YSL),,,['Fragrance/Luxury Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Masterfood,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
PosLaju,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Habib Jewels,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
PCCW,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Yum Yum,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
7-Up,,,['Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Spencer,,,['Convenience Store/Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
China-SSS,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Poh Kong,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Dragonair,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Little Swan,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Dairy Farmers,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Maidong,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Thai Post,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Cerelac,,,['Baby Food (excluding milk powder)'],[],[],,,[],,,,,,,,,,,,campaignindia
Top,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
H-TWO-O,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Patek Philippe,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Rolls Royce,,,['Car/Automobile'],[],[],,,[],,,,,,,,,,,,campaignindia
NAB,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Thai Life Insurance,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Clear,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Chiclet,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Kaixin001,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Perioe,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Enfa,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Alfred Dunhill,,,['Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
TGI Friday’s,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Wahaha,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Ceat,,,['Tyre'],[],[],,,[],,,,,,,,,,,,campaignindia
Tanishq,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Hennessy,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Homeplus,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Bright Dairy,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
China Telecom,,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Angelinus,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Creative,,,['Personal portable music player'],[],[],,,[],,,,,,,,,,,,campaignindia
Holiday Inn,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
AAMI,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Post,,,['Cereal'],[],[],,,[],,,,,,,,,,,,campaignindia
La New,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Lifebuoy,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Yeo Hiap Seng (YEO),,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Bangchak,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Esquire,,,['Men’s/Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Moutai,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
IndiGo,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Bank of Ayudhya,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Volvo,,,['Automobile/Car'],[],[],,,[],,,,,,,,,,,,campaignindia
Kit Kat,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
Bank of Taiwan,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
S-oil,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
BPCL,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Cintan,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Streets,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Aura,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Ito-en,,,['Ready-to-drink Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Blue Girl,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Kose,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
Y.E.S Mineral Water,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Ritz-Carlton,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Haldiram,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Milo,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
General Electric (GE),,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Beat,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Tops,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Woori Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Big Babool,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Timberland,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Nespray,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Sulwhasoo,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Wangsteak,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
