company_name,industry,sector,business_category,headquarters_city,headquarters_country,headquarters_full_address,year_founded,company_age,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,total_raised,representative_name,_source_table
Koka,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Mamee,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Matsusei,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Lacoste,,,['Luxury Fashion Retailer/Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Idemitsu,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Woodland,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
San Miguel,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Elizabeth Arden,,,['Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Clarins,,,['Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Black Canyon,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Sunstar,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
EMS,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Fair and Lovely,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Ducati,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Dairy Queen,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
E-Mart,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
UBC Coffee,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Oksusu Tea,,,['Ready-to-drink Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Mizuno,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Lucozade,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Wuliangye,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Golden Circle,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Levi’s,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
AXE (Detergent),,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Hacks,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Davidoff,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Krong Thip,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
XIAO-MEI,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Merries,,,['Diaper'],[],[],,,[],,,,,,,,,,,,campaignindia
Cha Li Won,,,['Ready-to-drink Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
E.SUN,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
QQ,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Bonaqua,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Clairol Herbal Essences,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Domino’s,,,['Fast-Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Toblerone,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
Wills,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Bosch,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Takaful,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
SPC,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Jack’n Jill,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Onida,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Salem,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Dairy Milk,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
Timex,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Intel,,,['Computer'],[],[],,,[],,,,,,,,,,,,campaignindia
Aoyama,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Ba Wang,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Dutchmilk,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Anna Sui,,,['Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Mizuho,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Max Factor,,,['Cosmetics'],[],[],,,[],,,,,,,,,,,,campaignindia
NPC,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Continental,,,['Tyre'],[],[],,,[],,,,,,,,,,,,campaignindia
Fila,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Pura,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Japan Post (JP),,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Swarovski,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Shen Tong,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Axis Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Khao Shong,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Absolut,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Big C,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Metro,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Topman/Topshop,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Pears,,,['Personal Care'],[],[],,,[],,,,,,,,,,,,campaignindia
Wantwant,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Dongsuh,,,['Tea/Cereal'],[],[],,,[],,,,,,,,,,,,campaignindia
Zhonghua,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Lexmark,,,['Printer'],[],[],,,[],,,,,,,,,,,,campaignindia
Peel Fresh,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Arrow,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Luk Fook,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Boomer,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Ballantine’s,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
TCL,,,['TV'],[],[],,,[],,,,,,,,,,,,campaignindia
British Airways,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Porsche,,,['Automobile/Car'],[],[],,,[],,,,,,,,,,,,campaignindia
Muang Thai Insurance,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Sapporo,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Bonia,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Life,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Ice Mountain,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Zanussi,,,['White Goods'],[],[],,,[],,,,,,,,,,,,campaignindia
Belle,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Fernleaf,,,['Milk Powder'],[],[],,,[],,,,,,,,,,,,campaignindia
Wei Lih,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
DTDC,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
17 Tea,,,['Ready-to-drink Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Grand Hyatt,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Miwon,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Elastine,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Chang Beer,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Leo,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Giordano,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Kent,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Kenwood,,,['Home Audio'],[],[],,,[],,,,,,,,,,,,campaignindia
Mango (MNG),,,['Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Yanjing,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Dolce & Gabbana,,,['Fragrance/Luxury Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Royal Host,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Superbubble,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Liby,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Maruchan,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
AXE,,,['Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Nestum,,,['Baby Food (excluding milk powder)'],[],[],,,[],,,,,,,,,,,,campaignindia
Oriental,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Martell,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Elcanto,,,['Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Pxmart,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Kinley,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Cow Soap,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Protex,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Ryoe,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Taishin International Bank,,,['Credit Card/Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Lee Hwa,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
RT Mart,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Bulla,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Renault Samsung Motors,,,['Automobile/Car'],[],[],,,[],,,,,,,,,,,,campaignindia
Parle,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Morewater,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Minere,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Inter-Continental,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Shanghaojia,,,['Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Chungjungwon,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Boots,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Versace,,,['Luxury Fashion Retailer/Fragrance'],[],[],,,[],,,,,,,,,,,,campaignindia
Yuan Tong Express,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Dusit,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Camel,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Taywin,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Danggimeori,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
TVS,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Hubba Bubba,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Super Coffee Mix,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
77,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
I-MEI,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Rado,,,['Watch'],[],[],,,[],,,,,,,,,,,,campaignindia
Bubble Yum,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Knorr,,,['Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Pirelli,,,['Tyre'],[],[],,,[],,,,,,,,,,,,campaignindia
King’s Creameries,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Asics,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Hyundai Logiem,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
Indian Airlines,,,['Full-service Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Guinness,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Sanitarium,,,['Cereal'],[],[],,,[],,,,,,,,,,,,campaignindia
Tung Lok,,,['Restaurant'],[],[],,,[],,,,,,,,,,,,campaignindia
Rin,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Priceline,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Unity Pharmacy,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Café Bene,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Norton,,,['Computer Software'],[],[],,,[],,,,,,,,,,,,campaignindia
Victor,,,['Home Audio'],[],[],,,[],,,,,,,,,,,,campaignindia
SE 555,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Ochaen,,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Friendster,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Sizzler,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Megumilk,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Salz,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Diners Club,,,['Credit card'],[],[],,,[],,,,,,,,,,,,campaignindia
Wanjashan,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
ITC,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Pasteur,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Fountain,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
RAC,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Linux,,,['Computer Software'],[],[],,,[],,,,,,,,,,,,campaignindia
Friskies,,,['Pet Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Cosmo Oil,,,['Petrol/Gas Station'],[],[],,,[],,,,,,,,,,,,campaignindia
Cold Stone,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Fujiya,,,['Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Trident,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
BC Card,,,['Credit Card'],[],[],,,[],,,,,,,,,,,,campaignindia
Sumitomo Life,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Benson & Hedges,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Smith’s,,,['Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Oberoi,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Hi5,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
KLIM,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Target,,,['Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Gillette,,,['Male Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Amcal,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Konka,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Soda,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
IFB,,,['Home & Kitchen Appliances'],[],[],,,[],,,,,,,,,,,,campaignindia
Poh Heng,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Barista (Taiwan),,,['Coffee/Coffee shop'],[],[],,,[],,,,,,,,,,,,campaignindia
General,,,['Air Conditioner'],[],[],,,[],,,,,,,,,,,,campaignindia
Kimball,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Mandarin Oriental,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Mirinda,,,['Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Aflac,,,['Insurance Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Simpson,,,['Washing Machine'],[],[],,,[],,,,,,,,,,,,campaignindia
Winfield,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Pierre Cardin,,,['Men’s Shoes/Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Taj Mahal (Tea),,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
Trappist,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Gold Flake,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Agricultural Bank of China,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
ito Yokado,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Novotel,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
China Mobile (HK),,,['Mobile Service Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
KoKo Krunch (Nestlé),,,['Cereal'],[],[],,,[],,,,,,,,,,,,campaignindia
NRMA,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
Fantastic,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Hainan Airlines,,,['Airlines (Budget/Full service)'],[],[],,,[],,,,,,,,,,,,campaignindia
Healthy Boy,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Aavin,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Coffee Club,,,['Coffee Shop'],[],[],,,[],,,,,,,,,,,,campaignindia
Aoki,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Jimmy Choo,,,['Fashion'],[],[],,,[],,,,,,,,,,,,campaignindia
Long Life,,,['Cigarette'],[],[],,,[],,,,,,,,,,,,campaignindia
Natural Confectionery Co.,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
S&P,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Haywards,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Voltas,,,['Air Conditioner'],[],[],,,[],,,,,,,,,,,,campaignindia
Sheng Shiong,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Trigem,,,['Computer'],[],[],,,[],,,,,,,,,,,,campaignindia
Blue Moon,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Aldi,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Remy Martin,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Cathay United Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Arnott’s,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Prouds,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Uncle Toby,,,['Cereal'],[],[],,,[],,,,,,,,,,,,campaignindia
Capico,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Imperial Hotel,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Allianz,,,['Insurance Provider'],[],[],,,[],,,,,,,,,,,,campaignindia
Scholl,,,['Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Pro Sweat,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Mitsuya Cider,,,['Carbonated Soft Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Zhenkungfu,,,['Restaurant'],[],[],,,[],,,,,,,,,,,,campaignindia
Raymonds,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Mr Muscle,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
BenQ,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Denon,,,['Home Audio'],[],[],,,[],,,,,,,,,,,,campaignindia
Mister Potato,,,['Savoury Snack Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Saravana Bhavan,,,['Restaurant'],[],[],,,[],,,,,,,,,,,,campaignindia
New Balance,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Ali Café,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Jin Air,,,['Budget Airlines'],[],[],,,[],,,,,,,,,,,,campaignindia
Aekyung,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Esprit,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Choice,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Chemist Warehouse,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
KTC,,,['Credit Card'],[],[],,,[],,,,,,,,,,,,campaignindia
Charles & Keith,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Jukyum,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Crown,,,['Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Nine West,,,['Women’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Happy Bath,,,['Shower Gel/Soap'],[],[],,,[],,,,,,,,,,,,campaignindia
Cornetto,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Sisley,,,['Cosmetics/Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Sanyuan,,,['Milk'],[],[],,,[],,,,,,,,,,,,campaignindia
Grand Formosa Regent,,,['Hotel'],[],[],,,[],,,,,,,,,,,,campaignindia
Hyosung,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Rivers,,,['Men’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Kolon,,,['Sporting Apparel'],[],[],,,[],,,,,,,,,,,,campaignindia
Clorets,,,['Chewing/Bubble Gum/Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Twinings,,,['Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
OB,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
GUM,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Nate,,,['Social Networking Site/Internet Search Engine'],[],[],,,[],,,,,,,,,,,,campaignindia
Sina,,,['Social Networking Site'],[],[],,,[],,,,,,,,,,,,campaignindia
Daiichi Life,,,['Insurance'],[],[],,,[],,,,,,,,,,,,campaignindia
566,,,['Shampoo'],[],[],,,[],,,,,,,,,,,,campaignindia
Aigo,,,['Digital Products'],[],[],,,[],,,,,,,,,,,,campaignindia
UHA Mikakuto,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Ajinomoto,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Tully’s,,,['Coffee'],[],[],,,[],,,,,,,,,,,,campaignindia
Chi Mei,,,['TV'],[],[],,,[],,,,,,,,,,,,campaignindia
Tooheys,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Daelim,,,['Motorcycle'],[],[],,,[],,,,,,,,,,,,campaignindia
Imperial,,,['Personal care'],[],[],,,[],,,,,,,,,,,,campaignindia
Hera,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Toll,,,['Courier Company'],[],[],,,[],,,,,,,,,,,,campaignindia
GS,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
Himalaya,,,['Mineral Water'],[],[],,,[],,,,,,,,,,,,campaignindia
Fancl,,,['Female Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Proton,,,['Automobile/Car'],[],[],,,[],,,,,,,,,,,,campaignindia
Safi,,,['Personal care'],[],[],,,[],,,,,,,,,,,,campaignindia
Wei-Wei,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Jack Daniel,,,['Spirits'],[],[],,,[],,,,,,,,,,,,campaignindia
Terry White,,,['Pharmacy/Drugstore'],[],[],,,[],,,,,,,,,,,,campaignindia
Gerber,,,['Baby Food (excluding milk powder)'],[],[],,,[],,,,,,,,,,,,campaignindia
Uniqlo,,,['Men’s and Women’s Fashion Retailer'],[],[],,,[],,,,,,,,,,,,campaignindia
Swipe,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Bingrae,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Mie Sedap,,,['Instant Noodles'],[],[],,,[],,,,,,,,,,,,campaignindia
Victoria Bitter (VB),,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Koikeya,,,['Savoury snack food'],[],[],,,[],,,,,,,,,,,,campaignindia
Wakodo,,,['Baby Food (excluding milk powder)'],[],[],,,[],,,,,,,,,,,,campaignindia
Michael Hill,,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Florsheim,,,['Men’s Shoes'],[],[],,,[],,,,,,,,,,,,campaignindia
Mövenpick,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Da Da,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
Fresh Delight,,,['Dairy Products'],[],[],,,[],,,,,,,,,,,,campaignindia
Dentiste,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
Duroyal,,,['Ice-cream'],[],[],,,[],,,,,,,,,,,,campaignindia
Center Fresh,,,['Chewing/Bubble Gum'],[],[],,,[],,,,,,,,,,,,campaignindia
M-Sport,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Dabur,,,['Toothpaste'],[],[],,,[],,,,,,,,,,,,campaignindia
SPD Bank,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
City Super,,,['Supermarket'],[],[],,,[],,,,,,,,,,,,campaignindia
PAL,,,['Pet Food'],[],[],,,[],,,,,,,,,,,,campaignindia
Royce’/Royce,,,['Chocolate'],[],[],,,[],,,,,,,,,,,,campaignindia
Morning Fresh,,,['Detergent'],[],[],,,[],,,,,,,,,,,,campaignindia
Soo Kee (SKJ),,,['Jewellery'],[],[],,,[],,,,,,,,,,,,campaignindia
Suncorp,,,['Financial Service'],[],[],,,[],,,,,,,,,,,,campaignindia
Ottogi,,,['Sauce/Condiment'],[],[],,,[],,,,,,,,,,,,campaignindia
Carlton,,,['Beer'],[],[],,,[],,,,,,,,,,,,campaignindia
Fuji (Restaurant chain),,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Revive isotonic,,,['Sports Drink'],[],[],,,[],,,,,,,,,,,,campaignindia
Frooti,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
Heaven & Earth,,,['Ready-to-drink Tea'],[],[],,,[],,,,,,,,,,,,campaignindia
CBA,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Fair And Handsome,,,['Male Skincare Product'],[],[],,,[],,,,,,,,,,,,campaignindia
Saizeriya,,,['Restaurant Chain'],[],[],,,[],,,,,,,,,,,,campaignindia
Guangdong Development,,,['Bank'],[],[],,,[],,,,,,,,,,,,campaignindia
Ricoh,,,['Digital Products'],[],[],,,[],,,,,,,,,,,,campaignindia
Miele,,,['Consumer Electronics'],[],[],,,[],,,,,,,,,,,,campaignindia
Heart Beat,,,['Sweets and Candy'],[],[],,,[],,,,,,,,,,,,campaignindia
Mei Ri C,,,['Fruit Juice'],[],[],,,[],,,,,,,,,,,,campaignindia
