company_name,industry,headquarters_address,headquarters_city,headquarters_country,year_founded,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,representative_name,total_raised,company_description,company_stage,share_price,legal_form,_source_table
Tuborg Brewery,Consumer goods,,,,1873,,,,,,,,,,,,"Brewery, part of Carlsberg Group",,,,MalPatSaj-wikipedia-org
United Shipping & Trading Company,Industrials,,,,1876,,,,,,,,,,,,Shipping,,,,MalPatSaj-wikipedia-org
VELUX,Industrials,,,,1941,,,,,,,,,,,,Windows,,,,MalPatSaj-wikipedia-org
Vestas,Industrials,,,,1945,,,,,,,,,,,,Wind turbines,,,,MalPatSaj-wikipedia-org
Welltec,Oil & gas,,,,1994,,,,,,,,,,,,Oil and gas wells,,,,MalPatSaj-wikipedia-org
Widex,Health care,,,,1956,,,,,,,,,,,,Hearing aids,,,,MalPatSaj-wikipedia-org
William Demant,Health care,,,,1904,,,,,,,,,,,,Health care,,,,MalPatSaj-wikipedia-org
Zentropa,Consumer services,,,,1992,,,,,,,,,,,,Film studio,,,,MalPatSaj-wikipedia-org
A. Le Coq,Consumer goods,,,,1807,,,,,,,,,,,,Brewery,,,,MalPatSaj-wikipedia-org
Airest,Consumer services,,,,2002,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
Alexela,Oil & gas,,,,1990,,,,,,,,,,,,Oil & gas,,,,MalPatSaj-wikipedia-org
Aqris,Technology,,,,1999,,,,,,,,,,,,Software development,,,,MalPatSaj-wikipedia-org
AS Starman,Telecommunications,,,,1992,,,,,,,,,,,,"Cable, ISP",,,,MalPatSaj-wikipedia-org
Avies,Consumer services,,,,1991,,,,,,,,,,,,"Airline, defunct 2016",,,,MalPatSaj-wikipedia-org
Baltika Group,Consumer services,,,,1928,,,,,,,,,,,,Apparel,,,,MalPatSaj-wikipedia-org
BLRT Grupp,Industrials,,,,1912,,,,,,,,,,,,Shipbuilding,,,,MalPatSaj-wikipedia-org
Bolt,Technology,,,,2013,,,,,,,,,,,,"Ride-hailing, food delivery, micromobility",,,,MalPatSaj-wikipedia-org
Copterline,Consumer services,,,,2010,,,,,,,,,,,,"Helicopter airline, defunct 2016",,,,MalPatSaj-wikipedia-org
Eesti Energia,Utilities,,,,1939,,,,,,,,,,,,Energy company,,,,MalPatSaj-wikipedia-org
Eesti Gaas,Utilities,,,,1990,,,,,,,,,,,,Natural gas company,,,,MalPatSaj-wikipedia-org
Eesti Raudtee,Industrials,,,,1992,,,,,,,,,,,,National railway company,,,,MalPatSaj-wikipedia-org
Elering,Utilities,,,,1998,,,,,,,,,,,,Electrical distribution,,,,MalPatSaj-wikipedia-org
Elron,Consumer services,,,,1998,,,,,,,,,,,,Passenger rail operator,,,,MalPatSaj-wikipedia-org
Enefit Kaevandused,Basic materials,,,,1945,,,,,,,,,,,,Mining,,,,MalPatSaj-wikipedia-org
Enefit Solutions,Industrials,,,,1959,,,,,,,,,,,,Engineering support,,,,MalPatSaj-wikipedia-org
Enimex,Consumer services,,,,1994,,,,,,,,,,,,"Airline, defunct 2008",,,,MalPatSaj-wikipedia-org
EstDomains,Technology,,,,?,,,,,,,,,,,,"Domain provider, defunct 2008",,,,MalPatSaj-wikipedia-org
Estonia Piano Factory,Consumer goods,,,,1950,,,,,,,,,,,,Pianos,,,,MalPatSaj-wikipedia-org
Estonian Record Productions,Consumer services,,,,2001,,,,,,,,,,,,Recording studio,,,,MalPatSaj-wikipedia-org
Fortumo,Financials,,,,2007,,,,,,,,,,,,Payments,,,,MalPatSaj-wikipedia-org
GoRail,Consumer services,,,,1998[10],,,,,,,,,,,,Passenger rail operator,,,,MalPatSaj-wikipedia-org
Kalev,Consumer goods,,,,1806,,,,,,,,,,,,Confectionery producer,,,,MalPatSaj-wikipedia-org
Liviko,Consumer goods,,,,1898,,,,,,,,,,,,Distillery,,,,MalPatSaj-wikipedia-org
Moonwalk Records,Consumer services,,,,2005,,,,,,,,,,,,Recording studio,,,,MalPatSaj-wikipedia-org
Narva Oil Plant,Oil & gas,,,,1980,,,,,,,,,,,,Shale oil producer,,,,MalPatSaj-wikipedia-org
Nortal,Technology,,,,2000,,,,,,,,,,,,Software development,,,,MalPatSaj-wikipedia-org
Olerex,Consumer services,,,,1994,,,,,,,,,,,,Gas station chain,,,,MalPatSaj-wikipedia-org
Omniva,Logistics,,,,1638,,,,,,,,,,,,Postal service,,,,MalPatSaj-wikipedia-org
Publishing House ERSEN,Consumer services,,,,?,,,,,,,,,,,,Book publisher,,,,MalPatSaj-wikipedia-org
Quattromed,Health care,,,,1999,,,,,,,,,,,,Medical diagnostics,,,,MalPatSaj-wikipedia-org
Rakvere Lihakombinaat,Consumer goods,,,,1890,,,,,,,,,,,,Meat,,,,MalPatSaj-wikipedia-org
Saaremaa Shipping Company,Industrials,,,,1992,,,,,,,,,,,,Ferry traffic,,,,MalPatSaj-wikipedia-org
Saku Brewery,Consumer goods,,,,1820,,,,,,,,,,,,Brewery,,,,MalPatSaj-wikipedia-org
SEB Pank,Financials,,,,2008,,,,,,,,,,,,Bank,,,,MalPatSaj-wikipedia-org
Selver,Consumer services,,,,1995,,,,,,,,,,,,Supermarkets,,,,MalPatSaj-wikipedia-org
Sky Media Group,Consumer services,,,,1995,,,,,,,,,,,,Broadcaster,,,,MalPatSaj-wikipedia-org
SmartPost,Industrials,,,,2006,,,,,,,,,,,,Logistics,,,,MalPatSaj-wikipedia-org
STV,Consumer services,,,,1991,,,,,,,,,,,,"Cable network, TV channel, ISP, security service",,,,MalPatSaj-wikipedia-org
Tallink,Industrials,,,,1989,,,,,,,,,,,,Ferry traffic,,,,MalPatSaj-wikipedia-org
Tallinna Linnatranspordi AS,Consumer services,,,,1991,,,,,,,,,,,,Public transport operator in Tallinn,,,,MalPatSaj-wikipedia-org
Tänapäev,Consumer services,,,,1999,,,,,,,,,,,,Publisher,,,,MalPatSaj-wikipedia-org
Tartu Mill,Consumer goods,,,,2000,,,,,,,,,,,,Grain,,,,MalPatSaj-wikipedia-org
Telia Eesti,Telecommunications,,,,1993,,,,,,,,,,,,Telecommunications services,,,,MalPatSaj-wikipedia-org
Tondi Elektroonika,Industrials,,,,1959,,,,,,,,,,,,Electronic components,,,,MalPatSaj-wikipedia-org
TopTen,Consumer services,,,,?,,,,,,,,,,,,Recording studio,,,,MalPatSaj-wikipedia-org
Ülemiste Keskus,Consumer services,,,,?,,,,,,,,,,,,Shopping center,,,,MalPatSaj-wikipedia-org
Varrak,Consumer services,,,,1991,,,,,,,,,,,,Book publisher,,,,MalPatSaj-wikipedia-org
Viru Keemia Grupp,Oil & gas,,,,1924,,,,,,,,,,,,Shale extractor,,,,MalPatSaj-wikipedia-org
VKG Elektrivõrgud,Utilities,,,,1993,,,,,,,,,,,,Electrical distribution,,,,MalPatSaj-wikipedia-org
ZeroTurnaround,Technology,,,,2007,,,,,,,,,,,,Software development,,,,MalPatSaj-wikipedia-org
Ahlstrom,Basic materials,,,,1851,,,,,,,,,,,,Fiber materials,,,,MalPatSaj-wikipedia-org
Aktia Bank,Financials,,,,1991,,,,,,,,,,,,Finance,,,,MalPatSaj-wikipedia-org
Alko,Consumer services,,,,1932,,,,,,,,,,,,State alcoholic beverage retailer,,,,MalPatSaj-wikipedia-org
Alma Media,Consumer services,,,,1849,,,,,,,,,,,,Digital media,,,,MalPatSaj-wikipedia-org
Altia,Consumer goods,,,,1999,,,,,,,,,,,,Alcoholic beverages,,,,MalPatSaj-wikipedia-org
Amer Sports,Consumer goods,,,,1950,,,,,,,,,,,,Sporting equipment,,,,MalPatSaj-wikipedia-org
Bank of Åland,Financials,,,,1919,,,,,,,,,,,,Finance,,,,MalPatSaj-wikipedia-org
Basware,Technology,,,,1985,,,,,,,,,,,,Computer software,,,,MalPatSaj-wikipedia-org
Bittium,Consumer goods,,,,1985,,,,,,,,,,,,Electronics,,,,MalPatSaj-wikipedia-org
Cargotec,Industrials,,,,2005,,,,,,,,,,,,Cargo-handling machinery,,,,MalPatSaj-wikipedia-org
Codenomicon,Technology,,,,2001,,,,,,,,,,,,Computer security testing,,,,MalPatSaj-wikipedia-org
DNA Oyj,Telecommunications,,,,2000,,,,,,,,,,,,Telecommunications services,,,,MalPatSaj-wikipedia-org
Eckerö Line,Industrials,,,,1995,,,,,,,,,,,,Shipping,,,,MalPatSaj-wikipedia-org
EKS,Consumer goods,,,,1955,,,,,,,,,,,,Disc jockey hardware,,,,MalPatSaj-wikipedia-org
Elisa,Telecommunications,,,,1882,,,,,,,,,,,,Telecommunications services,,,,MalPatSaj-wikipedia-org
Fazer,Consumer services,,,,1891,,,,,,,,,,,,Food and restaurants,,,,MalPatSaj-wikipedia-org
Fingrid,Utilities,,,,1996,,,,,,,,,,,,Electricity transmission,,,,MalPatSaj-wikipedia-org
Finnair,Consumer services,,,,1923,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
Finnlines,Industrials,,,,1947,,,,,,,,,,,,Shipping,,,,MalPatSaj-wikipedia-org
Fiskars,Consumer goods,,,,1649,,,,,,,,,,,,"Kitchen, garden, and outdoors equipment",,,,MalPatSaj-wikipedia-org
Fortum,Utilities,,,,1998,,,,,,,,,,,,Energy,,,,MalPatSaj-wikipedia-org
F-Secure,Technology,,,,1988,,,,,,,,,,,,Computer software,,,,MalPatSaj-wikipedia-org
Hartwall,Consumer goods,,,,1836,,,,,,,,,,,,Beverages,,,,MalPatSaj-wikipedia-org
Hesburger,Consumer services,,,,1966,,,,,,,,,,,,Fast food restaurants,,,,MalPatSaj-wikipedia-org
HKScan,Consumer goods,,,,1913,,,,,,,,,,,,Food,,,,MalPatSaj-wikipedia-org
Holvi,Financials,,,,2011,,,,,,,,,,,,Online business banking,,,,MalPatSaj-wikipedia-org
Huhtamäki,Industrials,,,,1920,,,,,,,,,,,,Food packaging,,,,MalPatSaj-wikipedia-org
Kemira,Basic materials,,,,1920,,,,,,,,,,,,Chemicals,,,,MalPatSaj-wikipedia-org
Kemppi,Industrials,,,,1949,,,,,,,,,,,,Welding,,,,MalPatSaj-wikipedia-org
Kesko,Consumer services,,,,1940,,,,,,,,,,,,Retailing,,,,MalPatSaj-wikipedia-org
Kone,Industrials,,,,1910,,,,,,,,,,,,Elevators and escalators,,,,MalPatSaj-wikipedia-org
Konecranes,Industrials,,,,1994,,,,,,,,,,,,Lifting equipment,,,,MalPatSaj-wikipedia-org
Kotipizza,Consumer services,,,,1987,,,,,,,,,,,,Restaurants,,,,MalPatSaj-wikipedia-org
Lemminkäinen Group,Industrials,,,,1910,,,,,,,,,,,,Construction,,,,MalPatSaj-wikipedia-org
Marimekko,Consumer goods,,,,1951,,,,,,,,,,,,Fashion design,,,,MalPatSaj-wikipedia-org
Metsä Group,Basic materials,,,,1947,,,,,,,,,,,,"Paper, pulp, timber",,,,MalPatSaj-wikipedia-org
Metso,Industrials,,,,1999,,,,,,,,,,,,Equipment and services for process industries,,,,MalPatSaj-wikipedia-org
Neste,Oil & gas,,,,1948,,,,,,,,,,,,"Petroleum, biofuels",,,,MalPatSaj-wikipedia-org
Nokia,Industrials,,,,1865,,,,,,,,,,,,Telecommunications infrastructure and equipment,,,,MalPatSaj-wikipedia-org
Nokia Networks,Technology,,,,2007,,,,,,,,,,,,Part of Nokia,,,,MalPatSaj-wikipedia-org
Nokian Jalkineet,Consumer goods,,,,1898,,,,,,,,,,,,Boots,,,,MalPatSaj-wikipedia-org
Nokian Tyres,Consumer goods,,,,1932,,,,,,,,,,,,Tyres,,,,MalPatSaj-wikipedia-org
Olvi,Consumer goods,,,,1878,,,,,,,,,,,,Beverages,,,,MalPatSaj-wikipedia-org
OP Financial Group,Financials,,,,1891,,,,,,,,,,,,Finance and insurance,,,,MalPatSaj-wikipedia-org
Orion Corporation,Health care,,,,1917,,,,,,,,,,,,Pharmaceuticals,,,,MalPatSaj-wikipedia-org
Outokumpu,Basic materials,,,,1932,,,,,,,,,,,,Steel,,,,MalPatSaj-wikipedia-org
Outotec,Industrials,,,,2006,,,,,,,,,,,,Mineral and metals processing technology,,,,MalPatSaj-wikipedia-org
Patria,Industrials,,,,1997,,,,,,,,,,,,Military technology,,,,MalPatSaj-wikipedia-org
Planmeca,Health care,,,,1971,,,,,,,,,,,,Dental and medical technology,,,,MalPatSaj-wikipedia-org
Pohjolan Voima,Utilities,,,,1943,,,,,,,,,,,,Energy,,,,MalPatSaj-wikipedia-org
Polar Electro,Consumer goods,,,,1977,,,,,,,,,,,,Fitness equipment,,,,MalPatSaj-wikipedia-org
Ponsse Corporation,Industrials,,,,1970,,,,,,,,,,,,Forestry vehicles,,,,MalPatSaj-wikipedia-org
Posiva,Industrials,,,,1995,,,,,,,,,,,,Nuclear waste management,,,,MalPatSaj-wikipedia-org
Posti Group,Logistics,,,,1638,,,,,,,,,,,,Postal service,,,,MalPatSaj-wikipedia-org
Pöyry,Industrials,,,,1958,,,,,,,,,,,,Consulting and engineering,,,,MalPatSaj-wikipedia-org
Process Vision,Technology,,,,1993,,,,,,,,,,,,IT for energy companies,,,,MalPatSaj-wikipedia-org
Raisio Group,Consumer goods,,,,1939,,,,,,,,,,,,Food,,,,MalPatSaj-wikipedia-org
Rautaruukki,Industrials,,,,1960,,,,,,,,,,,,Steel products,,,,MalPatSaj-wikipedia-org
Rovio Entertainment,Technology,,,,2003,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
S Group,Consumer services,,,,1904,,,,,,,,,,,,"Retailing, hotels",,,,MalPatSaj-wikipedia-org
Sampo Group,Financials,,,,1909,,,,,,,,,,,,Insurance,,,,MalPatSaj-wikipedia-org
Sanoma,Consumer services,,,,1999,,,,,,,,,,,,Books and magazines,,,,MalPatSaj-wikipedia-org
Silja Line,Industrials,,,,1957,,,,,,,,,,,,"Shipping, part of Tallink (Estonia)",,,,MalPatSaj-wikipedia-org
Sisu Auto,Industrials,,,,1931,,,,,,,,,,,,Heavy Duty Trucks & Military Vehicles,,,,MalPatSaj-wikipedia-org
Solidium,Financials,,,,2008,,,,,,,,,,,,Investments,,,,MalPatSaj-wikipedia-org
SSH Communications Security,Technology,,,,1995,,,,,,,,,,,,Computer software,,,,MalPatSaj-wikipedia-org
St1,Oil & gas,,,,1995,,,,,,,,,,,,Petroleum,,,,MalPatSaj-wikipedia-org
Stenfors,Industrials,,,,1969,,,,,,,,,,,,Construction,,,,MalPatSaj-wikipedia-org
Stockmann,Consumer services,,,,1862,,,,,,,,,,,,Retailing,,,,MalPatSaj-wikipedia-org
Stonesoft Corporation,Technology,,,,1990,,,,,,,,,,,,"Network security, defunct, now part of Forcepoint (USA)",,,,MalPatSaj-wikipedia-org
Stora Enso,Basic materials,,,,1998,,,,,,,,,,,,"Paper, pulp, timber",,,,MalPatSaj-wikipedia-org
Suominen Corporation,Consumer goods,,,,1898,,,,,,,,,,,,Convenience and care nonwovens,,,,MalPatSaj-wikipedia-org
Supercell,Technology,,,,2010,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
Suunto,Consumer goods,,,,1936,,,,,,,,,,,,"Technical sports equipment, part of Amer Sports",,,,MalPatSaj-wikipedia-org
Talvivaara Mining Company,Basic materials,,,,2004,,,,,,,,,,,,Nickel mining,,,,MalPatSaj-wikipedia-org
Tieto,Technology,,,,1968,,,,,,,,,,,,Information technology,,,,MalPatSaj-wikipedia-org
Tikkurila,Basic materials,,,,1862,,,,,,,,,,,,Paints,,,,MalPatSaj-wikipedia-org
UPM-Kymmene,Basic materials,,,,1996,,,,,,,,,,,,"Paper, pulp, timber, biofuels",,,,MalPatSaj-wikipedia-org
Vacon,Industrials,,,,1993,,,,,,,,,,,,Variable-speed AC drives,,,,MalPatSaj-wikipedia-org
Vaisala,Technology,,,,1936,,,,,,,,,,,,Environmental measuring technology,,,,MalPatSaj-wikipedia-org
Valio,Consumer goods,,,,1905,,,,,,,,,,,,Food,,,,MalPatSaj-wikipedia-org
Valmet Automotive,Consumer goods,,,,1968,,,,,,,,,,,,Car assembly,,,,MalPatSaj-wikipedia-org
Valmet,Industrials,,,,2013,,,,,,,,,,,,Industrial equipment,,,,MalPatSaj-wikipedia-org
Valtra,Industrials,,,,1951,,,,,,,,,,,,Tractors,,,,MalPatSaj-wikipedia-org
Verkkokauppa.com,Consumer services,,,,1992,,,,,,,,,,,,Storefront and online retail,,,,MalPatSaj-wikipedia-org
Viking Line,Industrials,,,,1963,,,,,,,,,,,,Shipping,,,,MalPatSaj-wikipedia-org
VR,Industrials,,,,1862,,,,,,,,,,,,Rail transport,,,,MalPatSaj-wikipedia-org
Wärtsilä,Industrials,,,,1834,,,,,,,,,,,,Power plants and marine propulsion systems,,,,MalPatSaj-wikipedia-org
Woikoski,Basic materials,,,,1882,,,,,,,,,,,,Helium,,,,MalPatSaj-wikipedia-org
YIT,Industrials,,,,1912,,,,,,,,,,,,Construction,,,,MalPatSaj-wikipedia-org
Accor,Consumer services,,,,1967,,,,,,,,,,,,Hotels,,,,MalPatSaj-wikipedia-org
Aéropostale,Consumer services,,,,1918,,,,,,,,,,,,"Aviation, defunct 1933",,,,MalPatSaj-wikipedia-org
Aérospatiale-Matra,Industrials,,,,1999,,,,,,,,,,,,"Military contractor, defunct 2000",,,,MalPatSaj-wikipedia-org
Air France,Consumer services,,,,1933,,,,,,,,,,,,Part of Air France–KLM,,,,MalPatSaj-wikipedia-org
Air France–KLM,Consumer services,,,,2004,,,,,,,,,,,,Aviation,,,,MalPatSaj-wikipedia-org
Airbus,Industrials,,,,1970,,,,,,,,,,,,Aeronautical products,,,,MalPatSaj-wikipedia-org
Air Liquide,Industrial,,,,1902,,,,,,,,,,,,Industrial gas,,,,MalPatSaj-wikipedia-org
Alcatel-Lucent,Technology,,,,2006,,,,,,,,,,,,"Defunct 2016, now part of Nokia (Finland)",,,,MalPatSaj-wikipedia-org
Ales Groupe,Consumer goods,,,,1969,,,,,,,,,,,,Cosmetics,,,,MalPatSaj-wikipedia-org
Alstom,Industrials,,,,1928,,,,,,,,,,,,Railway transport,,,,MalPatSaj-wikipedia-org
Altran,Industrials,,,,1982,,,,,,,,,,,,"Engineering consulting, part of Capgemini",,,,MalPatSaj-wikipedia-org
Amaury Sport Organisation,Consumer services,,,,1992[8],,,,,,,,,,,,"Sports events, part of Éditions Philippe Amaury",,,,MalPatSaj-wikipedia-org
ArianeGroup,Industrials,,,,2015,,,,,,,,,,,,"Aerospace, defense and security",,,,MalPatSaj-wikipedia-org
Arianespace,Industrials,,,,1980,,,,,,,,,,,,"Commercial launch provider, part of ArianeGroup",,,,MalPatSaj-wikipedia-org
Arkane Studios,Technology,,,,1999,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
Arte,Consumer services,,,,1991,,,,,,,,,,,,French - German television,,,,MalPatSaj-wikipedia-org
Astrium,Industrials,,,,2006,,,,,,,,,,,,"Aerospace manufacturer, defunct 2013",,,,MalPatSaj-wikipedia-org
AT Internet,Technology,,,,1995,,,,,,,,,,,,Web analytics,,,,MalPatSaj-wikipedia-org
Atari SA,Technology,,,,1983,,,,,,,,,,,,"Video games, formerly known as Infogrames",,,,MalPatSaj-wikipedia-org
Atisreal,Financials,,,,2003,,,,,,,,,,,,"Property consultancy, defunct 2009",,,,MalPatSaj-wikipedia-org
Atos,Technology,,,,1988,,,,,,,,,,,,Software and IT consulting,,,,MalPatSaj-wikipedia-org
Auchan,Consumer services,,,,1961,,,,,,,,,,,,"Retail food, supermarkets",,,,MalPatSaj-wikipedia-org
Axa,Financials,,,,1817,,,,,,,,,,,,"Life, property insurance",,,,MalPatSaj-wikipedia-org
Babolat,Consumer goods,,,,1875,,,,,,,,,,,,Sports equipment,,,,MalPatSaj-wikipedia-org
Baccarat,Consumer goods,,,,1764,,,,,,,,,,,,"Glassware, fine crystal",,,,MalPatSaj-wikipedia-org
Banijay,Consumer services,,,,2008,,,,,,,,,,,,Film and TV production and distribution,,,,MalPatSaj-wikipedia-org
Banque de l'Indochine,Financials,,,,1875,,,,,,,,,,,,"Defunct 1974, now part of Crédit Agricole",,,,MalPatSaj-wikipedia-org
Bel Group,Consumer goods,,,,1865,,,,,,,,,,,,Cheese,,,,MalPatSaj-wikipedia-org
BNP Paribas,Financials,,,,1848,,,,,,,,,,,,Banking group,,,,MalPatSaj-wikipedia-org
Bolloré,Industrials,,,,1822,,,,,,,,,,,,Logistics,,,,MalPatSaj-wikipedia-org
Bonduelle,Consumer goods,,,,1853,,,,,,,,,,,,Food,,,,MalPatSaj-wikipedia-org
Bouygues Telecom,Telecommunications,,,,1994,,,,,,,,,,,,Part of Bouygues,,,,MalPatSaj-wikipedia-org
Bouygues,Conglomerates,,,,1952,,,,,,,,,,,,"Telecommunications, industrials, travel & leisure",,,,MalPatSaj-wikipedia-org
Brittany Ferries,Industrials,,,,1972,,,,,,,,,,,,Ferries,,,,MalPatSaj-wikipedia-org
Bugatti Automobiles,Consumer goods,,,,1998,,,,,,,,,,,,Part of Bugatti Rimac (Croatia),,,,MalPatSaj-wikipedia-org
Canal+,Consumer services,,,,1984,,,,,,,,,,,,"Television, part of Vivendi",,,,MalPatSaj-wikipedia-org
Capgemini,Industrials,,,,1967,,,,,,,,,,,,Technology consulting,,,,MalPatSaj-wikipedia-org
Carrefour,Consumer services,,,,1958,,,,,,,,,,,,Hypermarkets,,,,MalPatSaj-wikipedia-org
Cartier,Consumer goods,,,,1847,,,,,,,,,,,,"Jewelry, watches",,,,MalPatSaj-wikipedia-org
Celio,Consumer services,,,,1978,,,,,,,,,,,,Clothing retailer,,,,MalPatSaj-wikipedia-org
Chanel,Consumer goods,,,,1909,,,,,,,,,,,,Fashion,,,,MalPatSaj-wikipedia-org
Chantelle,Consumer goods,,,,1876,,,,,,,,,,,,"Lingerie, apparel",,,,MalPatSaj-wikipedia-org
Christian Dior SE,Consumer goods,,,,1946,,,,,,,,,,,,Luxury goods,,,,MalPatSaj-wikipedia-org
Citroën,Consumer goods,,,,1919,,,,,,,,,,,,Part of Stellantis (Netherlands),,,,MalPatSaj-wikipedia-org
CMA CGM,Industrials,,,,1978,,,,,,,,,,,,Shipping,,,,MalPatSaj-wikipedia-org
Com One group,Technology,,,,1987,,,,,,,,,,,,,,,,MalPatSaj-wikipedia-org
Crédit Agricole,Financials,,,,1894,,,,,,,,,,,,Banking network,,,,MalPatSaj-wikipedia-org
Crédit Commercial de France,Financials,,,,1894,,,,,,,,,,,,"Commercial bank, now HSBC France part of HSBC (UK)",,,,MalPatSaj-wikipedia-org
Crédit Mutuel,Financials,,,,1882,,,,,,,,,,,,Banking group,,,,MalPatSaj-wikipedia-org
Conforama,Consumer services,,,,1967,,,,,,,,,,,,Europe's second largest home furnishment company,,,,MalPatSaj-wikipedia-org
Crédit Foncier de France,Financials,,,,1852,,,,,,,,,,,,"Bank, part of Groupe BPCE",,,,MalPatSaj-wikipedia-org
Crédit Lyonnais,Financials,,,,1863,,,,,,,,,,,,"Defunct, now part of Crédit Agricole",,,,MalPatSaj-wikipedia-org
Criteo,Technology,,,,2005,,,,,,,,,,,,Online advertising,,,,MalPatSaj-wikipedia-org
Danone,Consumer goods,,,,1919,,,,,,,,,,,,Food and dairy,,,,MalPatSaj-wikipedia-org
Dassault Aviation,Industrials,,,,1929,,,,,,,,,,,,Aviation,,,,MalPatSaj-wikipedia-org
Dassault Systèmes,Technology,,,,1981,,,,,,,,,,,,Software,,,,MalPatSaj-wikipedia-org
Debacq & Cie,Consumer goods,,,,1812,,,,,,,,,,,,"Jewelry, watches",,,,MalPatSaj-wikipedia-org
Decathlon,Consumer goods,,,,1976,,,,,,,,,,,,Clothing and sportswear,,,,MalPatSaj-wikipedia-org
Dexia,Financials,,,,1996,,,,,,,,,,,,"Franco-Belgian, defunct",,,,MalPatSaj-wikipedia-org
Diptyque,Consumer goods,,,,1961,,,,,,,,,,,,Luxury goods,,,,MalPatSaj-wikipedia-org
Edenred,Industrials,,,,2010,,,,,,,,,,,,Food services and facilities,,,,MalPatSaj-wikipedia-org
Éditions Philippe Amaury,Consumer services,,,,1944,,,,,,,,,,,,"Newspaper, television",,,,MalPatSaj-wikipedia-org
Eisenberg Paris,Consumer goods,,,,2000,,,,,,,,,,,,Luxury goods,,,,MalPatSaj-wikipedia-org
Électricité de France (EDF),Utilities,,,,1946,,,,,,,,,,,,Power generation,,,,MalPatSaj-wikipedia-org
Elf Aquitaine,Oil & gas,,,,1967,,,,,,,,,,,,Merged into TotalEnergies in 2003.,,,,MalPatSaj-wikipedia-org
Engie,Utilities,,,,2008,,,,,,,,,,,,Merger of Gaz de France and Suez,,,,MalPatSaj-wikipedia-org
EssilorLuxottica,Health care,,,,1849,,,,,,,,,,,,"Optical equipment, part of EssilorLuxottica",,,,MalPatSaj-wikipedia-org
Eutelsat,Telecommunications,,,,1977,,,,,,,,,,,,Satellite provider,,,,MalPatSaj-wikipedia-org
Fnac,Consumer services,,,,1954,,,,,,,,,,,,Retail chain,,,,MalPatSaj-wikipedia-org
Framatome,Nuclear industries,,,,1958,,,,,,,,,,,,Nuclear reactors,,,,MalPatSaj-wikipedia-org
Free,Telecommunications,,,,1999,,,,,,,,,,,,"ISP, part of Iliad SA",,,,MalPatSaj-wikipedia-org
Galeries Lafayette,Consumer services,,,,1912,,,,,,,,,,,,Department store chain,,,,MalPatSaj-wikipedia-org
Gameloft,Technology,,,,2000,,,,,,,,,,,,"Video games, part of Vivendi",,,,MalPatSaj-wikipedia-org
Gandi,Technology,,,,1999,,,,,,,,,,,,Domain name registrar,,,,MalPatSaj-wikipedia-org
Gaumont,Consumer services,,,,1895,,,,,,,,,,,,Film studio,,,,MalPatSaj-wikipedia-org
Genset,Health care,,,,1989,,,,,,,,,,,,"Defunct 2002, now part of Merck Serono (Germany)",,,,MalPatSaj-wikipedia-org
Getlink,Industrials,,,,1986,,,,,,,,,,,,"Infrastructure, operates Channel Tunnel",,,,MalPatSaj-wikipedia-org
Groupe BPCE,Financials,,,,2009,,,,,,,,,,,,Bank,,,,MalPatSaj-wikipedia-org
Groupe Bull,Technology,,,,1931,,,,,,,,,,,,Part of Atos,,,,MalPatSaj-wikipedia-org
Groupe Casino,Consumer services,,,,1898,,,,,,,,,,,,Retailer,,,,MalPatSaj-wikipedia-org
Hachette,Consumer services,,,,1826,,,,,,,,,,,,"Publisher, part of Lagardère Group",,,,MalPatSaj-wikipedia-org
Hachette Filipacchi Médias,Consumer services,,,,1826,,,,,,,,,,,,"Magazine publisher, part of Lagardère Group",,,,MalPatSaj-wikipedia-org
Havas,Consumer services,,,,1968,,,,,,,,,,,,Advertising and PR,,,,MalPatSaj-wikipedia-org
Hermès,Consumer goods,,,,1837,,,,,,,,,,,,Luxury goods,,,,MalPatSaj-wikipedia-org
Hutchinson SA,Industrials,,,,1853,,,,,,,,,,,,Diversified manufacturing,,,,MalPatSaj-wikipedia-org
Iliad SA,Telecommunications,,,,1990,,,,,,,,,,,,Telecom,,,,MalPatSaj-wikipedia-org
JCDecaux,Industrials,,,,1964,,,,,,,,,,,,Display and advertising equipment,,,,MalPatSaj-wikipedia-org
Keolis,Consumer services,,,,2001,,,,,,,,,,,,Transport group,,,,MalPatSaj-wikipedia-org
Kering,Consumer goods,,,,1963,,,,,,,,,,,,Luxury goods (formly known as PPR),,,,MalPatSaj-wikipedia-org
La Poste,Industrials,,,,1991,,,,,,,,,,,,Postal services,,,,MalPatSaj-wikipedia-org
Laboratoires Pierre Fabre,Health care,,,,1951,,,,,,,,,,,,Pharma and cosmetics,,,,MalPatSaj-wikipedia-org
Lacoste,Consumer goods,,,,1933,,,,,,,,,,,,Clothing,,,,MalPatSaj-wikipedia-org
Lactalis,Consumer goods,,,,1933,,,,,,,,,,,,Dairy,,,,MalPatSaj-wikipedia-org
