company_name,industry,headquarters_address,headquarters_city,headquarters_country,year_founded,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,representative_name,total_raised,company_description,company_stage,share_price,legal_form,_source_table
Lavipharm,Health care,,,,1911,,,,,,,,,,,,Pharmaceuticals,,,,MalPatSaj-wikipedia-org
Levante Ferries,Industrials,,,,2014,,,,,,,,,,,,Ferry service,,,,MalPatSaj-wikipedia-org
Libra Group,Conglomerates,,,,2003,,,,,,,,,,,,Founded by George Logothetis,,,,MalPatSaj-wikipedia-org
Lobby Music,Consumer services,,,,2010,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
Loux,Consumer goods,,,,1950,,,,,,,,,,,,Soft drinks,,,,MalPatSaj-wikipedia-org
Majestic International Cruises,Industrials,,,,1980,,,,,,,,,,,,Cruise service,,,,MalPatSaj-wikipedia-org
Makedonia TV,Consumer services,,,,1991,,,,,,,,,,,,TV channel,,,,MalPatSaj-wikipedia-org
Malamatina,Consumer goods,,,,1895,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Marfin Investment Group,Conglomerates,,,,1998,,,,,,,,,,,,"Transportation, food & beverage, retail",,,,MalPatSaj-wikipedia-org
MarineTraffic,Technology,,,,2007,,,,,,,,,,,,Ship tracking intelligence,,,,MalPatSaj-wikipedia-org
Masoutis,Consumer services,,,,1976,,,,,,,,,,,,Supermarkets,,,,MalPatSaj-wikipedia-org
Melissa S.A.,Consumer goods,,,,1947,,,,,,,,,,,,"Sauce, canning",,,,MalPatSaj-wikipedia-org
Metaxa,Consumer goods,,,,1888,,,,,,,,,,,,Distillery,,,,MalPatSaj-wikipedia-org
Metka,Industrials,,,,1962,,,,,,,,,,,,Manufacturing and construction,,,,MalPatSaj-wikipedia-org
Metro S.A.,Consumer services,,,,1976,,,,,,,,,,,,Supermarkets,,,,MalPatSaj-wikipedia-org
Mevgal,Consumer goods,,,,1950,,,,,,,,,,,,Dairy products,,,,MalPatSaj-wikipedia-org
Mikel Coffee Company,Consumer services,,,,2008,,,,,,,,,,,,Coffee chain,,,,MalPatSaj-wikipedia-org
Minoan Lines,Industrials,,,,1972,,,,,,,,,,,,Ferry service,,,,MalPatSaj-wikipedia-org
Minos Wines,Consumer goods,,,,1932,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Misko,Consumer goods,,,,1927,,,,,,,,,,,,Pasta,,,,MalPatSaj-wikipedia-org
Mythos Brewery,Consumer goods,,,,1968,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Minos EMI,Consumer services,,,,1931,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
MLS Innovation S.A.,Technology,,,,1989,,,,,,,,,,,,Technology,,,,MalPatSaj-wikipedia-org
Moreas Motorway S.A.,Industrials,,,,2006,,,,,,,,,,,,Supervises and maintains motorway 1,,,,MalPatSaj-wikipedia-org
Motomarine,Industrials,,,,1962,,,,,,,,,,,,Shipbuilding,,,,MalPatSaj-wikipedia-org
Motor Oil Hellas,Oil & gas,,,,1970,,,,,,,,,,,,Founded by Vardis Vardinogiannis,,,,MalPatSaj-wikipedia-org
Mytilineos Holdings,Conglomerates,,,,1990,,,,,,,,,,,,Conglomerate,,,,MalPatSaj-wikipedia-org
Naftemporiki,Consumer services,,,,1924,,,,,,,,,,,,Newspaper broadsheet,,,,MalPatSaj-wikipedia-org
Namco,Consumer goods,,,,1972,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Natech,Technology,,,,1983,,,,,,,,,,,,Technology,,,,MalPatSaj-wikipedia-org
National Bank of Greece,Financials,,,,1841,,,,,,,,,,,,Bank,,,,MalPatSaj-wikipedia-org
Navios Maritime Holdings,Industrials,,,,1992,,,,,,,,,,,,"Shipping, logistics",,,,MalPatSaj-wikipedia-org
Neorion,Industrials,,,,1820,,,,,,,,,,,,Shipyards,,,,MalPatSaj-wikipedia-org
Mega Channel,Consumer services,,,,1989,,,,,,,,,,,,Broadcasting & entertainment,,,,MalPatSaj-wikipedia-org
Nipponia,Consumer goods,,,,1992,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
National Hellenic Research Foundation,Technology,,,,1958,,,,,,,,,,,,Research institute,,,,MalPatSaj-wikipedia-org
Nick Silver Pickups,Industrials,,,,-,,,,,,,,,,,,Guitar equipment,,,,MalPatSaj-wikipedia-org
Ocean Rig,Oil & gas,,,,1996,,,,,,,,,,,,Drilling,,,,MalPatSaj-wikipedia-org
Optima bank,Financials,,,,2000,,,,,,,,,,,,Bank,,,,MalPatSaj-wikipedia-org
Olympia Odos consortium,Industrials,,,,2008,,,,,,,,,,,,Supervises and maintains  motorway 8,,,,MalPatSaj-wikipedia-org
Olympic Air,Consumer services,,,,2009,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
Olympos,Consumer services,,,,1965,,,,,,,,,,,,Dairy products,,,,MalPatSaj-wikipedia-org
Olympus Airways,Consumer services,,,,2014,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
OPAP,Consumer services,,,,1958,,,,,,,,,,,,Lotteries,,,,MalPatSaj-wikipedia-org
Optima bank,Financials,,,,2014,,,,,,,,,,,,Bank,,,,MalPatSaj-wikipedia-org
Orient Bikes,Consumer goods,,,,1987,,,,,,,,,,,,Bicycles,,,,MalPatSaj-wikipedia-org
OTE,Telecommunications,,,,1949,,,,,,,,,,,,Telecom,,,,MalPatSaj-wikipedia-org
OTEGlobe,Telecommunications,,,,2000,,,,,,,,,,,,Internet network operator,,,,MalPatSaj-wikipedia-org
Ouzo Plomari,Consumer goods,,,,1894,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Papadopoulos,Consumer goods,,,,1930,,,,,,,,,,,,Biscuits,,,,MalPatSaj-wikipedia-org
Papastratos,Consumer goods,,,,1830,,,,,,,,,,,,Subsidiary of Philip Morris,,,,MalPatSaj-wikipedia-org
Parachute Type foundry,Technology,,,,2001,,,,,,,,,,,,Fonts for sale,,,,MalPatSaj-wikipedia-org
PAS Giannina F.C.,Consumer services,,,,1966,,,,,,,,,,,,Football,,,,MalPatSaj-wikipedia-org
Peiraiki,Consumer goods,,,,-,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Petropoulos A.E.B.E.,Consumer goods,,,,1922,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Piraeus Bank,Financials,,,,1916,,,,,,,,,,,,Banks,,,,MalPatSaj-wikipedia-org
Porto Carras,Consumer services,,,,1973,,,,,,,,,,,,Hotels,,,,MalPatSaj-wikipedia-org
Pouliadis Associates Corporation,Technology,,,,1980-2006,,,,,,,,,,,,Software,,,,MalPatSaj-wikipedia-org
Prapopoulos Bros s.a.,Industrials,,,,1886,,,,,,,,,,,,Agricultural equipment,,,,MalPatSaj-wikipedia-org
Profile Systems and Software,Technology,,,,1990,,,,,,,,,,,,Software,,,,MalPatSaj-wikipedia-org
Prometheus Gas,Oil & gas,,,,1991,,,,,,,,,,,,Oil equipment & services,,,,MalPatSaj-wikipedia-org
Psichogios Publications,Consumer services,,,,1979,,,,,,,,,,,,Magazine and book publishing,,,,MalPatSaj-wikipedia-org
Public Power Corporation,Oil & gas,,,,1950,,,,,,,,,,,,Alternative fuels,,,,MalPatSaj-wikipedia-org
Pyramis,Consumer goods,,,,1959,,,,,,,,,,,,Durable Household Products,,,,MalPatSaj-wikipedia-org
RCH,Consumer goods,,,,2007,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Research Acad. Computer Tech. Institute,Technology,,,,1985,,,,,,,,,,,,Research institute,,,,MalPatSaj-wikipedia-org
Brink's,Consumer goods,,,,2001,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
ROAR! Rock of Angels Records,Consumer services,,,,2012,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
Rokas Constructions S.A.,Industrials,,,,1958,,,,,,,,,,,,Electromechanical projects,,,,MalPatSaj-wikipedia-org
Santorini Brewing Company,Consumer goods,,,,2011,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Saracakis,Consumer goods,,,,1922,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Seajets,Industrials,,,,1989,,,,,,,,,,,,Ferry service,,,,MalPatSaj-wikipedia-org
SEKA,Oil & gas,,,,1961,,,,,,,,,,,,Oil equipment & services,,,,MalPatSaj-wikipedia-org
Sergal,Consumer services,,,,1964,,,,,,,,,,,,Dairy products,,,,MalPatSaj-wikipedia-org
Sfakianakis,Consumer goods,,,,1957,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Skai Group,Consumer services,,,,1992,,,,,,,,,,,,Broadcasting & Entertainment,,,,MalPatSaj-wikipedia-org
Sky Express,Consumer services,,,,2005,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
Sleaszy Rider Records,Consumer services,,,,1999,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
Social Insurance Institute,Financials,,,,1934,,,,,,,,,,,,Commercial insurance,,,,MalPatSaj-wikipedia-org
Softex,Consumer goods,,,,1936,,,,,,,,,,,,Paper towel,,,,MalPatSaj-wikipedia-org
Space Internetworking Center,Technology,,,,2010,,,,,,,,,,,,Research institute,,,,MalPatSaj-wikipedia-org
Spinalonga Records,Consumer services,,,,2004,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
Star Channel,Consumer services,,,,1993,,,,,,,,,,,,Broadcasting & Entertainment,,,,MalPatSaj-wikipedia-org
State Aircraft Factory,Industrials,,,,1917,,,,,,,,,,,,Aerospace,,,,MalPatSaj-wikipedia-org
Superfast Ferries,Industrials,,,,1993,,,,,,,,,,,,Marine transportation,,,,MalPatSaj-wikipedia-org
Temax,Industrials,,,,1925,,,,,,,,,,,,Commercial vehicles & trucks,,,,MalPatSaj-wikipedia-org
Terkenlis,Consumer goods,,,,1948,,,,,,,,,,,,Food processing,,,,MalPatSaj-wikipedia-org
Terna Energy,Oil & Gas,,,,1997,,,,,,,,,,,,Renewable energy equipment,,,,MalPatSaj-wikipedia-org
The Spicy Effect,Consumer services,,,,2009,,,,,,,,,,,,Record producer,,,,MalPatSaj-wikipedia-org
Thessaloniki Metro,Consumer services,,,,2020,,,,,,,,,,,,Thessaloniki subway,,,,MalPatSaj-wikipedia-org
Thessaloniki Waterbus,Consumer goods,,,,-,,,,,,,,,,,,Ferry services,,,,MalPatSaj-wikipedia-org
Theon Sensors,Industrials,,,,2004,,,,,,,,,,,,Defense,,,,MalPatSaj-wikipedia-org
Titan Cement,Industrials,,,,1902,,,,,,,,,,,,Building Materials & fixtures,,,,MalPatSaj-wikipedia-org
TrainOSE,Consumer services,,,,2005,,,,,,,,,,,,Travel & tourism,,,,MalPatSaj-wikipedia-org
Tropical,Consumer goods,,,,1976,,,,,,,,,,,,Auto parts,,,,MalPatSaj-wikipedia-org
Tsantali,Consumer goods,,,,1938,,,,,,,,,,,,Distillers & Vintners,,,,MalPatSaj-wikipedia-org
Variety Cruises,Industrials,,,,2006,,,,,,,,,,,,Cruise service,,,,MalPatSaj-wikipedia-org
Ventouris Ferries,Industrials,,,,1978,,,,,,,,,,,,Ferry service,,,,MalPatSaj-wikipedia-org
Vegas Oil and Gas,Oil & gas,,,,2003,,,,,,,,,,,,Founded by Vardis Vardinogiannis,,,,MalPatSaj-wikipedia-org
Vianex S.A.,Health care,,,,1971,,,,,,,,,,,,Pharmaceuticals,,,,MalPatSaj-wikipedia-org
Viohalco,Basic materials,,,,1937,,,,,,,,,,,,Nonferrous Metals,,,,MalPatSaj-wikipedia-org
Viva Services,Consumer services,,,,1998,,,,,,,,,,,,Online service provider,,,,MalPatSaj-wikipedia-org
Vivartia,Consumer goods,,,,1968,,,,,,,,,,,,Food products,,,,MalPatSaj-wikipedia-org
Vodafone Greece,Telecommunications,,,,1992,,,,,,,,,,,,Fixed and mobile line communications,,,,MalPatSaj-wikipedia-org
Watt+Volt,Utilities,,,,2011,,,,,,,,,,,,Energy trade,,,,MalPatSaj-wikipedia-org
WIND Hellas,Telecommunications,,,,1992,,,,,,,,,,,,Fixed and mobile line communications,,,,MalPatSaj-wikipedia-org
Zante Ferries,Industrials,,,,1991,,,,,,,,,,,,Ferry service,,,,MalPatSaj-wikipedia-org
ASL Airlines Hungary,Consumer services,,,,1990,,,,,,,,,,,,"Airline, part of ASL Airlines Ireland",,,,MalPatSaj-wikipedia-org
Association of Hungarian Record Companies,Consumer services,,,,1992,,,,,,,,,,,,Music association,,,,MalPatSaj-wikipedia-org
Balabit,Technology,,,,2000,,,,,,,,,,,,IT security solution,,,,MalPatSaj-wikipedia-org
BKV Zrt.,Consumer services,,,,1968,,,,,,,,,,,,Public transport,,,,MalPatSaj-wikipedia-org
Borsod Brewery,Consumer goods,,,,1969,,,,,,,,,,,,Brewery,,,,MalPatSaj-wikipedia-org
BorsodChem,Basic materials,,,,1949,,,,,,,,,,,,Chemicals,,,,MalPatSaj-wikipedia-org
Budapest Aircraft Service,Consumer services,,,,1991,,,,,,,,,,,,Charter airline,,,,MalPatSaj-wikipedia-org
CBA,Consumer services,,,,1992,,,,,,,,,,,,Supermarket chain,,,,MalPatSaj-wikipedia-org
AMC Networks International Central Europe,Consumer services,,,,2014,,,,,,,,,,,,"Television network, part of AMC Networks International (UK)",,,,MalPatSaj-wikipedia-org
CIB Bank,Financials,,,,1979,,,,,,,,,,,,Commercial bank,,,,MalPatSaj-wikipedia-org
Cinema City Hungary,Consumer services,,,,1997[3],,,,,,,,,,,,"Cinemas, part of Cinema City International",,,,MalPatSaj-wikipedia-org
CityLine Hungary,Consumer services,,,,2003,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
CLS Music,Consumer services,,,,2002,,,,,,,,,,,,Record label,,,,MalPatSaj-wikipedia-org
Corvin Film,Consumer services,,,,1914,,,,,,,,,,,,"Silent film studio, defunct 1925",,,,MalPatSaj-wikipedia-org
Corvus Hungary,Industrials,,,,2011,,,,,,,,,,,,Aircraft,,,,MalPatSaj-wikipedia-org
Csepel,Consumer goods,,,,1944,,,,,,,,,,,,"Vehicles, defunct 1996",,,,MalPatSaj-wikipedia-org
Danubius Hotels Group,Consumer services,,,,1972,,,,,,,,,,,,International hotels,,,,MalPatSaj-wikipedia-org
Digital Reality,Technology,,,,1991,,,,,,,,,,,,"Video games, defunct 2013",,,,MalPatSaj-wikipedia-org
Dreher Brewery,Consumer goods,,,,1854,,,,,,,,,,,,"Brewery, part of SABMiller (UK)",,,,MalPatSaj-wikipedia-org
Fegyver- és Gépgyár,Industrials,,,,1891,,,,,,,,,,,,"HVAC, part of MPF Industry Group (Singapore)",,,,MalPatSaj-wikipedia-org
FHB Mortgage Bank,Financials,,,,1997,,,,,,,,,,,,Mortgage bank,,,,MalPatSaj-wikipedia-org
Ganz Works,Consumer goods,,,,1844,,,,,,,,,,,,Tramcars,,,,MalPatSaj-wikipedia-org
Richter Gedeon Co.,Health care,,,,1901,,,,,,,,,,,,Pharmaceuticals,,,,MalPatSaj-wikipedia-org
Gramy Records,Consumer services,,,,1999,,,,,,,,,,,,Record label,,,,MalPatSaj-wikipedia-org
Graphisoft,Technology,,,,1982,,,,,,,,,,,,Computer software development,,,,MalPatSaj-wikipedia-org
Gundel,Consumer services,,,,1910,,,,,,,,,,,,Restaurant,,,,MalPatSaj-wikipedia-org
Győri Keksz,Consumer goods,,,,1880,,,,,,,,,,,,Foods,,,,MalPatSaj-wikipedia-org
Hálózat TV,Consumer services,,,,2002,,,,,,,,,,,,"Television broadcasting company, defunct 2013",,,,MalPatSaj-wikipedia-org
Hell Energy,Consumer goods,,,,2006,,,,,,,,,,,,Soft drinks,,,,MalPatSaj-wikipedia-org
Herend Porcelain Manufactory,Consumer goods,,,,1826,,,,,,,,,,,,Porcelain manufacturer,,,,MalPatSaj-wikipedia-org
Hungarian National Bank,Financials,,,,1924,,,,,,,,,,,,Central bank,,,,MalPatSaj-wikipedia-org
Hungarian State Railways,Industrials,,,,1869,,,,,,,,,,,,National railways,,,,MalPatSaj-wikipedia-org
Hungaroton,Consumer services,,,,1951,,,,,,,,,,,,Record label,,,,MalPatSaj-wikipedia-org
Hunnia Film Studio,Consumer services,,,,?,,,,,,,,,,,,Film studio,,,,MalPatSaj-wikipedia-org
Ikarus Bus,Industrials,,,,1895,,,,,,,,,,,,Bus manufacturer,,,,MalPatSaj-wikipedia-org
International Training Center for Bankers,Financials,,,,1988,,,,,,,,,,,,Financial consultancy,,,,MalPatSaj-wikipedia-org
Invictus Games,Technology,,,,2000,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
IP Systems,Technology,,,,2008,,,,,,,,,,,,IT solution provider,,,,MalPatSaj-wikipedia-org
iWiW,Technology,,,,2002,,,,,,,,,,,,"Social network service, defunct 2014",,,,MalPatSaj-wikipedia-org
K&H Bank,Financials,,,,1987,,,,,,,,,,,,Commercial bank,,,,MalPatSaj-wikipedia-org
Lehel,Consumer goods,,,,1945,,,,,,,,,,,,"Appliances, now part of Electrolux (Sweden)",,,,MalPatSaj-wikipedia-org
Magyar Posta,Industrials,,,,1867,,,,,,,,,,,,Postal administration,,,,MalPatSaj-wikipedia-org
Magyar Telekom,Telecommunications,,,,1991,,,,,,,,,,,,"Telephone and internet, part of Deutsche Telekom (Germany)",,,,MalPatSaj-wikipedia-org
MAL Hungarian Aluminium,Basic materials,,,,1995,,,,,,,,,,,,Aluminum,,,,MalPatSaj-wikipedia-org
Malév,Consumer services,,,,1956,,,,,,,,,,,,"Airline, defunct 2012",,,,MalPatSaj-wikipedia-org
Match,Consumer services,,,,1952,,,,,,,,,,,,"Supermarkets, part of Louis Delhaize Group (Belgium)",,,,MalPatSaj-wikipedia-org
MKB Bank,Financials,,,,1950,,,,,,,,,,,,Commercial bank,,,,MalPatSaj-wikipedia-org
MOL Group,Oil & gas,,,,1957,,,,,,,,,,,,Petrol and gas,,,,MalPatSaj-wikipedia-org
MTVA,Consumer services,,,,2011,,,,,,,,,,,,National media provider,,,,MalPatSaj-wikipedia-org
MVK Zrt.,Consumer services,,,,1954,,,,,,,,,,,,Public transport,,,,MalPatSaj-wikipedia-org
MVM Group,Utilities,,,,1948,,,,,,,,,,,,"Power, electricity distribution",,,,MalPatSaj-wikipedia-org
NeocoreGames,Technology,,,,2005,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
Oncotherm,Health care,,,,1988,,,,,,,,,,,,Medical devices,,,,MalPatSaj-wikipedia-org
Organica Technologies,Utilities,,,,1998,,,,,,,,,,,,Wastewater treatment plants construction,,,,MalPatSaj-wikipedia-org
Orion Electronics,Industrials,,,,1913,,,,,,,,,,,,Microelectronics,,,,MalPatSaj-wikipedia-org
OTP Bank,Financials,,,,1949,,,,,,,,,,,,Financial services,,,,MalPatSaj-wikipedia-org
Pannon,Telecommunications,,,,1994,,,,,,,,,,,,"Telecommunications, part of Telenor (Norway)",,,,MalPatSaj-wikipedia-org
Pannonia Film Studio,Consumer services,,,,1956,,,,,,,,,,,,Animation studio,,,,MalPatSaj-wikipedia-org
Panrusgáz,Oil & gas,,,,1994,,,,,,,,,,,,Natural gas,,,,MalPatSaj-wikipedia-org
Pécs Brewery,Consumer goods,,,,1848,,,,,,,,,,,,Brewery,,,,MalPatSaj-wikipedia-org
Pick Szeged,Consumer goods,,,,1869,,,,,,,,,,,,Cold cuts,,,,MalPatSaj-wikipedia-org
Prezi,Technology,,,,2009,,,,,,,,,,,,Visual storytelling software development,,,,MalPatSaj-wikipedia-org
Puli Space Technologies,Industrials,,,,2010,,,,,,,,,,,,Space technology,,,,MalPatSaj-wikipedia-org
Rába,Consumer goods,,,,1896,,,,,,,,,,,,Vehicles,,,,MalPatSaj-wikipedia-org
Scarab Research,Technology,,,,2009,,,,,,,,,,,,Research,,,,MalPatSaj-wikipedia-org
State Printing Company,Consumer services,,,,1851,,,,,,,,,,,,Printing,,,,MalPatSaj-wikipedia-org
Szerencsejáték Zrt.,Consumer services,,,,1991,,,,,,,,,,,,Gambling service provider,,,,MalPatSaj-wikipedia-org
Takarékbank,Financials,,,,1989,,,,,,,,,,,,Financial services,,,,MalPatSaj-wikipedia-org
ThalesNano,Industrials,,,,2002,,,,,,,,,,,,Flow chemistry products,,,,MalPatSaj-wikipedia-org
Tisza Cipő,Consumer goods,,,,1942,,,,,,,,,,,,Apparel,,,,MalPatSaj-wikipedia-org
Törley,Consumer goods,,,,1882,,,,,,,,,,,,Champagne producer,,,,MalPatSaj-wikipedia-org
Travel Service,Consumer services,,,,2001,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
TriGránit,Financials,,,,1997,,,,,,,,,,,,Development,,,,MalPatSaj-wikipedia-org
Tungsram,Industrials,,,,1896,,,,,,,,,,,,"Vacuum tubes, light bulbs, now part of General Electric (USA)",,,,MalPatSaj-wikipedia-org
Turner Broadcasting System Hungary,Consumer services,,,,?,,,,,,,,,,,,Part of Time Warner (USA),,,,MalPatSaj-wikipedia-org
UPC Magyarország,Telecommunications,,,,1998,,,,,,,,,,,,"Telecommunications, part of Liberty Global (USA)",,,,MalPatSaj-wikipedia-org
Videoton,Consumer goods,,,,1938,,,,,,,,,,,,Electric goods,,,,MalPatSaj-wikipedia-org
VirusBuster,Technology,,,,1997,,,,,,,,,,,,Computer security,,,,MalPatSaj-wikipedia-org
Vodafone Hungary,Telecommunications,,,,1999,,,,,,,,,,,,"Mobile, part of the Vodafone Group (UK)",,,,MalPatSaj-wikipedia-org
Wizz Air,Consumer services,,,,2003,,,,,,,,,,,,Airline,,,,MalPatSaj-wikipedia-org
Zen Studios,Technology,,,,2003,,,,,,,,,,,,Video games,,,,MalPatSaj-wikipedia-org
Zsolnay,Consumer goods,,,,1853,,,,,,,,,,,,Porcelain manufacturer,,,,MalPatSaj-wikipedia-org
Zwack,Consumer goods,,,,1790,,,,,,,,,,,,Short drinks,,,,MalPatSaj-wikipedia-org
Abrakebabra,Consumer services,,,,1982,,,,,,,,,,,,"Fast-food, part of Abrakebabra Investments",,,,MalPatSaj-wikipedia-org
Abrakebabra Investments,Consumer services,,,,1982,,,,,,,,,,,,Restaurant holding company,,,,MalPatSaj-wikipedia-org
Accenture,Industrials,,,,1989,,,,,,,,,,,,Management consulting,,,,MalPatSaj-wikipedia-org
Aer Lingus,Consumer services,,,,1936,,,,,,,,,,,,"Flag carrier, part of International Airlines Group (Spain)",,,,MalPatSaj-wikipedia-org
Aer Lingus Regional,Consumer services,,,,2010,,,,,,,,,,,,"Commuter and regional airline, part of Aer Lingus",,,,MalPatSaj-wikipedia-org
AerCap,Industrials,,,,2006,,,,,,,,,,,,Aircraft leasing,,,,MalPatSaj-wikipedia-org
Aircoach,Consumer services,,,,1999,,,,,,,,,,,,Part of FirstGroup (UK),,,,MalPatSaj-wikipedia-org
Airtricity,Utilities,,,,1997,,,,,,,,,,,,"Electricity generation, part of Scottish and Southern Energy (UK)",,,,MalPatSaj-wikipedia-org
Allied Irish Banks (AIB),Financials,,,,1966,,,,,,,,,,,,One of the Big Four banks,,,,MalPatSaj-wikipedia-org
An Post,Industrials,,,,1984,,,,,,,,,,,,Postal services,,,,MalPatSaj-wikipedia-org
Apache Pizza,Consumer services,,,,2006,,,,,,,,,,,,Pizza chain,,,,MalPatSaj-wikipedia-org
Aptiv,Industrials,,,,1994,,,,,,,,,,,,Automotive technology supplier,,,,MalPatSaj-wikipedia-org
Arnotts,Consumer services,,,,1843,,,,,,,,,,,,"Department store, part of Selfridges (UK)",,,,MalPatSaj-wikipedia-org
Baltimore Technologies,Technology,,,,1976,,,,,,,,,,,,Part of Oryx International Growth Fund,,,,MalPatSaj-wikipedia-org
Bank of Ireland,Financials,,,,1783,,,,,,,,,,,,One of the Big Four banks,,,,MalPatSaj-wikipedia-org
Barry's Tea,Consumer goods,,,,1901,,,,,,,,,,,,One of the largest importers of tea in Ireland,,,,MalPatSaj-wikipedia-org
Bewley's,Consumer services,,,,1840,,,,,,,,,,,,Hot beverages,,,,MalPatSaj-wikipedia-org
Bord na Móna,Utilities,,,,1946,,,,,,,,,,,,Power generation and land development,,,,MalPatSaj-wikipedia-org
Boylesports,Consumer services,,,,1989,,,,,,,,,,,,Betting shops,,,,MalPatSaj-wikipedia-org
BT Ireland,Telecommunications,,,,1990,,,,,,,,,,,,"Part of BT Group (UK), formerly Esat BT",,,,MalPatSaj-wikipedia-org
Bus Éireann,Consumer services,,,,1987,,,,,,,,,,,,"Irish national bus company, part of CIÉ",,,,MalPatSaj-wikipedia-org
Butlers Chocolates,Consumer goods,,,,1932,,,,,,,,,,,,Luxury chocolate and chocolate products,,,,MalPatSaj-wikipedia-org
BWG Foods,Consumer services,,,,1963[3],,,,,,,,,,,,Wholesaler and grocery franchise,,,,MalPatSaj-wikipedia-org
C&C Group,Consumer goods,,,,1852,,,,,,,,,,,,Alcoholic drinks,,,,MalPatSaj-wikipedia-org
Central Bank of Ireland,Financials,,,,1943,,,,,,,,,,,,Central bank and financial services regulator,,,,MalPatSaj-wikipedia-org
CIÉ,Consumer services,,,,1945,,,,,,,,,,,,Public transportation,,,,MalPatSaj-wikipedia-org
CityJet,Consumer services,,,,1992,,,,,,,,,,,,Regional airline,,,,MalPatSaj-wikipedia-org
Communicorp,Consumer services,,,,1989,,,,,,,,,,,,Media holdings,,,,MalPatSaj-wikipedia-org
Covidien,Health care,,,,2007,,,,,,,,,,,,Merged with Medtronic in 2016,,,,MalPatSaj-wikipedia-org
CRH plc,Industrials,,,,1936,,,,,,,,,,,,Building materials and retail,,,,MalPatSaj-wikipedia-org
Cúram Software,Technology,,,,1990,,,,,,,,,,,,"Social enterprise management software, acquired by IBM",,,,MalPatSaj-wikipedia-org
DAA,Consumer services,,,,1937,,,,,,,,,,,,"Airport management, formerly the Dublin Airport Authority",,,,MalPatSaj-wikipedia-org
DCC Plc,Industrials,,,,1976,,,,,,,,,,,,Sales and marketing support,,,,MalPatSaj-wikipedia-org
Dealz,Consumer services,,,,2011,,,,,,,,,,,,"Discount retail, part of Poundland (UK)",,,,MalPatSaj-wikipedia-org
Digiweb,Telecommunications,,,,1997,,,,,,,,,,,,Broadband,,,,MalPatSaj-wikipedia-org
Doolittles,Consumer services,,,,2001,,,,,,,,,,,,Lliquidated in 2009,,,,MalPatSaj-wikipedia-org
Dublin Bus,Consumer services,,,,1987,,,,,,,,,,,,"Bus company, part of CIÉ",,,,MalPatSaj-wikipedia-org
Dunnes Stores,Consumer services,,,,1944,,,,,,,,,,,,Retail chain,,,,MalPatSaj-wikipedia-org
Eaton Corporation,Conglomerate,,,,1911,,,,,,,,,,,,-,,,,MalPatSaj-wikipedia-org
Eason & Son,Consumer services,,,,1819,,,,,,,,,,,,Book stores,,,,MalPatSaj-wikipedia-org
EBS,Financials,,,,1935,,,,,,,,,,,,Financing,,,,MalPatSaj-wikipedia-org
Eddie Rocket's,Consumer services,,,,1989,,,,,,,,,,,,American-style food chain,,,,MalPatSaj-wikipedia-org
EDUN,Consumer goods,,,,2005,,,,,,,,,,,,"Fashion brand, part of LVMH (France)",,,,MalPatSaj-wikipedia-org
Eir,Telecommunications,,,,1999,,,,,,,,,,,,Broadband,,,,MalPatSaj-wikipedia-org
Eir Sport,Consumer services,,,,1990,,,,,,,,,,,,"Sports television, part of Eir",,,,MalPatSaj-wikipedia-org
Energia Group,Utilities,,,,1998,,,,,,,,,,,,"Electricity generation, formerly Viridian Group",,,,MalPatSaj-wikipedia-org
EQTEC,Utilities,,,,2005,,,,,,,,,,,,Renewable energy,,,,MalPatSaj-wikipedia-org
