company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
Stayincortina,Travel & Leisure,,2014,,[],['Italy'],,,6.39,,,99,,,,,,,ft-com
DMS,Media,,2013,,[],['Germany'],,,21.00,,,27,,,,,,,ft-com
WEBEDGE,Technology,,2008,,[],['Japan'],,,5.06,,,50,,,,,,,ft-com
Orient Software,Technology,,2005,,[],['Vietnam'],,,6.62,,,312,,,,,,,ft-com
Cocorport,Support Services,,2012,,[],['Japan'],,,31.14,,,487,,,,,,,ft-com
FANTAS technology,Property,,2010,,[],['Japan'],,,148.82,,,114,,,,,,,ft-com
LOGLY,Technology,,2006,,[],['Japan'],,,24.89,,,50,,,,,,,ft-com
JetSetGo,Travel & Leisure,,2014,,[],['India'],,,20.62,,,57,,,,,,,ft-com
AER TRADING,Retail,,2013,,[],['France'],,,"17,575,388",,,1,,,,,,,ft-com
East Coast Bakehouse,Food & Beverage,,2015,,[],['Ireland'],,,"3,801,000",,,43,,,,,,,ft-com
City Shop West Kiosk,Retail,,2012,,[],['Germany'],,,3.4,,,14,,,,,,,ft-com
We Can Do HR,Support Services,,2015,,[],['Poland'],,,6.92,,,250,,,,,,,ft-com
Keiei Support Plus,Management Consulting,,2012,,[],['Japan'],,,2.22,,,25,,,,,,,ft-com
Japan Project Solutions,Management Consulting,,2013,,[],['Japan'],,,5.92,,,44,,,,,,,ft-com
ARRCH,Architecture,,1972,,[],['Japan'],,,7.37,,,25,,,,,,,ft-com
Amagiya,Architecture,,2011,,[],['Japan'],,,2.43,,,6,,,,,,,ft-com
New Narrative,Sales & Marketing,,2013,,[],['Hong Kong'],,,1.74,,,11,,,,,,,ft-com
OHR Marketing (Olive House),Retail,,2014,,[],['Malaysia'],,,6.32,,,103,,,,,,,ft-com
VALUMEN,Support Services,,2014,,[],['France'],,,"2,196,424",,,4,,,,,,,ft-com
Messina Autotrasporti,Transport,,2016,,[],['Italy'],,,"3,133,067",,,52,,,,,,,ft-com
Ds Glass ,Retail,,2013,,[],['Italy'],,,5.4,,,3,,,,,,,ft-com
DCMN,Advertising,,2010,,[],['Germany'],,,57.0,,,153,,,,,,,ft-com
Univers Auto,Automobiles,,2012,,[],['France'],,,11.65,,,4,,,,,,,ft-com
Crossflow Payments ,Fintech,,2013,,[],['United Kingdom'],,,2.89,,,8,,,,,,,ft-com
Relic Chemicals,Chemicals,,2015,,[],['India'],,,2.29,,,4,,,,,,,ft-com
WorldUtility,Sales & Marketing,,2015,,[],['Japan'],,,1.31,,,8,,,,,,,ft-com
InnoPharmax,Pharmaceuticals,,2005,,[],['Taiwan'],,,4.63,,,30,,,,,,,ft-com
Zifo RnD Solutions,Technology,,2008,,[],['India'],,,28.67,,,590,,,,,,,ft-com
Abhidi Solution,Technology,,2011,,[],['Malaysia'],,,2.01,,,59,,,,,,,ft-com
Xcel Petroleum,Energy,,2007,,[],['Malaysia'],,,26.24,,,15,,,,,,,ft-com
Follow,Advertising,,2016,,[],['France'],,,"6,844,818",,,14,,,,,,,ft-com
Darpdecade,Retail,,2016,,[],['Germany'],,,"6,624,660",,,173,,,,,,,ft-com
Sirenum,Technology,,2013,,[],['UK'],,,"2,819,643",,,33,,,,,,,ft-com
Kivra Sverige,Technology,,2011,,[],['Sweden'],,,"9,268,038",,,77,,,,,,,ft-com
Velocity Outlet,Retail,,2012,,[],['United Kingdom'],,,15.6,,,22,,,,,,,ft-com
Quantion,Technology,,2014,,[],['Spain'],,,2.82,,,66,,,,,,,ft-com
Engage Squared,Technology,,2014,,[],['Australia'],,,7.27,,,53,,,,,,,ft-com
CHENGSI JAPAN,Technology,,2016,,[],['Japan'],,,1.85,,,19,,,,,,,ft-com
Cogoport,Technology,,2016,,[],['India'],,,20.92,,,165,,,,,,,ft-com
Pridel,Transport,,2008,,[],['India'],,,23.62,,,250,,,,,,,ft-com
JIA,Financial Services,,2006,,[],['Japan'],,,153.02,,,178,,,,,,,ft-com
Bolt,Technology,,2013,,[],['Estonia'],,,"221,393,889",,,1798,,,,,,,ft-com
Kiteworldshop.com,Ecommerce,,2014,,[],['Italy'],,,"1,671,984",,,5,,,,,,,ft-com
Quantexa,Technology,,2016,,[],['UK'],,,"20,047,184",,,246,,,,,,,ft-com
Cuadros Eléctricos JM*,Construction,,2014,,[],['Spain'],,,3.4,,,70,,,,,,,ft-com
VIRTUS,Technology,,2008,,[],['United Kingdom'],,,43.4,,,45,,,,,,,ft-com
Democom,Management Consulting,,2011,,[],['Italy'],,,1.88,,,23,,,,,,,ft-com
RTB House,Technology,,2013,,[],['Poland'],,,99.59,,,377,,,,,,,ft-com
Mitsufuji,Technology,,1979,,[],['Japan'],,,10.48,,,25,,,,,,,ft-com
Powertip Technology Corporation,Industrial Goods,,2003,,[],['Taiwan'],,,26.70,,,30,,,,,,,ft-com
90 Seconds,Technology,,2010,,[],['Singapore'],,,7.40,,,67,,,,,,,ft-com
The Drinkery,Food & Beverage,,2014,,[],['Singapore'],,,2.50,,,10,,,,,,,ft-com
Peter Kenkel,Retail,,2006,,[],['Germany'],,,"22,137,000",,,19,,,,,,,ft-com
Yoyo Wallet,Fintech,,2013,,[],['UK'],,,"6,244,875",,,66,,,,,,,ft-com
Frau & Partners,Insurance,,1994,,[],['Italy'],,,"3,517,357",,,3,,,,,,,ft-com
Hair Gallery Store,Ecommerce,,2014,,[],['Italy'],,,9.4,,,3,,,,,,,ft-com
FirstPhone,Retail,,2013,,[],['Hungary'],,,18.93,,,53,,,,,,,ft-com
YouLoveWords,Media,,2014,,[],['France'],,,2.74,,,17,,,,,,,ft-com
Gear,Support Services,,2011,,[],['Japan'],,,6.80,,,55,,,,,,,ft-com
BOOKK,Media,,2014,,[],['South Korea'],,,2.31,,,10,,,,,,,ft-com
SCIKEY,Technology,,2016,,[],['India'],,,5.70,,,343,,,,,,,ft-com
BRIDGEi2i Analytics,Technology,,2011,,[],['India'],,,16.31,,,460,,,,,,,ft-com
Earth Technology,Technology,,2013,,[],['Japan'],,,16.78,,,298,,,,,,,ft-com
Wewe Media Group,Sales & Marketing,,2013,,[],['Singapore'],,,9.55,,,8,,,,,,,ft-com
Templafy,Technology,,2014,,[],['Denmark'],,,"15,486,451",,,292,,,,,,,ft-com
AirBeamTV,Technology,,2014,,[],['Netherlands'],,,"1,900,153",,,8,,,,,,,ft-com
Icon Outsourcing*,Pharmaceuticals,,2014,,[],['Spain'],,,6.0,,,101,,,,,,,ft-com
Landbay Partners,Fintech,,2013,,[],['United Kingdom'],,,4.90,,,57,,,,,,,ft-com
Sasmos,Aerospace & Defence,,2007,,[],['India'],,,66.53,,,433,,,,,,,ft-com
Kaitoh,Architecture,,2009,,[],['Japan'],,,9.12,,,57,,,,,,,ft-com
OTSO FinTech,Fintech,,2015,,[],['Taiwan'],,,1.66,,,20,,,,,,,ft-com
Zhong Yang Technology,Industrial Goods,,2013,,[],['Taiwan'],,,45.03,,,672,,,,,,,ft-com
REAL,Property,,2010,,[],['Japan'],,,60.21,,,15,,,,,,,ft-com
Excelliance MOS,Industrial Goods,,2008,,[],['Taiwan'],,,53.29,,,Not found,,,,,,,ft-com
Comservice,Support Services,,2014,,[],['Italy'],,,"2,016,300",,,99,,,,,,,ft-com
Falcor Presse,Industrial Goods,,2017,,[],['Italy'],,,"2,996,770",,,5,,,,,,,ft-com
Fermentalg,Chemicals,,2009,,[],['France'],,,"1,884,000",,,Not found,,,,,,,ft-com
Bambridge Accountants,Financial Services,,2010,,[],['UK'],,,"2,813,947",,,14,,,,,,,ft-com
Hensing,Industrial Goods,,2014,,[],['Germany'],,,3.9,,,21,,,,,,,ft-com
Verocaffè Italia,Retail,,1993,,[],['Italy'],,,14.61,,,144,,,,,,,ft-com
Soorce,Support Services,,2004,,[],['Germany'],,,5.45,,,19,,,,,,,ft-com
Mother Goose,Education,,1994,,[],['Japan'],,,3.18,,,125,,,,,,,ft-com
Goodpatch,Management Consulting,,2011,,[],['Japan'],,,20.07,,,195,,,,,,,ft-com
Yuan,Technology,,1990,,[],['Taiwan'],,,91.45,,,121,,,,,,,ft-com
KMC Solutions,Support Services,,2010,,[],['Philippines'],,,48.12,,,1618,,,,,,,ft-com
W2 Solution,Sales & Marketing,,2005,,[],['Japan'],,,10.00,,,62,,,,,,,ft-com
RoomRaccoon,Technology,,2017,,[],['The Netherlands'],,,"1,715,334",,,40,,,,,,,ft-com
Signaturit,Technology,,2013,,[],['Spain'],,,"5,639,953",,,95,,,,,,,ft-com
Morpheus Advisor,Retail,,2016,,[],['Italy'],,,"2,393,459",,,6,,,,,,,ft-com
Naïo Technologies,Industrial Goods,,2011,,[],['France'],,,1.5,,,26,,,,,,,ft-com
ISO Spaces South West,Construction,,2011,,[],['United Kingdom'],,,5.72,,,30,,,,,,,ft-com
Voxpopme,Technology,,2013,,[],['United Kingdom'],,,3.83,,,55,,,,,,,ft-com
eCloudvalley,Technology,,2013,,[],['Taiwan'],,,237.48,,,338,,,,,,,ft-com
Ieno Labo,Ecommerce,,2014,,[],['Japan'],,,3.82,,,12,,,,,,,ft-com
Airtasker,Technology,,2012,,[],['Australia'],,,18.29,,,170,,,,,,,ft-com
Absolute Barbecues,Restaurants,,2013,,[],['India'],,,31.45,,,2070,,,,,,,ft-com
Fibergate,Telecoms,,2000,,[],['Japan'],,,68.24,,,180,,,,,,,ft-com
Agarwal Industrial Corporation,Chemicals,,1995,,[],['India'],,,111.76,,,15,,,,,,,ft-com
Modulr,Fintech,,2015,,[],['UK'],,,"12,789,098",,,191,,,,,,,ft-com
IDESA Industrial Plants,Construction,,2015,,[],['Spain'],,,"22,498,000",,,14,,,,,,,ft-com
OakNorth Bank,Financial Services,,2015,,[],['UK'],,,"118,823,758",,,300,,,,,,,ft-com
Doctor Hail (Dottor Grandine),Support Services,,2013,,[],['Italy'],,,6.2,,,43,,,,,,,ft-com
Vadeca Facility Services,Support Services,,2008,,[],['Portugal'],,,11.16,,,1058,,,,,,,ft-com
Superprof,Support Services,,2013,,[],['France'],,,7.10,,,83,,,,,,,ft-com
Yanogumi,Architecture,,2013,,[],['Japan'],,,2.92,,,10,,,,,,,ft-com
KMC Solutions,Support Services,,2010,,[],['Philippines'],,,72.95,,,"2,164",,,,,,,ft-com
Mercantile Insurance,Financial Services,,1962,,[],['Philippines'],,,37.77,,,319,,,,,,,ft-com
Athena Infonomics,Management Consulting,,2010,,[],['India'],,,2.70,,,40,,,,,,,ft-com
ALAND Developments,Construction,,2002,,[],['Australia'],,,124.89,,,80,,,,,,,ft-com
Gramener,Technology,,2010,,[],['India'],,,4.85,,,181,,,,,,,ft-com
PROFISHOP,Ecommerce,,2012,,[],['Germany'],,,"43,812,068",,,63,,,,,,,ft-com
Floer,Interiors,,2015,,[],['The Netherlands'],,,"2,520,013",,,15,,,,,,,ft-com
SFC Industrieservice,Technology,,2016,,[],['Germany'],,,"3,961,380",,,64,,,,,,,ft-com
Bluwalk,Transport,,2011,,[],['Portugal'],,,"11,801,999",,,25,,,,,,,ft-com
Xt Insulation,Industrial Goods,,2014,,[],['Italy'],,,6.6,,,8,,,,,,,ft-com
Typeform,Technology,,2012,,[],['Spain'],,,16.45,,,191,,,,,,,ft-com
Dipe Concept,Construction,,2013,,[],['France'],,,2.04,,,18,,,,,,,ft-com
BizMow,Support Services,,2008,,[],['Japan'],,,1.36,,,80,,,,,,,ft-com
Rhino Products,Batteries,,2015,,[],['Japan'],,,3.07,,,8,,,,,,,ft-com
King Kong,Sales & Marketing,,2014,,[],['Australia'],,,15.33,,,61,,,,,,,ft-com
KURUMI Real Estate,Architecture,,2014,,[],['Japan'],,,8.44,,,2,,,,,,,ft-com
Brilliant Polymers,Chemicals,,2011,,[],['India'],,,44.02,,,90,,,,,,,ft-com
FoodLine.sg,Ecommerce,,2013,,[],['Singapore'],,,1.88,,,18,,,,,,,ft-com
Audiosalus,Retail,,2011,,[],['Italy'],,,"1,569,480",,,12,,,,,,,ft-com
StatsBomb,Technology,,2016,,[],['UK'],,,"2,027,170",,,26,,,,,,,ft-com
Biotyfull,Retail,,2015,,[],['France'],,,"16,502,575",,,14,,,,,,,ft-com
Lapelle,Industrial Goods,,2006,,[],['Italy'],,,15.3,,,4,,,,,,,ft-com
fitbox,Travel & Leisure,,2011,,[],['Germany'],,,9.66,,,322,,,,,,,ft-com
Styleedge,Management Consulting,,2008,,[],['Japan'],,,81.01,,,123,,,,,,,ft-com
LAMBELL,Technology,,2015,,[],['Japan'],,,3.78,,,15,,,,,,,ft-com
Yamato Infilink,Property,,2015,,[],['Japan'],,,20.05,,,25,,,,,,,ft-com
Hotglue,Advertising,,2010,,[],['Australia'],,,5.09,,,24,,,,,,,ft-com
Pyjama Bosses,Sales & Marketing,,2014,,[],['Australia'],,,1.79,,,3,,,,,,,ft-com
ROSSARI,Chemicals,,2009,,[],['India'],,,85.73,,,365,,,,,,,ft-com
Theras Biocare,Pharmaceuticals,,2013,,[],['Italy'],,,"26,633,230",,,8,,,,,,,ft-com
Stenn,Fintech,,2016,,[],['UK'],,,"29,615,571",,,61,,,,,,,ft-com
Holidu,Technology,,2014,,[],['Germany'],,,"24,720,000",,,125,,,,,,,ft-com
Arquimea Group,Technology,,2005,,[],['Spain'],,,"36,499,759",,,168,,,,,,,ft-com
Plimsoll Productions,Media,,2013,,[],['United Kingdom'],,,14.7,,,51,,,,,,,ft-com
Prodigi Group,Technology,,2014,,[],['United Kingdom'],,,20.40,,,80,,,,,,,ft-com
D.BLENT,Advertising,,2016,,[],['South Korea'],,,22.66,,,71,,,,,,,ft-com
SuperOx Japan,Industrial Goods,,2011,,[],['Japan'],,,5.14,,,20,,,,,,,ft-com
Tokyo Tsushin,Advertising,,2015,,[],['Japan'],,,22.94,,,57,,,,,,,ft-com
Over the Wire,Technology,,2011,,[],['Australia'],,,65.13,,,162,,,,,,,ft-com
Ever Clear,Support Services,,1999,,[],['Taiwan'],,,15.21,,,Not found,,,,,,,ft-com
Engage Squared,Technology,,2014,,[],['Australia'],,,6.43,,,53,,,,,,,ft-com
Nanushka,Fashion,,2012,,[],['Hungary'],,,"20,825,934",,,180,,,,,,,ft-com
Cybersprint,Cyber Security,,2015,,[],['Netherlands'],,,"1,625,797",,,43,,,,,,,ft-com
Qred,Fintech,,2015,,[],['Sweden'],,,"22,064,333",,,42,,,,,,,ft-com
ImmoBauConsult,Construction,,1991,,[],['Germany'],,,9.7,,,30,,,,,,,ft-com
TBT,Industrial Goods,,2015,,[],['Italy'],,,1.68,,,8,,,,,,,ft-com
Redhill World,Sales & Marketing,,2014,,[],['Singapore'],,,3.36,,,95,,,,,,,ft-com
Vision Sensing,Industrial Goods,,2008,,[],['Japan'],,,3.45,,,19,,,,,,,ft-com
Mental Health Technologies,Health,,2011,,[],['Japan'],,,8.87,,,60,,,,,,,ft-com
ZUU,Fintech,,2013,,[],['Japan'],,,16.98,,,96,,,,,,,ft-com
Suresoft Technologies,Technology,,2002,,[],['South Korea'],,,23.41,,,251,,,,,,,ft-com
ISLANDAY,Advertising,,2015,,[],['Japan'],,,1.18,,,2,,,,,,,ft-com
DPM - Deutsches Personal Management,Support Services,,2016,,[],['Germany'],,,"2,267,760",,,60,,,,,,,ft-com
Spiideo,Technology,,2012,,[],['Sweden'],,,"2,224,272",,,18,,,,,,,ft-com
Custom Group,Ecommerce,,2012,,[],['Netherlands'],,,3.4,,,17,,,,,,,ft-com
Biochem Organics,Agricultural Commodities,,2015,,[],['Romania'],,,8.40,,,10,,,,,,,ft-com
Malagris,Construction,,2013,,[],['Lithuania'],,,9.49,,,26,,,,,,,ft-com
Prestfare,Construction,,2016,,[],['Japan'],,,5.05,,,10,,,,,,,ft-com
Ecom Express,Transport,,2013,,[],['India'],,,219.01,,,"22,949",,,,,,,ft-com
Labori,Education,,2014,,[],['Japan'],,,4.63,,,100,,,,,,,ft-com
Local Digital,Sales & Marketing,,2015,,[],['Australia'],,,1.72,,,8,,,,,,,ft-com
OrbitRemit,Fintech,,2008,,[],['New Zealand'],,,8.80,,,42,,,,,,,ft-com
KINTARO Cells Power,Pharmaceuticals,,2014,,[],['Japan'],,,1.31,,,2,,,,,,,ft-com
Monese,Fintech,,2013,,[],['UK'],,,"18,196,451",,,243,,,,,,,ft-com
Arquimea,Technology,,2005,,[],['Spain'],,,"72,044,361",,,288,,,,,,,ft-com
Delante Media,Sales & Marketing,,2014,,[],['Poland'],,,"1,570,649",,,58,,,,,,,ft-com
Home Design Virtual Shops,Ecommerce,,2012,,[],['Spain'],,,2.5,,,20,,,,,,,ft-com
Testa E Plebani,Industrial Goods,,2014,,[],['Italy'],,,1.8,,,12,,,,,,,ft-com
Applifting,Technology,,2014,,[],['Czech Republic'],,,1.68,,,39,,,,,,,ft-com
NEW AIM,Ecommerce,,2005,,[],['Australia'],,,236.10,,,283,,,,,,,ft-com
Adobute,Transport,,2015,,[],['Japan'],,,6.34,,,77,,,,,,,ft-com
Unique Plus,Energy,,2015,,[],['Japan'],,,2.58,,,7,,,,,,,ft-com
Lasertec,Technology,,1960,,[],['Japan'],,,391.32,,,448,,,,,,,ft-com
Nexon Paints,Personal & Household Goods,,2008,,[],['India'],,,8.77,,,103,,,,,,,ft-com
Paradigm Global Marketing,Sales & Marketing,,2014,,[],['Malaysia'],,,3.01,,,7,,,,,,,ft-com
Groupe PERSPECTIVE,Education,,2013,,[],['France'],,,"2,709,000",,,18,,,,,,,ft-com
Sio*,Support Services,,2016,,[],['Italy'],,,"1,606,000",,,3,,,,,,,ft-com
Templafy,Technology,,2013,,[],['Denmark'],,,"12,237,885",,,177,,,,,,,ft-com
Guts & Gusto,Fashion,,2007,,[],['Netherlands'],,,4.8,,,71,,,,,,,ft-com
MTM Ruhrzinn,Waste management & recycling,,2014,,[],['Germany'],,,3.89,,,12,,,,,,,ft-com
Rezatec,Technology,,2012,,[],['United Kingdom'],,,3.43,,,35,,,,,,,ft-com
Saahas Zero Waste,Waste management & recycling,,2013,,[],['India'],,,3.93,,,213,,,,,,,ft-com
Precision System Science (PSS),Technology,,1985,,[],['Japan'],,,84.73,,,187,,,,,,,ft-com
AVerMedia Technologies,Technology,,1990,,[],['Taiwan'],,,238.35,,,180,,,,,,,ft-com
Kamakura Shinsho,Support Services,,1984,,[],['Japan'],,,29.99,,,145,,,,,,,ft-com
GeneReach,Health,,2004,,[],['Taiwan'],,,11.83,,,Not found,,,,,,,ft-com
Funnel,Technology,,2014,,[],['Sweden'],,,"11,499,031",,,155,,,,,,,ft-com
Valvole Italia,Industrial Goods,,2014,,[],['Italy'],,,"9,264,354",,,57,,,,,,,ft-com
Globalinternet,Telecoms,,2012,,[],['Netherlands'],,,25.7,,,72,,,,,,,ft-com
ACCENTA Music ,Advertising,,2006,,[],['Germany'],,,8.00,,,15,,,,,,,ft-com
OrbitRemit,Fintech,,2008,,[],['New Zealand'],,,11.15,,,42,,,,,,,ft-com
Yeap Medical Supplies,Health,,2000,,[],['Singapore'],,,49.92,,,82,,,,,,,ft-com
TableCheck,Technology,,2011,,[],['Japan'],,,8.70,,,104,,,,,,,ft-com
Xero,Technology,,2006,,[],['New Zealand'],,,499.96,,,3055,,,,,,,ft-com
Compare & Connect,Energy,,2014,,[],['Australia'],,,18.24,,,151,,,,,,,ft-com
Global Stones,Construction,,2004,,[],['India'],,,23.58,,,250,,,,,,,ft-com
Living Quarter,Health,,2015,,[],['Germany'],,,"5,016,731",,,49,,,,,,,ft-com
Semantive,Technology,,2012,,[],['Poland'],,,"1,954,961",,,42,,,,,,,ft-com
Metalfer Di Pio Mario*,Industrial Goods,,2014,,[],['Italy'],,,3.0,,,5,,,,,,,ft-com
Facephi Biometria,Fintech,,2012,,[],['Spain'],,,4.48,,,23,,,,,,,ft-com
Mia,Technology,,2012,,[],['Italy'],,,2.39,,,33,,,,,,,ft-com
WACUL,Sales & Marketing,,2010,,[],['Japan'],,,6.67,,,51,,,,,,,ft-com
PureSoftware,Technology,,2005,,[],['India'],,,22.94,,,750,,,,,,,ft-com
STEALIEN Inc.,Cyber Security,,2014,,[],['South Korea'],,,3.83,,,46,,,,,,,ft-com
Atlantic Navigation Holdings,Support Services,,1997,,[],['Singapore'],,,75.84,,,Not found,,,,,,,ft-com
Sta. Lucia Land Inc.,Property,,2007,,[],['Philippines'],,,154.32,,,109,,,,,,,ft-com
La Kaffa International,Food & Beverage,,2004,,[],['Taiwan'],,,160.24,,,Not found,,,,,,,ft-com
Svea Solar,Energy,,2013,,[],['Sweden'],,,"66,146,911",,,287,,,,,,,ft-com
Bevcraft Group,Food & Beverage,,2016,,[],['Ireland'],,,"4,046,859",,,16,,,,,,,ft-com
Ubiquicom,Technology,,2004,,[],['Italy'],,,"3,141,077",,,18,,,,,,,ft-com
Elliptic Enterprises,Fintech,,2013,,[],['UK'],,,"2,822,154",,,83,,,,,,,ft-com
VIVALDA,Construction,,2012,,[],['United Kingdom'],,,36.3,,,90,,,,,,,ft-com
eila Consulting,Travel & Leisure,,2013,,[],['Germany'],,,5.86,,,12,,,,,,,ft-com
FirstCom Solutions,Technology,,2011,,[],['Singapore'],,,5.63,,,158,,,,,,,ft-com
ERIMO Logistics,Transport,,2015,,[],['Japan'],,,16.97,,,135,,,,,,,ft-com
Kindom,Construction,,1979,,[],['Taiwan'],,,924.35,,,895,,,,,,,ft-com
Brogent Technologies,Technology,,2001,,[],['Taiwan'],,,67.27,,,173,,,,,,,ft-com
Kuradashi,Food & Beverage,,2014,,[],['Japan'],,,5.20,,,27,,,,,,,ft-com
Great Tree Pharmacy,Pharmaceuticals,,2016,,[],['Taiwan'],,,213.46,,,1193,,,,,,,ft-com
Learning Technologies Group,Technology,,2013,,[],['UK'],,,"19,446,429",,,932,,,,,,,ft-com
Booster Box,Advertising,,2016,,[],['Italy'],,,"1,628,120",,,26,,,,,,,ft-com
Italfrutta Distribuzioni*,Food & Beverage,,2014,,[],['Italy'],,,5.9,,,13,,,,,,,ft-com
Ankerkraut,Food & Beverage,,2013,,[],['Germany'],,,12.60,,,60,,,,,,,ft-com
LINK-US,Technology,,2014,,[],['Japan'],,,1.27,,,30,,,,,,,ft-com
Good Com Asset,Property,,2005,,[],['Japan'],,,242.77,,,95,,,,,,,ft-com
Espoirer,Transport,,2015,,[],['Japan'],,,5.76,,,30,,,,,,,ft-com
WT Microelectronics,Technology,,1993,,[],['Taiwan'],,,"10,838.01",,,Not found,,,,,,,ft-com
CHSI,Health,,2005,,[],['Philippines'],,,5.30,,,344,,,,,,,ft-com
Cura Farma,Health,,2014,,[],['Italy'],,,"4,436,220",,,9,,,,,,,ft-com
Assitech,Construction,,2016,,[],['Italy'],,,"3,590,541",,,9,,,,,,,ft-com
Accesa IT Systems,Technology,,2004,,[],['Romania'],,,15.4,,,500,,,,,,,ft-com
Cornexim,Agricultural Commodities,,2015,,[],['Hungary'],,,3.32,,,4,,,,,,,ft-com
Adsmurai,Advertising,,2014,,[],['Spain'],,,3.32,,,81,,,,,,,ft-com
"D LAB Co.,Ltd",Education,,2016,,[],['South Korea'],,,2.08,,,59,,,,,,,ft-com
ARCHISOUND Corp.,Technology,,2012,,[],['South Korea'],,,5.98,,,11,,,,,,,ft-com
FIREWORKS,Fashion,,2013,,[],['Japan'],,,6.84,,,57,,,,,,,ft-com
Mlion Corporation,Industrial Goods,,2011,,[],['Singapore'],,,54.70,,,13,,,,,,,ft-com
Sequretek,Cyber Security,,2013,,[],['India'],,,2.73,,,340,,,,,,,ft-com
KVS Premier,Construction,,1985,,[],['India'],,,48.82,,,346,,,,,,,ft-com
Kamado Bono,Personal & Household Goods,,2013,,[],['Lithuania'],,,"6,801,734",,,7,,,,,,,ft-com
Signaturit Solutions,Technology,,2013,,[],['Spain'],,,"3,362,524",,,121,,,,,,,ft-com
LendInvest,Fintech,,2008,,[],['United Kingdom'],,,41.8,,,127,,,,,,,ft-com
2E Vertriebs-GmbH,Retail,,2014,,[],['Germany'],,,8.03,,,13,,,,,,,ft-com
Brains Technology,Technology,,2008,,[],['Japan'],,,5.92,,,38,,,,,,,ft-com
Renewable Japan,Energy,,2012,,[],['Japan'],,,208.63,,,211,,,,,,,ft-com
KINLISER,Construction,,1997,,[],['Japan'],,,46.92,,,145,,,,,,,ft-com
Chime Ball Technology,Technology,,1999,,[],['Taiwan'],,,53.50,,,186,,,,,,,ft-com
Rich Honour International Designs,Interiors,,1977,,[],['Taiwan'],,,136.48,,,Not found,,,,,,,ft-com
hovid,Pharmaceuticals,,1980,,[],['Malaysia'],,,90.71,,,1416,,,,,,,ft-com
SIPADAN,Management Consulting,,2007,,[],['Spain'],,,"3,457,203",,,47,,,,,,,ft-com
Ayes,Technology,,2015,,[],['Italy'],,,"8,365,450",,,141,,,,,,,ft-com
Lemon Way,Fintech,,2007,,[],['France'],,,10.9,,,75,,,,,,,ft-com
Beer52,Ecommerce,,2013,,[],['United Kingdom'],,,12.35,,,24,,,,,,,ft-com
INTLOOP,Management Consulting,,2005,,[],['Japan'],,,67.03,,,145,,,,,,,ft-com
Venturer Group Corporate Solutions,Support Services,,2013,,[],['Singapore'],,,3.22,,,79,,,,,,,ft-com
Access Engineering,Industrial Goods,,2000,,[],['Japan'],,,2.50,,,5,,,,,,,ft-com
Up Young,Industrial Goods,,2002,,[],['Taiwan'],,,36.17,,,Not found,,,,,,,ft-com
Dbind Wire Products,Industrial Goods,,2013,,[],['India'],,,2.15,,,25,,,,,,,ft-com
Qburst,Technology,,2004,,[],['India'],,,394.51,,,1517,,,,,,,ft-com
Dateio,Fintech,,2013,,[],['Czech Republic'],,,"4,710,733",,,45,,,,,,,ft-com
Sistemi Sanitari,Health,,2016,,[],['Italy'],,,"2,064,254",,,5,,,,,,,ft-com
Traventia (Youbid),Travel & Leisure,,2013,,[],['Spain'],,,13.7,,,22,,,,,,,ft-com
Circle Imperium ,Media,,2012,,[],['Netherlands'],,,7.78,,,15,,,,,,,ft-com
Yukon Sky,Retail,,2003,,[],['Japan'],,,19.77,,,55,,,,,,,ft-com
Neebal,Technology,,2012,,[],['India'],,,2.30,,,200,,,,,,,ft-com
Iwamoto Shoji,Property,,2006,,[],['Japan'],,,25.77,,,35,,,,,,,ft-com
Union Gas Holdings,Energy,,2016,,[],['Singapore'],,,57.77,,,228,,,,,,,ft-com
People360 Consulting Corporation,Support Services,,2011,,[],['Philippines'],,,1.31,,,93,,,,,,,ft-com
KHAM,Media,,2004,,[],['Taiwan'],,,52.13,,,84,,,,,,,ft-com
CREST Investment,Property,,2016,,[],['Germany'],,,"4,857,817",,,16,,,,,,,ft-com
Playdigious,Games industry,,2015,,[],['France'],,,"2,192,902",,,9,,,,,,,ft-com
MEP Werke,Energy,,2011,,[],['Germany'],,,40.1,,,61,,,,,,,ft-com
Widget Brain Holding,Technology,,2015,,[],['Netherlands'],,,1.70,,,24,,,,,,,ft-com
wizionesysetms,Technology,,2014,,[],['South Korea'],,,3.03,,,29,,,,,,,ft-com
ELMO SOFTWARE,Technology,,2002,,[],['Australia'],,,47.56,,,535,,,,,,,ft-com
Easy Signs,Ecommerce,,2006,,[],['Australia'],,,13.20,,,68,,,,,,,ft-com
Open House Group,Property,,1997,,[],['Japan'],,,"4,967.02",,,2642,,,,,,,ft-com
Componenti Digitali,Retail,,2017,,[],['Italy'],,,"2,805,850",,,19,,,,,,,ft-com
Sabor a España,Retail,,2009,,[],['Spain'],,,"7,533,171",,,118,,,,,,,ft-com
GpasPlus,Retail,,2012,,[],['France'],,,2.4,,,8,,,,,,,ft-com
Velotransport,Transport,,2014,,[],['Italy'],,,2.42,,,43,,,,,,,ft-com
Sirius,Personal & Household Goods,,2008,,[],['Japan'],,,10.94,,,11,,,,,,,ft-com
