company_name,industry,headquarters_address,headquarters_city,headquarters_country,year_founded,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,representative_name,total_raised,company_description,company_stage,share_price,legal_form,_source_table
Medica Superspecialty Hospital,Healthcare,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Unimoni,FinTech,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
Soma Enterprises,Engineering & Construction,,,,1997,Private,,,,,,,,,,,,,,,AmbitionBox
Rockwell Automation,Industrial Automation,,,,1903,Private,,,,,,,,,,,,,,,AmbitionBox
Giesecke & Devrient,IT Services & Consulting,,,,1852,Private,,,,,,,,,,,,,,,AmbitionBox
TriGeo Technologies,IT Services & Consulting,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Infrastructure Leasing & Financial Services,Engineering & Construction,,,,1987,Private,,,,,,,,,,,,,,,AmbitionBox
QUICK HEAL TECHNOLOGIES,Software Product,,,,1995,Public,,,,,,,,,,,,,,,AmbitionBox
Mitsubishi Electric,Electronics Manufacturing,,,,1921,Private,,,,,,,,,,,,,,,AmbitionBox
Value Point Systems,IT Services & Consulting,,,,1991,Private,,,,,,,,,,,,,,,AmbitionBox
Roop Polymers,Auto Components,,,,1973,Public,,,,,,,,,,,,,,,AmbitionBox
Prime Focus Technologies,IT Services & Consulting,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Onshore Construction,Engineering & Construction,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
Practo,Internet,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Kissht Finance,FinTech,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Blue Yonder,IT Services & Consulting,,,,1985,Private,,,,,,,,,,,,,,,AmbitionBox
Zee Entertainment Enterprises,Media & Entertainment,,,,1992,Public,,,,,,,,,,,,,,,AmbitionBox
Embibe,EdTech,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Rao IIT Academy,Education & Training,,,,2014,Private,,,,,,,,,,,,,,,AmbitionBox
NetConnectGlobal,IT Services & Consulting,,,,1997,Private,,,,,,,,,,,,,,,AmbitionBox
SS Supply Chain Solutions,IT Services & Consulting,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Amazon Web Services,Software Product,,,,2006,Public,,,,,,,,,,,,,,,AmbitionBox
Novartis Healthcare,Pharma,,,,1996,Public,,,,,,,,,,,,,,,AmbitionBox
N.C.L. Industries,Building Material,,,,1980,Public,,,,,,,,,,,,,,,AmbitionBox
Telesonic Networks,Telecom,,,,2009,Public,,,,,,,,,,,,,,,AmbitionBox
TO THE NEW,IT Services & Consulting,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Alfanar,Electronics Manufacturing,,,,1976,Private,,,,,,,,,,,,,,,AmbitionBox
Labournet Services,Non-Profit,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
DHL Global Forwarding,Logistics,,,,1815,Private,,,,,,,,,,,,,,,AmbitionBox
Triumphant Institute of Management Education,Education & Training,,,,1992,Private,,,,,,,,,,,,,,,AmbitionBox
Greenlam Industries,Building Material,,,,2013,Public,,,,,,,,,,,,,,,AmbitionBox
Paramount Health Services Tpa,Internet,,,,2002,Private,,,,,,,,,,,,,,,AmbitionBox
Sulzer,Industrial Machinery,,,,1834,Private,,,,,,,,,,,,,,,AmbitionBox
HCG Hospital,Healthcare,,,,1989,Public,,,,,,,,,,,,,,,AmbitionBox
National Bulk Handling Corporation,Agriculture,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
Audi,Automobile,,,,1909,Private,,,,,,,,,,,,,,,AmbitionBox
Sudarshan Chemical Industries,Chemicals,,,,1951,Public,,,,,,,,,,,,,,,AmbitionBox
Delta Electronics,Electronics Manufacturing,,,,1992,Private,,,,,,,,,,,,,,,AmbitionBox
Heidelberg Cement,Building Material,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
Williams Lea Tag,Recruitment,,,,1820,Public,,,,,,,,,,,,,,,AmbitionBox
Uppcl,Power,,,,1999,Public,,,,,,,,,,,,,,,AmbitionBox
Tata International,Import & Export,,,,1962,Public,,,,,,,,,,,,,,,AmbitionBox
Exxon Mobil,Oil & Gas,,,,1999,Private,,,,,,,,,,,,,,,AmbitionBox
Mahindra Two Wheelers,Automobile,,,,2008,Public,,,,,,,,,,,,,,,AmbitionBox
Autoliv,Auto Components,,,,1953,Private,,,,,,,,,,,,,,,AmbitionBox
Advantmed,Software Product,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Ssipl Lifestyle,Retail,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
Venky's,FMCG,,,,1976,Public,,,,,,,,,,,,,,,AmbitionBox
Online Legal India,Legal,,,,2019,Private,,,,,,,,,,,,,,,AmbitionBox
Continental,Auto Components,,,,1871,Private,,,,,,,,,,,,,,,AmbitionBox
Avery Dennison,Printing / Packaging,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
IDBI Intech,IT Services & Consulting,,,,2000,Private,,,,,,,,,,,,,,,AmbitionBox
Marelli,Auto Components,,,,1919,Private,,,,,,,,,,,,,,,AmbitionBox
Iron Mountain Inc,IT Services & Consulting,,,,1951,Private,,,,,,,,,,,,,,,AmbitionBox
Flatworld Solutions,BPO,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
Kataria Automobiles,Automobile,,,,1990,Private,,,,,,,,,,,,,,,AmbitionBox
H & R Johnson,Building Material,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Vaaman Engineers,Engineering & Construction,,,,1990,Private,,,,,,,,,,,,,,,AmbitionBox
Toyota,Automobile,,,,1937,Private,,,,,,,,,,,,,,,AmbitionBox
Prestige Group,Real Estate,,,,1986,Private,,,,,,,,,,,,,,,AmbitionBox
Maxgen Technologies,IT Services & Consulting,,,,2013,Private,,,,,,,,,,,,,,,AmbitionBox
PC Jewellers,Metals & Mining,,,,2005,Public,,,,,,,,,,,,,,,AmbitionBox
Aurigo,IT Services & Consulting,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
SPAR Hypermarkets,Retail,,,,2007,Private,,,,,,,,,,,,,,,AmbitionBox
Satya MicroCapital,Financial Services,,,,2016,Public,,,,,,,,,,,,,,,AmbitionBox
Wipro Infotech Limited,,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Pinnacle Infotech,IT Services & Consulting,,,,1992,,,,,,,,,,,,,,,,AmbitionBox
IndianMoney.com,Investment Banking / Venture Capital / Private Equity,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Siemens Energy,Power,,,,1847,Private,,,,,,,,,,,,,,,AmbitionBox
JM Financial,Financial Services,,,,1984,Public,,,,,,,,,,,,,,,AmbitionBox
Vizag Steel,Iron & Steel,,,,1971,Public,,,,,,,,,,,,,,,AmbitionBox
ITSource Technologies,IT Services & Consulting,,,,1998,Public,,,,,,,,,,,,,,,AmbitionBox
Del Monte Foods,Food Processing,,,,1886,Private,,,,,,,,,,,,,,,AmbitionBox
S P Singla Constructions,Engineering & Construction,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Sona Comstar,Auto Components,,,,1995,Public,,,,,,,,,,,,,,,AmbitionBox
Shriram Value Services,IT Services & Consulting,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
MOURI Tech,IT Services & Consulting,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Royal Orchid Hotels,Hospitality,,,,1986,Public,,,,,,,,,,,,,,,AmbitionBox
Deloitte Digital,IT Services & Consulting,,,,2017,Private,,,,,,,,,,,,,,,AmbitionBox
Eicher Motors,Automobile,,,,1982,Public,,,,,,,,,,,,,,,AmbitionBox
B. Braun Medical,Healthcare,,,,1839,Private,,,,,,,,,,,,,,,AmbitionBox
NCCCL,Engineering & Construction,,,,1946,Private,,,,,,,,,,,,,,,AmbitionBox
Bombardier Transportation,Urban Transport,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
Federal Mogul Goetze,Auto Components,,,,1954,Public,,,,,,,,,,,,,,,AmbitionBox
Evelyn Learning Systems,EdTech,,,,2013,Private,,,,,,,,,,,,,,,AmbitionBox
F1 Info Solutions Services,IT Services & Consulting,,,,2001,Private,,,,,,,,,,,,,,,AmbitionBox
INDIABULLS PHARMACEUTICALS,Pharma,,,,2016,Private,,,,,,,,,,,,,,,AmbitionBox
MAYORA,Beverage,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
NTT,IT Services & Consulting,,,,1988,,,,,,,,,,,,,,,,AmbitionBox
Andritz,Industrial Machinery,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Zealous Services,BPO,,,,2007,Private,,,,,,,,,,,,,,,AmbitionBox
Qcon,Engineering & Construction,,,,1975,Private,,,,,,,,,,,,,,,AmbitionBox
SK E&C,Engineering & Construction,,,,1977,,,,,,,,,,,,,,,,AmbitionBox
STUP Consultants,Engineering & Construction,,,,1963,Private,,,,,,,,,,,,,,,AmbitionBox
Quislex Legal Services,Legal,,,,2004,Private,,,,,,,,,,,,,,,AmbitionBox
UCAL Fuel Systems,Auto Components,,,,1985,Public,,,,,,,,,,,,,,,AmbitionBox
Vimta Labs,Healthcare,,,,1984,Public,,,,,,,,,,,,,,,AmbitionBox
Sasken,IT Services & Consulting,,,,1989,Public,,,,,,,,,,,,,,,AmbitionBox
ADFC,Banking,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
Pratham Education Foundation,Education & Training,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
Trigent Software,IT Services & Consulting,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
Central Bank of India,Banking,,,,1911,Public,,,,,,,,,,,,,,,AmbitionBox
Sona Koyo Steering Systems,Auto Components,,,,1984,Private,,,,,,,,,,,,,,,AmbitionBox
Licious,Internet,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Aquasub Engineering,Industrial Machinery,,,,1983,Private,,,,,,,,,,,,,,,AmbitionBox
Danfoss Industries,Manufacturing,,,,1993,Private,,,,,,,,,,,,,,,AmbitionBox
BDO India LLP,Accounting & Auditing,,,,1973,LLP,,,,,,,,,,,,,,,AmbitionBox
Hsbc Technology,IT Services & Consulting,,,,1865,Private,,,,,,,,,,,,,,,AmbitionBox
Samsung C&T,Engineering & Construction,,,,1938,,,,,,,,,,,,,,,,AmbitionBox
IIC Technologies,IT Services & Consulting,,,,1994,Public,,,,,,,,,,,,,,,AmbitionBox
Universal Sompo General Insurance,Insurance,,,,2007,Private,,,,,,,,,,,,,,,AmbitionBox
Black Knight,IT Services & Consulting,,,,2014,Private,,,,,,,,,,,,,,,AmbitionBox
CIEL HR,Recruitment,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Wipro Digital,IT Services & Consulting,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Yokohama,Auto Components,,,,1917,Private,,,,,,,,,,,,,,,AmbitionBox
Indofil Industries,Agro Chemicals,,,,1993,Private,,,,,,,,,,,,,,,AmbitionBox
Indofil Industries,Agro Chemicals,,,,1993,Private,,,,,,,,,,,,,,,AmbitionBox
Psp Projects,Engineering & Construction,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Prama Hikvision India,Electronics Manufacturing,,,,2009,Private,,,,,,,,,,,,,,,AmbitionBox
CIEL HR,Recruitment,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Yokohama,Auto Components,,,,1917,Private,,,,,,,,,,,,,,,AmbitionBox
Wipro Digital,IT Services & Consulting,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Flamingo Pharmaceuticals,Pharma,,,,1985,Public,,,,,,,,,,,,,,,AmbitionBox
Allegis Group,Recruitment,,,,1983,Private,,,,,,,,,,,,,,,AmbitionBox
Teleysia Networks,Telecom,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Allied Blenders & Distillers,Beverage,,,,1986,Private,,,,,,,,,,,,,,,AmbitionBox
PK,IT Services & Consulting,,,,2004,Private,,,,,,,,,,,,,,,AmbitionBox
McCain Foods,Food Processing,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Shriram Housing Finance,Financial Services,,,,2010,Public,,,,,,,,,,,,,,,AmbitionBox
Miles Education - CPA & CMA Review (Hyderabad),EdTech,,,,2011,Private,,,,,,,,,,,,,,,AmbitionBox
Mars International India,Food Processing,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
SABIC,Chemicals,,,,1976,Private,,,,,,,,,,,,,,,AmbitionBox
Apple,Consumer Electronics & Appliances,,,,1976,Private,,,,,,,,,,,,,,,AmbitionBox
Carrier,Consumer Electronics & Appliances,,,,1915,Private,,,,,,,,,,,,,,,AmbitionBox
Aditya Birla Minacs,IT Services & Consulting,,,,1981,Private,,,,,,,,,,,,,,,AmbitionBox
Prism Cement,Building Material,,,,1997,Private,,,,,,,,,,,,,,,AmbitionBox
Reshamandi,Fashion & Textile,,,,2020,Private,,,,,,,,,,,,,,,AmbitionBox
McKinsey & Company,Management Consulting,,,,1926,Private,,,,,,,,,,,,,,,AmbitionBox
NU Vista,Building Material,,,,1974,Public,,,,,,,,,,,,,,,AmbitionBox
FMC,Agro Chemicals,,,,2009,Private,,,,,,,,,,,,,,,AmbitionBox
Aramex,Logistics,,,,1982,Private,,,,,,,,,,,,,,,AmbitionBox
Reliance Life Sciences,Pharma,,,,2001,Private,,,,,,,,,,,,,,,AmbitionBox
Corteva Agriscience,Agriculture,,,,2019,Public,,,,,,,,,,,,,,,AmbitionBox
Bharat Biotech International,Biotechnology,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Diya Systems,BPO,,,,2002,Private,,,,,,,,,,,,,,,AmbitionBox
Grindwell Norton,Industrial Machinery,,,,1941,Public,,,,,,,,,,,,,,,AmbitionBox
Grindwell Norton,Industrial Machinery,,,,1941,Public,,,,,,,,,,,,,,,AmbitionBox
Powerweave,BPO,,,,2001,Private,,,,,,,,,,,,,,,AmbitionBox
CRYSTAL CROP PROTECTION,Agro Chemicals,,,,1980,Public,,,,,,,,,,,,,,,AmbitionBox
Diffusion Engineers,Industrial Machinery,,,,1983,Private,,,,,,,,,,,,,,,AmbitionBox
Amri Hospital,Healthcare,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
ASG Eye Hospital,Healthcare,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Portea Medical,Healthcare,,,,2013,Private,,,,,,,,,,,,,,,AmbitionBox
Quantiphi Analytics Solutions,IT Services & Consulting,,,,2013,Private,,,,,,,,,,,,,,,AmbitionBox
Teamware Solutions,IT Services & Consulting,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
Spark Minda,Auto Components,,,,1958,Public,,,,,,,,,,,,,,,AmbitionBox
Clarivate Analytics,Analytics & KPO,,,,2016,Public,,,,,,,,,,,,,,,AmbitionBox
Kokilaben Dhirubhai Ambani Hospital,Healthcare,,,,2009,Private,,,,,,,,,,,,,,,AmbitionBox
Darcl Logistics,Logistics,,,,1975,Private,,,,,,,,,,,,,,,AmbitionBox
Khadims,Fashion & Textile,,,,1965,Public,,,,,,,,,,,,,,,AmbitionBox
Veritas Finance,Internet,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Allianz Services,Investment Banking / Venture Capital / Private Equity,,,,1890,Private,,,,,,,,,,,,,,,AmbitionBox
Hyundai Engineering and Construction,Engineering & Construction,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Voyants Solutions,Engineering & Construction,,,,2004,Private,,,,,,,,,,,,,,,AmbitionBox
Railtel Corporation Of India,Hardware & Networking,,,,2000,Public,,,,,,,,,,,,,,,AmbitionBox
Gupta Power Infrastructure,Power,,,,1961,Private,,,,,,,,,,,,,,,AmbitionBox
Cyfuture,IT Services & Consulting,,,,2001,,,,,,,,,,,,,,,,AmbitionBox
Chaayos,Hospitality,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Havmor Ice Cream,Food Processing,,,,1944,Private,,,,,,,,,,,,,,,AmbitionBox
JBS Enterprises,Electronics Manufacturing,,,,1987,Private,,,,,,,,,,,,,,,AmbitionBox
iNurture Education Solutions,Education & Training,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
DB Schenker,Logistics,,,,1990,Private,,,,,,,,,,,,,,,AmbitionBox
HP India Sales,Consumer Electronics & Appliances,,,,1997,Private,,,,,,,,,,,,,,,AmbitionBox
Vectus Industries,Petrochemicals,,,,2004,Private,,,,,,,,,,,,,,,AmbitionBox
Jio Platforms,IT Services & Consulting,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Super Smelters,Metals & Mining,,,,1995,,,,,,,,,,,,,,,,AmbitionBox
ABCI Infrastructures,Engineering & Construction,,,,1993,Private,,,,,,,,,,,,,,,AmbitionBox
Global Autotech,Auto Components,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Wellness Forever Medicare,Retail,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Top Office Pros Business Services,Logistics,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Matrix Business Services,Analytics & KPO,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
Nash Industries,Industrial Machinery,,,,1971,Private,,,,,,,,,,,,,,,AmbitionBox
Amber Enterprises India,Consumer Electronics & Appliances,,,,1990,Public,,,,,,,,,,,,,,,AmbitionBox
Cvent,IT Services & Consulting,,,,1999,Private,,,,,,,,,,,,,,,AmbitionBox
Skill Lync,EdTech,,,,2015,,,,,,,,,,,,,,,,AmbitionBox
Venus Remedies,Pharma,,,,1989,Public,,,,,,,,,,,,,,,AmbitionBox
Ranbaxy,Pharma,,,,1961,Public,,,,,,,,,,,,,,,AmbitionBox
Minda Furukawa Electric,Auto Components,,,,2007,Private,,,,,,,,,,,,,,,AmbitionBox
Aloha Technology,IT Services & Consulting,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
The Park Hotels,Hospitality,,,,1967,Private,,,,,,,,,,,,,,,AmbitionBox
Christian Medical College,Education & Training,,,,1900,Private,,,,,,,,,,,,,,,AmbitionBox
Grand Hyatt,Hospitality,,,,1957,Private,,,,,,,,,,,,,,,AmbitionBox
Air India Air Transport Services,Facility Management Services,,,,2003,,,,,,,,,,,,,,,,AmbitionBox
V.S.T Tillers Tractors,Industrial Machinery,,,,1967,Public,,,,,,,,,,,,,,,AmbitionBox
Ienergizer BPO Services,BPO,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Mahindra Satyam,IT Services & Consulting,,,,1987,Private,,,,,,,,,,,,,,,AmbitionBox
Emaar MGF,Real Estate,,,,2005,Public,,,,,,,,,,,,,,,AmbitionBox
NetAmbit,FinTech,,,,2000,Private,,,,,,,,,,,,,,,AmbitionBox
RSB Transmissions,Industrial Machinery,,,,1974,,,,,,,,,,,,,,,,AmbitionBox
Luxoft,IT Services & Consulting,,,,2000,LLP,,,,,,,,,,,,,,,AmbitionBox
Apollo Health and Lifestyle,Healthcare,,,,2002,Private,,,,,,,,,,,,,,,AmbitionBox
Nivea,Beauty & Personal Care,,,,1882,Private,,,,,,,,,,,,,,,AmbitionBox
Lafarge,Building Material,,,,1833,Private,,,,,,,,,,,,,,,AmbitionBox
Capital Foods,Food Processing,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Sterling,Healthcare,,,,1967,Private,,,,,,,,,,,,,,,AmbitionBox
Bharat Fritz Werner,Industrial Machinery,,,,1961,Private,,,,,,,,,,,,,,,AmbitionBox
Capital Foods,Food Processing,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Legrand,Electrical Equipment,,,,1860,Private,,,,,,,,,,,,,,,AmbitionBox
Boeing,Aviation,,,,1916,Public,,,,,,,,,,,,,,,AmbitionBox
Sandoz,Pharma,,,,1886,Private,,,,,,,,,,,,,,,AmbitionBox
Suraksha Diagnostic,Healthcare,,,,1992,Private,,,,,,,,,,,,,,,AmbitionBox
Munjal Showa,Auto Components,,,,1985,Public,,,,,,,,,,,,,,,AmbitionBox
Kirloskar Toyota Textile Machinery,Industrial Machinery,,,,1995,Private,,,,,,,,,,,,,,,AmbitionBox
Brembo Brake India,Auto Components,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
North East Small Finance Bank,Banking,,,,2016,Private,,,,,,,,,,,,,,,AmbitionBox
"Ministry Of Health, New Delhi",Healthcare,,,,1976,Public,,,,,,,,,,,,,,,AmbitionBox
Rackspace,IT Services & Consulting,,,,1998,Private,,,,,,,,,,,,,,,AmbitionBox
Paharpur Cooling Towers,Industrial Machinery,,,,1948,Private,,,,,,,,,,,,,,,AmbitionBox
Forever Living Products,Beauty & Personal Care,,,,1978,Private,,,,,,,,,,,,,,,AmbitionBox
Systra Consulting,Engineering & Construction,,,,1957,Private,,,,,,,,,,,,,,,AmbitionBox
Kuwait National Petroleum Company,Oil & Gas,,,,1960,Public,,,,,,,,,,,,,,,AmbitionBox
Safari Industries India,Fashion & Textile,,,,1974,Public,,,,,,,,,,,,,,,AmbitionBox
Honda Logistics,Logistics,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Wonderla Holidays,Hospitality,,,,2000,Public,,,,,,,,,,,,,,,AmbitionBox
Five-star Business Finance,NBFC,,,,1984,Public,,,,,,,,,,,,,,,AmbitionBox
IDP Education,EdTech,,,,1969,Government,,,,,,,,,,,,,,,AmbitionBox
Suzuki,Automobile,,,,2014,Private,,,,,,,,,,,,,,,AmbitionBox
Integra Software Services,IT Services & Consulting,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
HyperCITY,Retail,,,,2004,Private,,,,,,,,,,,,,,,AmbitionBox
South Indian Bank,Banking,,,,1929,Public,,,,,,,,,,,,,,,AmbitionBox
Hero Cycles,Automobile,,,,1956,Public,,,,,,,,,,,,,,,AmbitionBox
Indraprastha Gas,Oil & Gas,,,,1998,Public,,,,,,,,,,,,,,,AmbitionBox
Majesco,IT Services & Consulting,,,,1982,Public,,,,,,,,,,,,,,,AmbitionBox
Nowfloats Technologies,Software Product,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Eversendai,Engineering & Construction,,,,1984,Private,,,,,,,,,,,,,,,AmbitionBox
ByteDance,Internet,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Ben Franklin Opticians,Medical Equipment,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Jindal Poly Films,Packaging,,,,1974,Public,,,,,,,,,,,,,,,AmbitionBox
Mikuni,Auto Components,,,,1923,Private,,,,,,,,,,,,,,,AmbitionBox
Bhilosa Industries,Fashion & Textile,,,,1988,Private,,,,,,,,,,,,,,,AmbitionBox
QuEST Global Engineering,,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Varuna Integrated Logistics,Logistics,,,,1996,Private,,,,,,,,,,,,,,,AmbitionBox
Meyer Organics,Pharma,,,,1982,Private,,,,,,,,,,,,,,,AmbitionBox
Ryan International School,Education & Training,,,,1992,Public,,,,,,,,,,,,,,,AmbitionBox
RealPage,IT Services & Consulting,,,,1998,Private,,,,,,,,,,,,,,,AmbitionBox
Zycus Infotech,Software Product,,,,1997,Private,,,,,,,,,,,,,,,AmbitionBox
DATAMARK BPO SERVICE (P) LTD,BPO,,,,1989,Private,,,,,,,,,,,,,,,AmbitionBox
1 India Family Mart,Retail,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
UDAAN CARGO & LOGISTICS,Logistics,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Gtpl Broadband,Telecom,,,,2006,Private,,,,,,,,,,,,,,,AmbitionBox
Data Entry,BPO,,,,1999,Private,,,,,,,,,,,,,,,AmbitionBox
Morepen Laboratories,Pharma,,,,1984,Public,,,,,,,,,,,,,,,AmbitionBox
Syneos Health,Clinical Research,,,,1984,Private,,,,,,,,,,,,,,,AmbitionBox
Ventura Securities,Financial Services,,,,1994,Public,,,,,,,,,,,,,,,AmbitionBox
Penna Cement Industries,Building Material,,,,HQ,Private,,,,,,,,,,,,,,,AmbitionBox
Bussan Auto Finance,Financial Services,,,,1934,Private,,,,,,,,,,,,,,,AmbitionBox
Chemplast Sanmar,Building Material,,,,1967,Private,,,,,,,,,,,,,,,AmbitionBox
L&T Heavy Engineering,Engineering & Construction,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Mott MacDonald,Engineering & Construction,,,,1902,,,,,,,,,,,,,,,,AmbitionBox
Uplers,IT Services & Consulting,,,,2012,Private,,,,,,,,,,,,,,,AmbitionBox
Honeywell International India,Defence & Aerospace,,,,1906,,,,,,,,,,,,,,,,AmbitionBox
India Post,Government,,,,1854,Public,,,,,,,,,,,,,,,AmbitionBox
PTC,Software Product,,,,1985,Public,,,,,,,,,,,,,,,AmbitionBox
Greet Technologies,Recruitment,,,,1991,Private,,,,,,,,,,,,,,,AmbitionBox
ABP Group,Printing & Publishing,,,,1922,Private,,,,,,,,,,,,,,,AmbitionBox
convergys india services,,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Sanmina Sci,Electronics Manufacturing,,,,1980,Private,,,,,,,,,,,,,,,AmbitionBox
Montecarlo Construction,Engineering & Construction,,,,1995,,,,,,,,,,,,,,,,AmbitionBox
Ge T & D India,Electrical Equipment,,,,1957,Public,,,,,,,,,,,,,,,AmbitionBox
GD Goenka Public School,Education & Training,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
Transrail Lighting,Engineering & Construction,,,,2008,Private,,,,,,,,,,,,,,,AmbitionBox
Artemis Health Institute,Healthcare,,,,2007,Public,,,,,,,,,,,,,,,AmbitionBox
Metso Outotec,Industrial Machinery,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Caparo Maruti,Auto Components,,,,1994,JV,,,,,,,,,,,,,,,AmbitionBox
Radico Khaitan,Beverage,,,,1943,Public,,,,,,,,,,,,,,,AmbitionBox
R.S. Infraprojects,Real Estate,,,,2005,Private,,,,,,,,,,,,,,,AmbitionBox
Ppap Automotive,Auto Components,,,,1978,Public,,,,,,,,,,,,,,,AmbitionBox
Hilex,Automobile,,,,1946,Private,,,,,,,,,,,,,,,AmbitionBox
BYJU'S Exam Prep,EdTech,,,,2015,Private,,,,,,,,,,,,,,,AmbitionBox
Hewlett Packard Globalsoft,Hardware & Networking,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Pathkind Diagnostics Private Limited,Healthcare,,,,2016,Private,,,,,,,,,,,,,,,AmbitionBox
MITS GLOBAL CONSULTING,Recruitment,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Muthoottu Mini Financiers,,,,,[],,,,,,,,,,,,,,,,AmbitionBox
Vindhya Telelinks,Hardware & Networking,,,,1983,Public,,,,,,,,,,,,,,,AmbitionBox
EID Parry (India),FMCG,,,,1788,Public,,,,,,,,,,,,,,,AmbitionBox
IFFCO Kisan Sanchar,Agro Chemicals,,,,2007,Private,,,,,,,,,,,,,,,AmbitionBox
Torry Harris Business Solutions,IT Services & Consulting,,,,1998,Private,,,,,,,,,,,,,,,AmbitionBox
Dana India,Auto Components,,,,2001,Private,,,,,,,,,,,,,,,AmbitionBox
Enco Engineers Combine,Auto Components,,,,1983,Private,,,,,,,,,,,,,,,AmbitionBox
Indian Space Research Organisation,Defence & Aerospace,,,,1969,Public,,,,,,,,,,,,,,,AmbitionBox
Essar Projects India,Engineering & Construction,,,,1969,Public,,,,,,,,,,,,,,,AmbitionBox
Guidehouse,IT Services & Consulting,,,,2003,Private,,,,,,,,,,,,,,,AmbitionBox
Me n Moms,Retail,,,,1994,Private,,,,,,,,,,,,,,,AmbitionBox
ITI,Hardware & Networking,,,,1948,Private,,,,,,,,,,,,,,,AmbitionBox
Eurokids,Education & Training,,,,2001,Private,,,,,,,,,,,,,,,AmbitionBox
