company_name,industry,headquarters_address,headquarters_city,headquarters_country,year_founded,ownership,company_number,employee_count,market_cap_usd,total_revenue_usd,net_profit_usd,total_assets_usd,company_website,social_media_links,representative_name,total_raised,company_description,company_stage,share_price,legal_form,_source_table
Ibm Italia Spa,Services,CIRCONVALLAZIONE IDROSCALO SNC,MILANO,ITALY,1927,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Brembo Spa,Manufacturing,VIALE EUROPA 2,BERGAMO,ITALY,1971,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Nuova Fourb Srl,"Finance, Insurance, and Real Estate",VIA MONTE ORTIGARA 5,BERGAMO,ITALY,2004,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sky Italia Srl,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA MONTE PENICE 7,MILANO,ITALY,1993,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Barilla G. E R. Fratelli Spa,Manufacturing,VIA MANTOVA 166,PARMA,ITALY,1988,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alitalia Societa' Aerea Italiana Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA ALBERTO NASSETTI PAL.ALFA SNC,ROMA,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bolton Group Srl,Services,VIA GIOVANNI BATTISTA PIRELLI 19,MILANO,ITALY,1980,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Factor Holding Srl,"Finance, Insurance, and Real Estate",VIA GIOVANNI BATTISTA PIRELLI 19,MILANO,ITALY,2010,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Anas Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA MONZAMBANO 10,ROMA,ITALY,1950,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Maire Tecnimont Spa,"Finance, Insurance, and Real Estate",VIA GAETANO DE CASTILLIA 6/A,MILANO,ITALY,2003,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Samsung Electronics Italia Spa,Wholesale Trade,VIA MIKE BONGIORNO 9,MILANO,ITALY,1991,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Renault Italia Spa,Retail Trade,VIA TIBURTINA 1159,ROMA,ITALY,1962,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Axa Assicurazioni Spa,"Finance, Insurance, and Real Estate",CORSO COMO 17,MILANO,ITALY,1947,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Mediamarket Spa,Retail Trade,VIA FURLANELLI 69,MONZA E BRIANZA,ITALY,1990,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Finarvedi Spa,"Finance, Insurance, and Real Estate",PIAZZA LODI 7,CREMONA,ITALY,1979,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Inalca Spa,Manufacturing,VIA SPILAMBERTO 30/C,MODENA,ITALY,1988,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Banca Nazionale Del Lavoro Spa,"Finance, Insurance, and Real Estate",VIALE ALTIERO SPINELLI 30,ROMA,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fastweb Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA FRANCESCO CARACCIOLO 51,MILANO,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Finbre Spa,"Finance, Insurance, and Real Estate",VIALE DEL LAVORO 20,VERONA,ITALY,1986,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Maxi Di Srl,Retail Trade,VIALE DEL LAVORO 20,VERONA,ITALY,1975,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Swisscom Italia Srl,"Finance, Insurance, and Real Estate",PIAZZA ADRIANO OLIVETTI 1,MILANO,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Zurich Investments Life Spa,"Finance, Insurance, and Real Estate",VIA BENIGNO CRESPI 23,MILANO,ITALY,1952,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Arca Vita Spa,"Finance, Insurance, and Real Estate",VIA DEL FANTE 21,VERONA,ITALY,1987,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Agricola Tre Valli Societa' Cooperativa,Manufacturing,VIA VALPANTENA 18/G,VERONA,ITALY,1983,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Conad Consorzio Nazionale Dettaglianti Soc Coop,Wholesale Trade,VIA MICHELINO 59,BOLOGNA,ITALY,1962,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sesa Spa,Services,VIA DELLA PIOVOLA 138,FIRENZE,ITALY,2010,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Terna Rete Elettrica Nazionale Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIALE EGIDIO GALBANI 70,ROMA,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Moncler Spa,"Finance, Insurance, and Real Estate",VIA ENRICO STENDHAL 47,MILANO,ITALY,2004,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Michelin Italiana S.a.m.i. Spa,Manufacturing,CORSO GIULIO CESARE 424/95/C,TORINO,ITALY,1930,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Brt Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA ENRICO MATTEI 42,BOLOGNA,ITALY,1979,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
De' Longhi Appliances Srl,Manufacturing,VIA LODOVICO SEITZ 47,TREVISO,ITALY,1968,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ford Italia Spa,Retail Trade,VIA DEL SERAFICO 89,ROMA,ITALY,1929,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
So.fi.d.a. Spa,"Finance, Insurance, and Real Estate",CONTRADA DELLA MISERICORDIA 14,VICENZA,ITALY,1988,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Arianna 2001 Spa,Services,VIA LEOPOLDO SERRA 32,ROMA,ITALY,1985,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Recordati Industria Chimica E Farmaceutica Spa,Manufacturing,VIA MATTEO CIVITALI 1,MILANO,ITALY,1926,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Leroy Merlin Italia Srl,Retail Trade,STRADA 8 PALAZZO N MILANOFIORI,MILANO,ITALY,1993,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Vittoria Assicurazioni Spa,"Finance, Insurance, and Real Estate",VIA IGNAZIO GARDELLA 2,MILANO,ITALY,1921,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Vanini Holding Srl,"Finance, Insurance, and Real Estate",VIA ANSPERTO 7,MILANO,ITALY,2004,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fedrigoni Spa,Manufacturing,VIA ENRICO FERMI 13/F,VERONA,ITALY,1961,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Gruppo Ipg Holding Spa,"Finance, Insurance, and Real Estate",VIALE BIANCA MARIA 24,MILANO,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bg Holding Srl,"Finance, Insurance, and Real Estate",VIA BORGONUOVO 14,MILANO,ITALY,2020,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Burgo Group Spa,Manufacturing,VIA PIAVE 1,VICENZA,ITALY,1905,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Gruppo Lactalis Italia Srl,"Finance, Insurance, and Real Estate",VIA FLAVIO GIOIA 8,MILANO,ITALY,2002,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Megaholding Srl,"Finance, Insurance, and Real Estate",STRADA PROVINCIALE 130 ANDRIA-TRANI,BARLETTA ANDRIA TRANI,ITALY,1979,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Betflag Spa,Services,ZONA INDUSTRIALE DI BARAGIANO SNC,POTENZA,ITALY,2010,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Computer Gross Spa,Wholesale Trade,VIA DEL PINO 1,FIRENZE,ITALY,1993,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Publitalia 80 Concessionaria Pubblicita' Spa,Services,VIALE EUROPA 46,MILANO,ITALY,1979,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Papiniano Spa,"Finance, Insurance, and Real Estate",VIA GUGLIELMO MARCONI 36,BOLOGNA,ITALY,1985,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ies Italiana Energia E Servizi Spa,Manufacturing,STRADA CIPATA 79,MANTOVA,ITALY,1975,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Commercianti Indipendenti Associati Soc Coop,Wholesale Trade,VIA DEI MERCANTI 3,FORLI'-CESENA,ITALY,1959,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Casillo Partecipazioni Spa,"Finance, Insurance, and Real Estate",VIA ANTONIO SANT'ELIA,BARI,ITALY,1998,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Otb Spa,"Finance, Insurance, and Real Estate",VIA DELL'INDUSTRIA 2,VICENZA,ITALY,1981,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ansaldo Energia Spa,Manufacturing,VIA NICOLA LORENZI 8,GENOVA,ITALY,1953,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Romeo Gas Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA VERIZZO 1030,TREVISO,ITALY,2021,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sg Distribuzione Srl,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA GIORGIO PERLASCA 20/C,PARMA,ITALY,2022,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Radicifin Sapa,"Finance, Insurance, and Real Estate",VIA GIUSEPPE VERDI 11,BERGAMO,ITALY,1985,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alpha Trading Spa,Wholesale Trade,VIA BRIGATA LIGURIA 3/19,GENOVA,ITALY,1985,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Credit Agricole Italia Spa,"Finance, Insurance, and Real Estate",STRADA DELL'UNIVERSITA' 1,PARMA,ITALY,1860,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Manpower Srl,Services,VIA GIOACCHINO ROSSINI 6/8,MILANO,ITALY,1996,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bennet Holding Spa,"Finance, Insurance, and Real Estate",PIAZZA DELLA REPUBBLICA 28,MILANO,ITALY,2010,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Finmeg Srl,"Finance, Insurance, and Real Estate",PIAZZA DELLA REPUBBLICA 28,MILANO,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bennet Spa,Retail Trade,VIA ENZO RATTI 2,COMO,ITALY,1983,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Servizi In Rete 2001 Srl,Services,VIA LEOPOLDO SERRA 32,ROMA,ITALY,1988,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Cosulich International Srl,"Finance, Insurance, and Real Estate",PONTE FRANCESCO MOROSINI 41,GENOVA,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fratelli Cosulich Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA DANTE ALIGHIERI 5,TRIESTE,ITALY,1948,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Dolomiti Energia Trading Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA FERSINA 23,TRENTO,ITALY,2000,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ferrero Commerciale Italia Srl,Wholesale Trade,PIAZZALE PIETRO FERRERO 1,CUNEO,ITALY,2015,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Arcelormittal Commercial Italy Srl,Wholesale Trade,ZONA INDUSTRIALE SNC,AVELLINO,ITALY,1971,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Arval Service Lease Italia Spa,Services,VIA DELLE SETTE REGOLE 21,FIRENZE,ITALY,1995,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Reti Televisive Italiane Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIALE EUROPA 44/46 48,MILANO,ITALY,1983,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Caltagirone Spa,"Finance, Insurance, and Real Estate",VIA BARBERINI 28,ROMA,ITALY,1908,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Nexi Payments Spa,"Finance, Insurance, and Real Estate",CORSO SEMPIONE 55,MILANO,ITALY,1985,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Unicomm Srl,Retail Trade,VIA ADELE BEI 340,FORLI'-CESENA,ITALY,1980,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Hdi Assicurazioni Spa,"Finance, Insurance, and Real Estate",PIAZZA GUGLIELMO MARCONI 25,ROMA,ITALY,1927,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Iper Montebello Spa,Retail Trade,VIA MARCO ULPIO TRAIANO 57,MILANO,ITALY,1963,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Egea Ente Gestione Energia E Ambiente Spa,"Finance, Insurance, and Real Estate",VIA VIVARO 2,CUNEO,ITALY,1924,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sdf Spa,"Finance, Insurance, and Real Estate",VIALE FRANCESCO CASSANI 14,BERGAMO,ITALY,1927,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Reply Spa,Services,VIA CARDINALE GUGLIELMO MASSAIA 83,TORINO,ITALY,1997,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sdf Holding Spa,"Finance, Insurance, and Real Estate",VIA XX SETTEMBRE 58/C,BERGAMO,ITALY,2017,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Compagnia Siderurgica Italiana Srl,"Finance, Insurance, and Real Estate",ZONA INDUSTRIALE,UDINE,ITALY,2006,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fin.fer. Spa,"Finance, Insurance, and Real Estate",ZONA INDUSTRIALE SNC,UDINE,ITALY,1977,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Credemvita Spa,"Finance, Insurance, and Real Estate",VIA LUIGI SANI 1,REGGIO EMILIA,ITALY,1990,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ge Italia Holding Srl,"Finance, Insurance, and Real Estate",VIA I MAGGIO 99,TORINO,ITALY,2019,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alperia Smart Services Srl,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA DODICIVILLE 8,BOLZANO,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ovs Spa,Retail Trade,VIA TERRAGLIO 17,VENEZIA,ITALY,2014,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Candy Hoover Group Srl,Manufacturing,VIA EDEN FUMAGALLI,MONZA E BRIANZA,ITALY,1945,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Francesco Spa,"Finance, Insurance, and Real Estate",VIA DEL RIO 400,FORLI'-CESENA,ITALY,2008,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Amadori Spa,"Finance, Insurance, and Real Estate",PIAZZA BORROMEO 14,MILANO,ITALY,2017,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Cooperativa Esercenti Farmacia Soc. Coop. A Rl,Wholesale Trade,VIA ACHILLE GRANDI 18,BRESCIA,ITALY,1934,Cooperative,,,,,,,,,,,,,,,hitHorizons_dataset
Centauro Srl,"Finance, Insurance, and Real Estate",VIA AGOSTINO BERTANI 2,MILANO,ITALY,1994,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Tesya Spa,"Finance, Insurance, and Real Estate",VIA PADANA SUPERIORE 19,MILANO,ITALY,1952,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alpiq Energia Italia Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA MAROSTICA 1,MILANO,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alpiq Italia Srl,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA MAROSTICA 1,MILANO,ITALY,2000,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Impresa Pizzarotti & C. Spa,Construction,VIA MADRE ANNA MARIA ADORNI 1,PARMA,ITALY,1910,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Autotorino Spa,Retail Trade,VIA STAZIONE 4,SONDRIO,ITALY,1990,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Philip Morris Manufacturing & Technology Bologna Spa,Manufacturing,VIA GIACOMO VENTURI 1-2,BOLOGNA,ITALY,1962,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sanofi Srl,Manufacturing,VIALE LUIGI BODIO 37/B,MILANO,ITALY,1938,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Leasys Spa,Services,CORSO ORBASSANO 367,TORINO,ITALY,2000,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Unilever Italia Mkt. Operations Srl,Wholesale Trade,VIA PAOLO DI DONO 3/A,ROMA,ITALY,1996,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Decathlon Italia Srl,Retail Trade,VIA LAVORATORI AUTOBIANCHI 1,MONZA E BRIANZA,ITALY,1991,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Hb Trading Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",PIAZZA GIUSEPPE GARIBALDI 4,LA SPEZIA,ITALY,2008,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Eurospin Lazio Spa,Retail Trade,VIA FRANCESCO BARACCA 2/4 6,LATINA,ITALY,1994,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Megamark Srl,Wholesale Trade,STRADA PROVINCIALE 130 ANDRIA-TRANI,BARLETTA ANDRIA TRANI,ITALY,2003,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Acciaierie Venete Spa,Manufacturing,RIVIERA FRANCIA 9/11,PADOVA,ITALY,1963,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Parsid Spa,"Finance, Insurance, and Real Estate",RIVIERA FRANCIA 9/11,PADOVA,ITALY,2006,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Cnh Industrial N.v.,"Finance, Insurance, and Real Estate",LUNGOSTURA LAZIO 3A,TORINO,ITALY,2013,Foreign Company,,,,,,,,,,,,,,,hitHorizons_dataset
Nestle' Italiana Spa,Manufacturing,VIA DEL MULINO 6,MILANO,ITALY,1913,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Granarolo Spa,Manufacturing,VIA CADRIANO 27/2,BOLOGNA,ITALY,1988,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fideuram Intesa Sanpaolo Private Banking Spa,"Finance, Insurance, and Real Estate",PIAZZALE GIULIO DOUHET 31,ROMA,ITALY,1949,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
C.l.n. Coils Lamiere Nastri Spa,Manufacturing,CORSO SUSA 13/15,TORINO,ITALY,1967,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ferfina Spa,"Finance, Insurance, and Real Estate",VIA SALARIA 1039,ROMA,ITALY,1932,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Finanziaria Dei Dogi Srl,"Finance, Insurance, and Real Estate",VIA SALARIA 1039,ROMA,ITALY,2012,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Engineering - Ingegneria Informatica Spa,Services,PIAZZALE DELL'AGRICOLTURA 24,ROMA,ITALY,1980,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Granlatte Soc Coop Agricola A Rl,"Agriculture, Forestry, and Fishing",VIA CADRIANO 36,BOLOGNA,ITALY,1957,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
E.on Energia Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA DELL'UNIONE 1,MILANO,ITALY,2004,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Metro Italia Cash And Carry Spa,Wholesale Trade,VIA XXV APRILE 23,MILANO,ITALY,1972,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Grimaldi Euromed Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA MARCHESE CAMPODISOLA 13,NAPOLI,ITALY,1973,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Procter & Gamble Holding Srl,Services,VIALE GIORGIO RIBOTTA 11,ROMA,ITALY,1956,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Cassa Di Compensazione E Garanzia Spa,"Finance, Insurance, and Real Estate",VIA TOMACELLI 146,ROMA,ITALY,1992,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Tech Data Italia Srl,Manufacturing,VIALE LEONE TOLSTOJ 65,MILANO,ITALY,1983,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Waterfall Italia Spa,"Finance, Insurance, and Real Estate",VIALE GIOSUE' CARDUCCI 48,BOLOGNA,ITALY,2015,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
I.d. 4 Italia Srl,"Finance, Insurance, and Real Estate",VIALE GIOSUE' CARDUCCI 48,BOLOGNA,ITALY,2014,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Alperia Trading Srl,"Transportation, Communications, Electric, Gas, and Sanitary Services",VIA DODICIVILLE 8,BOLZANO,ITALY,1999,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Sogefi Spa,"Finance, Insurance, and Real Estate",VIA CIOVASSINO 1/A,MILANO,ITALY,1980,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Conad Centro Nord Soc Coop,Wholesale Trade,VIA JOHN FITZGERALD KENNEDY 5,REGGIO EMILIA,ITALY,1997,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Societa' Agricola La Pellegrina Spa,"Agriculture, Forestry, and Fishing",VIA VALPANTENA 18/G,VERONA,ITALY,1976,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Siderurgica Investimenti Srl,"Finance, Insurance, and Real Estate",VIA GIUSEPPE VERDI 8,BRESCIA,ITALY,1989,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Zucchetti Group Spa,"Finance, Insurance, and Real Estate",VIA SOLFERINO 1,LODI,ITALY,1978,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Finde Spa,"Finance, Insurance, and Real Estate",CORSO GIOVANNI LANZA 101,TORINO,ITALY,1994,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Shell Italia Holding Spa,"Finance, Insurance, and Real Estate",VIALE THOMAS ALVA EDISON 110,MILANO,ITALY,2002,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Marseglia Group Spa,"Finance, Insurance, and Real Estate",VIA BAIONE 200,BARI,ITALY,1990,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bricoman Italia Srl,Retail Trade,VIA GUGLIELMO MARCONI 24,MILANO,ITALY,2007,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Centurion Newco Spa,"Finance, Insurance, and Real Estate",VIALE BIANCA MARIA 25,MILANO,ITALY,2020,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Egea Commerciale,"Transportation, Communications, Electric, Gas, and Sanitary Services",CORSO NINO BIXIO 8,CUNEO,ITALY,1996,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Basell Poliolefine Italia Srl,Manufacturing,PIAZZALE GUIDO DONEGANI 12,FERRARA,ITALY,1995,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Luxottica Srl,Manufacturing,FRAZIONE VALCOZZENA 10,BELLUNO,ITALY,1961,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Fater Spa,Manufacturing,VIA MARE ADRIATICO 122,PESCARA,ITALY,1990,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
U.t. Communications Spa,"Finance, Insurance, and Real Estate",VIA MONTE NAPOLEONE 8,MILANO,ITALY,1994,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ali' Spa,Retail Trade,VIA OLANDA 2,PADOVA,ITALY,1973,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Lukoil Italia Srl,Wholesale Trade,VIA LEONIDA BISSOLATI 20,ROMA,ITALY,2008,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Bitron Industrie Spa,"Finance, Insurance, and Real Estate",STRADA DEL PORTONE 95,TORINO,ITALY,1993,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Ali' Group Srl,"Finance, Insurance, and Real Estate",VIA OLANDA 2,PADOVA,ITALY,2006,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Epta Spa,Manufacturing,VIA MECENATE 86,MILANO,ITALY,2003,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Epta Hdp Spa,"Finance, Insurance, and Real Estate",VIA MECENATE 86,MILANO,ITALY,2017,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Postepay Spa,"Finance, Insurance, and Real Estate",VIALE EUROPA 190,ROMA,ITALY,2001,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Pini Holding Srl,"Finance, Insurance, and Real Estate",VIA RUGGERO BOSCOVICH 27,MILANO,ITALY,2018,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Itinera Spa,Construction,STRADA STATALE PER ALESSANDRIA 6/A,ALESSANDRIA,ITALY,1995,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Acciaierie Valbruna Spa,Manufacturing,VIALE DELLA SCIENZA 25,VICENZA,ITALY,1925,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Penny Market Srl,Retail Trade,STRADA PROVINCIALE 11 PADANA SUPERIORE 2/B,MILANO,ITALY,1997,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Valentino Spa,Services,VIALE DEI LANIFICI 1,VICENZA,ITALY,1997,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Dana Graziano Srl,Manufacturing,VIA CUMIANA 14,TORINO,ITALY,1989,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Iris Mobili Srl,Retail Trade,VIA CARLO POMA 11,ROMA,ITALY,2002,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Padana Tubi E Profilati Acciaio Spa,Manufacturing,VIA PORTAMURATA 8/A,REGGIO EMILIA,ITALY,1975,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Adler Plastic Spa,Manufacturing,VIA MOZZONI LOCALITA' S.DOMENICO,NAPOLI,ITALY,1980,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Cofco International Italy Srl,Wholesale Trade,PIAZZA JOHN FITZGERALD KENNEDY 3,RAVENNA,ITALY,2004,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Diasorin Spa,"Finance, Insurance, and Real Estate",VIA CRESCENTINO,VERCELLI,ITALY,1996,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
T.c.a. Trattamenti Ceneri Auroargentifere Spa,Manufacturing,LOCALITA' CASTELLUCCIO 11,AREZZO,ITALY,1977,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
Groupama Assicurazioni Spa,"Finance, Insurance, and Real Estate",VIALE CESARE PAVESE 385,ROMA,ITALY,1929,Corporation,,,,,,,,,,,,,,,hitHorizons_dataset
