id_left,id_right,name_sim,industry_exact,city_exact,company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,normalized_pair
30285,2718,0.8754838709677419,0,0,TELUS International (Cda) Inc.,,Vancouver,TELUS International Philippines,IT Services & Consulting,,"('telus international (cda) inc.', 'telus international philippines')"
30336,8468,0.843939393939394,0,0,Atlas Corp.,,Vancouver,Atlas Cycles,Automobile,,"('atlas corp.', 'atlas cycles')"
30336,8526,0.843939393939394,0,0,Atlas Corp.,,Vancouver,Atlas Cycles,Automobile,,"('atlas corp.', 'atlas cycles')"
30356,19688,0.8793650793650793,0,0,Killam Apartment Real Estate Investment Trust,,Halifax,Killam Apartment Reit,"['REITs', 'Real estate', 'Investment']",,"('killam apartment real estate investment trust', 'killam apartment reit')"
30795,22212,0.8611832611832613,0,0,"Graphite One, Inc.",,Vancouver,Graphite India,,,"('graphite india', 'graphite one, inc.')"
30887,4819,0.8612745098039215,0,0,Mayfair Gold Corp,,Matheson,Mayfair Hotels & Resorts,Hospitality,,"('mayfair gold corp', 'mayfair hotels & resorts')"
31107,20459,0.8844444444444444,0,0,Sphere 3D Corp.,,Toronto,Sphere 3d,"['Software', 'Tech']",,"('sphere 3d', 'sphere 3d corp.')"
31154,15405,0.878997975708502,0,0,Golden Star Resources Ltd.,,Toronto,Golden Star Ferries,Industrials,,"('golden star ferries', 'golden star resources ltd.')"
31519,13810,0.8718954248366013,0,0,Advantech Co. Ltd,,Taipei,Advantest,,,"('advantech co. ltd', 'advantest')"
32529,19000,0.89,0,0,Straumann Holding AG,,Basel,Straumann,['Medical devices'],,"('straumann', 'straumann holding ag')"
32600,15502,0.87,0,0,Olympus Corp,,Tokyo,Olympus Airways,Consumer services,,"('olympus airways', 'olympus corp')"
32630,680,0.9,0,0,DENSO Corp,,Kariya,DENSO,Auto Components,,"('denso', 'denso corp')"
32631,8419,0.8761363636363637,0,0,Hitachi Ltd,,Tokyo,Hitachi MGRM Net,IT Services & Consulting,,"('hitachi ltd', 'hitachi mgrm net')"
33593,12175,0.888888888888889,0,0,KDDI Corp,,Tokyo,KDDI,,,"('kddi', 'kddi corp')"
33593,24185,0.888888888888889,0,0,KDDI Corp,,Tokyo,KDDI,,,"('kddi', 'kddi corp')"
33895,13725,0.9,0,0,"Arca Continental, S.A.B. de C.V.",,Monterrey,Arca Continental,,,"('arca continental', 'arca continental, s.a.b. de c.v.')"
33895,19150,0.9,0,0,"Arca Continental, S.A.B. de C.V.",,Monterrey,Arca Continental,['Beverages'],,"('arca continental', 'arca continental, s.a.b. de c.v.')"
33983,25653,0.8677612242829634,0,0,China Railway Group Ltd,,Kowloon,China Railway Hi-tech Industry Corp Ltd,,Beijing,"('china railway group ltd', 'china railway hi-tech industry corp ltd')"
34198,5607,0.8632478632478632,0,0,Japfa Ltd,,Singapore,Japfa Comfeed,Agriculture,,"('japfa comfeed', 'japfa ltd')"
34413,2098,0.8445098039215686,0,0,Sapphire Corp Ltd,,Singapore,Sapphire Foods India,Retail,,"('sapphire corp ltd', 'sapphire foods india')"
34413,2100,0.8445098039215686,0,0,Sapphire Corp Ltd,,Singapore,Sapphire Foods India,Retail,,"('sapphire corp ltd', 'sapphire foods india')"
35824,13485,0.904,0,0,Franco-Nevada Corporation,,Toronto,Franco-Nevada,,,"('franco-nevada', 'franco-nevada corporation')"
35824,18779,0.8806153846153846,0,0,Franco-Nevada Corporation,,Toronto,Franco-nevada,"['Mining', 'Investment', 'Gold mining']",,"('franco-nevada', 'franco-nevada corporation')"
35877,3487,0.8881372549019607,0,0,The Phoenix Holdings Ltd,,Givatayim,The Phoenix Mills,Real Estate,,"('the phoenix holdings ltd', 'the phoenix mills')"
35911,868,0.8941176470588236,0,0,FLSmidth & Co A-S,,Valby,FLSmidth,Industrial Machinery,,"('flsmidth', 'flsmidth & co a-s')"
35911,14597,0.8941176470588236,0,0,FLSmidth & Co A-S,,Valby,FLSmidth,Industrials,,"('flsmidth', 'flsmidth & co a-s')"
36314,14304,0.8426470588235294,0,0,UniCredit S.p.A.,,Milan,UniCredit Bulbank,Financials,,"('unicredit bulbank', 'unicredit s.p.a.')"
36396,15635,0.8533333333333333,0,0,Thales SA,,Courbevoie,ThalesNano,Industrials,,"('thales sa', 'thalesnano')"
36593,10098,0.8533333333333333,0,0,Hypera SA,,Sao Paulo,Hyperchain,Fintech,Hangzhou,"('hypera sa', 'hyperchain')"
37314,23358,0.8509615384615385,0,0,Netlinkz Limited,,Darlinghurst,Netlink Trust,['Telecommunication'],,"('netlink trust', 'netlinkz limited')"
37632,12226,0.9052631578947368,0,0,Telefónica Chile SA,,Santiago,Telefónica,,,"('telefónica', 'telefónica chile sa')"
37632,16831,0.9052631578947368,0,0,Telefónica Chile SA,,Santiago,Telefónica,Telecommunications,,"('telefónica', 'telefónica chile sa')"
37632,18921,0.9052631578947368,0,0,Telefónica Chile SA,,Santiago,Telefónica,['Telecommunication'],,"('telefónica', 'telefónica chile sa')"
37632,24236,0.9052631578947368,0,0,Telefónica Chile SA,,Santiago,Telefónica,,,"('telefónica', 'telefónica chile sa')"
37912,30699,0.8735042735042735,0,0,Liberty Global plc,,London,Liberty Gold Corp.,,Vancouver,"('liberty global plc', 'liberty gold corp.')"
38386,7400,0.8509803921568627,0,0,Premier Oil plc,,London,Premier Plasmotec,Petrochemicals,,"('premier oil plc', 'premier plasmotec')"
40069,23188,0.8743296703296703,0,0,Silicon Laboratories Inc.,,Austin,Silicon Motion,"['Semiconductors', 'Tech', 'Tech Hardware']",,"('silicon laboratories inc.', 'silicon motion')"
40551,22219,0.8882352941176471,0,0,Bangkok Airways Public Company Ltd,,Bangkok,Bangkok Airways,"['Airlines', 'Travel', 'Transportation']",,"('bangkok airways', 'bangkok airways public company ltd')"
40911,13883,0.9025641025641026,0,0,Airports of Thailand Public Company Ltd,,Bangkok,Airports of Thailand,,,"('airports of thailand', 'airports of thailand public company ltd')"
40911,18725,0.8874358974358976,0,0,Airports of Thailand Public Company Ltd,,Bangkok,Airports Of Thailand,"['Airports', 'Infrastructure']",,"('airports of thailand', 'airports of thailand public company ltd')"
41069,25221,0.87,0,0,Razorpay,Technology,,Razor Labs,,Tel Aviv,"('razor labs', 'razorpay')"
41125,17635,0.8669841269841271,0,0,Top Reform,Construction,,Top Ramen,Instant Noodles,,"('top ramen', 'top reform')"
41520,23728,0.888548951048951,0,0,Sprout Solutions,Technology,,Sprout Social,"['Software', 'Tech']",,"('sprout social', 'sprout solutions')"
41688,5958,0.8533333333333333,0,0,Rexceed,Construction,,Rexel,Electrical Equipment,,"('rexceed', 'rexel')"
41688,13565,0.8533333333333333,0,0,Rexceed,Construction,,Rexel,,,"('rexceed', 'rexel')"
41688,14940,0.8533333333333333,0,0,Rexceed,Construction,,Rexel,Industrials,,"('rexceed', 'rexel')"
41735,8774,0.9,0,0,AMPLUS,Technology,,AMPLUS SOLAR,Internet,,"('amplus', 'amplus solar')"
41766,15552,0.8722222222222222,0,0,Titan Art,Advertising,,Titan Cement,Industrials,,"('titan art', 'titan cement')"
41912,37009,0.8933333333333334,0,0,MoneyMe,Fintech,,MoneyMe Limited,,Sydney,"('moneyme', 'moneyme limited')"
41973,12501,0.8533333333333333,0,0,FirstPhone,Retail,,FirstRand,,,"('firstphone', 'firstrand')"
41973,24509,0.8533333333333333,0,0,FirstPhone,Retail,,FirstRand,,,"('firstphone', 'firstrand')"
42090,23985,0.87,0,0,Applifting,Technology,,Applovin,"['Software', 'Tech']",,"('applifting', 'applovin')"
42477,12501,0.8533333333333333,0,0,FirstPhone,Retail,,FirstRand,,,"('firstphone', 'firstrand')"
42477,24509,0.8533333333333333,0,0,FirstPhone,Retail,,FirstRand,,,"('firstphone', 'firstrand')"
42492,31519,0.8718954248366013,0,0,Advantest,Industrial Goods,,Advantech Co. Ltd,,Taipei,"('advantech co. ltd', 'advantest')"
42637,4877,0.8714932126696833,0,0,Connect Group,Travel & Leisure,,Connect Broadband,Telecom,,"('connect broadband', 'connect group')"
42677,17635,0.8669841269841271,0,0,Top Reform,Architecture,,Top Ramen,Instant Noodles,,"('top ramen', 'top reform')"
42711,447,0.8222222222222222,0,0,SGR,Pharmaceuticals,,SGS,Facility Management Services,,"('sgr', 'sgs')"
42711,13495,0.8222222222222222,0,0,SGR,Pharmaceuticals,,SGS,,,"('sgr', 'sgs')"
42771,2765,0.8685314685314686,0,0,Lending Works,Fintech,,LendingKart,FinTech,,"('lending works', 'lendingkart')"
42816,4017,0.86,0,0,Fashion Commerce,Ecommerce,,Fashion TV,Broadcasting,,"('fashion commerce', 'fashion tv')"
42816,4023,0.86,0,0,Fashion Commerce,Ecommerce,,Fashion TV,Broadcasting,,"('fashion commerce', 'fashion tv')"
43101,16560,0.8678571428571429,0,0,Imprecom,Construction,,Impresa,Consumer services,,"('imprecom', 'impresa')"
43136,20655,0.87,0,0,Genius Progetti,Support Services,,Genius Group,['Education'],,"('genius group', 'genius progetti')"
43284,10324,0.8933333333333334,0,0,Insidemarketing,Technology,,Insider,Internet software & services,Istanbul,"('insidemarketing', 'insider')"
43418,26734,0.853968253968254,0,0,Lottoland,Games industry,,Lotto24,,Hamburg,"('lotto24', 'lottoland')"
43550,27389,0.8666666666666667,0,0,Codete,Technology,,"Codere, SA",,Alcobendas,"('codere, sa', 'codete')"
43599,8326,0.8714285714285714,0,0,Synapsy,Advertising,,SynapseIndia,IT Services & Consulting,,"('synapseindia', 'synapsy')"
43599,8374,0.8714285714285714,0,0,Synapsy,Advertising,,SynapseIndia,IT Services & Consulting,,"('synapseindia', 'synapsy')"
43667,20537,0.8564102564102564,0,0,Intellienergy,Industrial Goods,,Intellicheck,"['Software', 'Tech']",,"('intellicheck', 'intellienergy')"
43727,11716,0.8777777777777778,0,0,Dealernet,Automobiles,,DealerOn Careers,Marketing & Advertising,Rockville,"('dealernet', 'dealeron careers')"
44097,20655,0.87,0,0,Genius Progetti,Sales & Marketing,,Genius Group,['Education'],,"('genius group', 'genius progetti')"
44253,16185,0.875,0,0,Citadelo,Cyber Security,,Citadele Banka,Financials,,"('citadele banka', 'citadelo')"
44425,4319,0.8487299465240642,0,0,Schott Packaging,Ecommerce,,Schott Poonawalla,Packaging,,"('schott packaging', 'schott poonawalla')"
44799,7900,0.85,0,0,Infogene,Management Consulting,,Infojini,IT Services & Consulting,,"('infogene', 'infojini')"
44895,25111,0.8933333333333334,0,0,Capelli For You,Beauty,,Capelli,,Champagne-au-Mont-d'Or,"('capelli', 'capelli for you')"
44967,16744,0.8483333333333334,0,0,Cepo,Industrial Goods,,Cepsa,Oil & gas,,"('cepo', 'cepsa')"
44994,34575,0.8822344322344322,0,0,Pavillon noir,Media,,Pavillon Holdings Ltd,,Singapore,"('pavillon holdings ltd', 'pavillon noir')"
45032,9928,0.8666666666666666,0,0,Northwave,Cyber Security,,Northvolt,Other,Stockholm,"('northvolt', 'northwave')"
45398,38029,0.8722222222222222,0,0,Energetic,Energy,,Energean plc,,London,"('energean plc', 'energetic')"
45432,4017,0.86,0,0,Fashion Commerce,Ecommerce,,Fashion TV,Broadcasting,,"('fashion commerce', 'fashion tv')"
45432,4023,0.86,0,0,Fashion Commerce,Ecommerce,,Fashion TV,Broadcasting,,"('fashion commerce', 'fashion tv')"
45460,5922,0.8718954248366013,0,0,Celeritas,Transport,,Celebrity Cruises,Travel & Tourism,,"('celebrity cruises', 'celeritas')"
45531,16560,0.8678571428571429,0,0,Imprecom,Construction,,Impresa,Consumer services,,"('imprecom', 'impresa')"
45540,1284,0.8533333333333333,0,0,Cream Team,Beauty,,Creambell,FMCG,,"('cream team', 'creambell')"
45629,20103,0.8678571428571429,0,0,Neovaude,Sales & Marketing,,Neovasc,['Medical devices'],,"('neovasc', 'neovaude')"
45635,13358,0.8476190476190476,0,0,Sofidys,Technology,,Sofina,,,"('sofidys', 'sofina')"
45635,14208,0.8476190476190476,0,0,Sofidys,Technology,,Sofina,Financials,,"('sofidys', 'sofina')"
45760,9928,0.8666666666666666,0,0,Northwave,Cyber Security,,Northvolt,Other,Stockholm,"('northvolt', 'northwave')"
